word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme
ownership,en,ownership,所有,/ˈoʊnɝˌʃɪp/,oʊəʏb
fratricide,en,fratricide,滅菌,/ˈfɹætɹəˌsaɪd/,bæbəɶʏb
Gleichgewicht,de,balance,残高,/ˈɡlaɪ̯çɡəˌvɪçt/,bɶʏəʏb
Besessenheit,de,obsession,執着,/bəˈzɛsn̩haɪ̯t/,əœbmɶʏb
Müdigkeit,de,fatigue,倦怠感,/ˈmyːdɪçˌkaɪ̯t/,yʏɶʏb
eftirlit,is,surveillance,監視,/ɛftɪrlɪːt/,œbʏʏb
oversight,en,oversight,監視,/ˈoʊvɝˌsaɪt/,oʊəɶʏb
Herrlichkeit,de,glory,栄光,/ˈhɛʁlɪçkaɪ̯t/,œbʏɶʏb
copyright,en,copyright,著作権,/ˈkɑpiˌɹaɪt/,ɑyɶʏb
membership,en,membership,メンバーシップ,/ˈmɛmbɝˌʃɪp/,œməʏb
enterprise,en,enterprise,企業,/ˈɛnɝˌpɹaɪz/,œəbɶʏb
leadership,en,leadership,リーダーシップ,/ˈɫidɝˌʃɪp/,yəʏb
Aufsicht,de,At sight,一目で,/ˈʔaofˌzɪçt/,ɶobʏb
mayonnaise,en,mayonnaise,マヨネーズ,/ˈmeɪəˌneɪz/,øʏəøʏb
paradise,en,paradise,パラダイス,/ˈpɛɹəˌdaɪs/,œəɶʏb
Sonnenlicht,de,sunlight,日光,/ˈzɔnənlɪçt/,ɔəmʏb
Möglichkeit,de,possibility,可能性,/ˈmøːklɪçˌkaɪ̯t/,øbʏɶʏb
Ergebnis,de,result,結果,/ʔɛːɐgəˈpnɪs/,œɐəbʏb
Kochkenntnis,de,Cooking,料理,/ˈkɔxkɛnntnɪs/,ɔbœmmbʏb
بضويء,ar,Via,経由,/bidˤuːeɪʔ/,ybuøʏb
guimaraes,en,guimaraes,ギマラエス,/ˈɡɪmɝˌeɪz/,ʏəøʏb
porterages,en,porterages,ポーターは,/ˈpɔɹtɝɪdʒɪz/,ɔəʏbʏb
Segelflugzeug,de,Glider,グライダー,/ˈzeːɡl̩ˌfluːktsɔɪ̯k/,øbbbubbɔʏb
atlantis,is,Atlantis,アトランティス,/ahtlantɪs/,ɶbɶmʏb
Luftbasis,de,Air base,空軍基地,/ˈlʊftbɑzɪs/,ʊbbɑʏb
svansmerkið,is,the Nordic label,北欧のラベル,/svansmɛr̥cɪð/,bɶmbœʏb
وللبيت,ar,And for the house,そして家のために,/walilbeɪt/,ɶybøʏb
فكالحيل,ar,As a trick,トリックとして,/fakaaːlħeɪl/,ɶɶɶbøʏb
expressis,de,expressis,Expressis,/ˈʔɛkspɾəszɪs/,œbbbəbʏb
dagsljósið,/taxstljousɪð/,daylight,明け,ɶbbbbouʏb,is
فكالسيف,ar,The sword,剣,/fakaaːlseɪf/,ɶɶɶbøʏb
التيس,ar,Tip,ヒント,/aːlteɪs/,ɶbøʏb
Machtantritt,de,Takeover,買収,/ˈmaxtantɾɪt/,ɶbɶmbʏb
hagkerfið,is,economy,経済,/haɣcɛrvɪð/,ɶœʏb
فللميز,ar,For distinction,区別のために,/falilmeɪz/,ɶybøʏb
فللكيس,ar,Locist,ロケイスト,/falilkeɪs/,ɶybøʏb
salernið,is,the toilet,トイレ,/saːlɛrtnɪð/,ɶœbʏb
mutineers,en,mutineers,反乱者,/ˌmjutɪˈnɪɹz/,muʏʏb
þakklætis,is,gratitude,感謝,/θahklaitɪs/,ɶbɶyʏb
