word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme
presencia,es,presence,面前,/pɾesenθja/,bøømbɶ
hollusta,is,allegiance,忠誠,/hɔtlʏsta/,ɔbʏbɶ
변호사,ko,lawyer,法律家,/pjʌ̹nβo̞sʰa̠/,bɔmobɶ
무화과,ko,FIG,図,/muβwa̠ɡwa̠/,ubɶbɶ
회계사,ko,accountant,会計士,/hø̞ɡje̞sʰa̠/,øbøbɶ
agencia,es,agency,エージェンシー,/axenθja/,ɶømbɶ
자회사,ko,Subsidiary company,子会社,/t͡ɕa̠ɦø̞sʰa̠/,bɶøbɶ
プランジャー,ja,Planger,プランジャー,/pɯɾaɴdʑaː/,uɶmbɶ
거주자,ko,resident,居住者,/kʌ̹d͡ʑud͡ʑa̠/,ɔbubɶ
スリッパ,ja,slipper,スリッパ,/sɯɾipːa/,uybɶ
クラッカー,ja,cracker,クラッカー,/kɯɾakːaː/,uɶbɶ
普通话,zh-cn,mandarin,マンダリン,/pʰu˨˩˦ tʰʊŋ˥˥ xwa˥˩/,bubʊmbɶ
familia,es,family,家族,/familja/,ɶybɶ
مبعثر,ar,Scattered,散らばっている,/mubaʕθar/,uɶbɶ
プレッシャー,ja,pressure,プレッシャー,/pɯɾeɕːaː/,uøbɶ
licencia,es,license,ライセンス,/liθenθja/,yømbɶ
戏剧化,zh-cn,Drama,ドラマ,/ɕi˥˩ tɕy˥˩ xwa˥˩/,ybybɶ
양탄자,ko,carpet,カーペット,/ja̠ŋtʰa̠nd͡ʑa̠/,ɶmbɶmbɶ
alfombra,es,rug,ラグ,/alfombɾa/,ɶbombɶ
운전사,ko,driver,運転者,/und͡ʑʌ̹nsʰa̠/,umbɔmbɶ
حرج,ar,HARAJ,ハラジ,/ħaridʒa/,ɶybɶ
أزعج,ar,gig,ギグ,/ʔazʕadʒa/,ɶbɶbɶ
infancia,es,childhood,子供時代,/imfanθja/,ymɶmbɶ
encuesta,es,poll,世論調査,/eŋkwesta/,ømbøbɶ
간호사,ko,nurse,看護婦,/ka̠nβo̞sʰa̠/,ɶmobɶ
artista,es,artist,アーティスト,/aɾtista/,ɶybɶ
艺术家,zh-cn,artist,アーティスト,/i˥˩ ʂu˥˩ tɕja˥˥/,yubbɶ
adapta,ro,adapt,適応する,/adapta/,ɶɶbɶ
instancia,es,instance,実例,/instanθja/,ymbɶmbɶ
orquesta,es,orchestra,オーケストラ,/oɾkesta/,oøbɶ
운동화,ko,running shoes,ランニングシューズ,/undo̞ŋβwa̠/,umombɶ
광행차,ko,Mine,私の,/kwa̠ŋɦɛ̝ŋt͡ɕʰa̠/,bɶmœmbbɶ
confortas,fr,comfort,快適,/kɔ̃fɔʁta/,ɔɔbɶ
dầu bạc hà,vi,mint oil,ミントオイル,/jɤ̆w˦˨ bak˨ˀ˩ʔ ha˦˨/,oɶbbɶ
công thức hoá,vi,formula,方式,/koŋ͡m˧˥ tʰɯk˦˥ hwa˩˧/,ommbubɶ
sălcuța,ro,Sălcuța,sælcuța,/səlkutsa/,əbubɶ
groteska,eo,grotesque,グロテスク,/groteska/,boøbɶ
adiknya,id,his sister,妹,/adiʔɲa/,ɶybɶ
úrlausnar,is,resolution,解像度,/urlœistnar/,uœybbɶ
malnobla,eo,vile,卑劣,/malnobla/,ɶbobɶ
nón quai thao,/nɔŋ͡m˩˧ waj˧˥ tʰaw˧˥/,Vietnam top hat,ベトナムのトップハット,ɔmmɶbɶ,vi
edzeca,eo,marriage,結婚,/ed͡zet͡sa/,øbøbɶ
tiểu thuyết hóa,vi,novelization,新規化,/tiəw˧˩˨ tʰwiək˦˥ hwa˩˧/,yəbyəbɶ
độ lệch pha,vi,phase deviation,位相偏差,/do˨ˀ˩ʔ let˨ˀ˩ʔ fa˧˥/,obøbbɶ
Schlagerstar,de,Pop star,アイドル,/ʃlɑgɛɾstaɽ/,ɑœbɶ
回电话,/xweɪ˧˥ tjɛn˥˩ xwa˥˩/,call back,折り返し電話,bøʏbœmbɶ,zh-cn
افاض,/ʔafaːdˤa/,Vow,誓い,ɶɶbɶ,ar
뇌랗다,ko,Brain,脳,/nø̞ɾa̠tʰa̠/,øɶbɶ
اكسج,ar,Explan,説明,/ʔaksadʒa/,ɶbɶbɶ
pangkatnya,id,rank,ランク,/paŋkatɲa/,ɶmɶbɶ
krepuska,eo,dusk,夕暮れ,/krepuska/,bøubɶ
leifarnar,is,the remnants,残骸,/leiːvatnar/,øyɶbɶ
pendusta,id,liar,うそつき,/pəndusta/,əmubɶ
xe vận tải,/sɛ˧˥ jɤ̆ŋ˨ˀ˩ʔ taj˧˩˨/,truck,トラック,œombɶ,vi
nasibnya,id,His fate,彼の運命,/nasibɲa/,ɶybɶ
fjaðrirnar,is,the feathers,羽,/fjaðrɪtnar/,bɶbʏbɶ
connectas,fr,connectas,コネクタ,/kɔnɛkta/,ɔœbɶ
kakaknya,id,his brother,彼の兄弟,/kakaʔɲa/,ɶɶbɶ
menyiksa,id,torture,拷問,/məɲiʔsa/,əybɶ
vòng tránh thai,vi,IUD,iud,/jɔŋ͡m˦˨ ʈan˩˧ tʰaj˧˥/,ɔmmɶmbɶ
bergstallar,is,rock,石,/pɛrkstatlar/,œbbɶbɶ
tangencia,es,Tangency,接線,/taŋxenθja/,ɶmømbɶ
爆米花,zh-cn,Popcorn,ポップコーン,/pɑʊ˥˩ mi˨˩˦ xwa˥˥/,ɑʊybɶ
Mallorca,de,Mallorca,マヨルカ,/maˈlɔʁka/,ɶɔbɶ
