word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
aromatik,id,aromatic,芳香,/aromatiʔ/,ɶoɶyb,yb
متطفل,ar,Parasitical,寄生虫,/mutatˤaffil/,uɶbɶbyb,yb
accesibil,ro,accessible,アクセス可能,/aktʃesibil/,ɶbbøyyb,yb
متحمس,ar,Enthusiastic,熱狂的,/mutaħammis/,uɶɶmyb,yb
متعهد,ar,contractor,請負業者,/mutaʕahhid/,uɶɶyb,yb
mélancolique,fr,melancholy,憂鬱,/melɑ̃kɔlik/,øɑɔyb,yb
متردد,ar,hesitant,ためらう,/mutaraddid/,uɶɶbyb,yb
hömlulaus,is,rampant,横行します,/hœmlʏlœiːs/,œmʏœyb,yb
suportabil,ro,bearable,耐えられる,/suportabil/,uoɶyb,yb
eteerisyys,fi,ethereal,エーテル,/ˈeteeˌrisyys/,øøøyyyb,yb
syömättömyys,fi,inaugural,最初の,/ˈsyømætˌtømyys/,yøæbøyyb,yb
inoffensives,fr,harmless,無害,/inɔfɑ̃siv/,yɔɑyb,yb
anagliptic,ro,anagliptic,anagliptic,/anaɡliptik/,ɶɶbybyb,yb
évangélique,fr,evangelical,福音派,/evɑ̃ʒelik/,øɑøyb,yb
akusatif,id,Acusative,accusative,/akusatif/,ɶuɶyb,yb
oligarhic,/oliɡarhik/,oligarchic,oligarchic,oyɶyb,ro,yb
마그네틱,ko,Magnetic,磁気,/ma̠ɡɯne̞tʰik̚/,ɶuøbyb,yb
فكالمخطئ,ar,The wrong,間違い,/fakaaːlmuxtˤiʔ/,ɶɶɶbubbyb,yb
painovalmis,fi,ready -made,準備ができている,/ˈpɑinoˌvɑlmis/,ɑyoɑbyb,yb
caponaseis,es,Caponaseis,Caponaseis,/kaponaseis/,ɶoɶøyb,yb
