word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme
暗闇,ja,darkness,暗闇,/kɯɾajami/,uɶɶy
menilai,id,evaluate,評価,/mənilai/,əyɶy
針鰻,ja,elver,針鰻,/haɾiɯnagi/,ɶyuɶy
baterai,id,battery,バッテリー,/batərai/,ɶəɶy
ネクタイ,ja,tie,ネクタイ,/nekɯtai/,øuɶy
الفواتير,ar,Invoices,請求書,/aːlfaʊaːtiːr/,ɶbɶʊɶy
navigasi,id,navigation,ナビゲーション,/navigasi/,ɶyɶy
inkubasi,id,incubation,インキュベーション,/inkubasi/,ymuɶy
heimabæ,is,hometown,ホームタウン,/heiːmapaiː/,øyɶɶy
انتقائي,ar,selective,選択的,/intiqaːʔijj/,ymyɶy
プライバシー,ja,privacy,プライバシー,/pɯɾaibaɕiː/,uɶyɶy
melengkapi,id,complete,完了,/mələŋkapi/,əəmɶy
왕잠자리,ko,Kingship,王権,/wa̠ŋd͡ʑa̠md͡ʑa̠ɾi/,ɶmbɶmbɶy
mythomanies,fr,mythomania,神話,/mitɔmani/,yɔɶy
thuyết bất khả tri,vi,agnosticism,不可知論,/tʰwiək˦˥ bɤ̆k˦˥ xa˧˩˨ ʈi˧˥/,byəbobɶy
zaquizamí,es,Zaquizamí,ザキザミ,/θakiθaˈmi/,ɶyɶy
Hexerei,de,witchcraft,魔術,/hɛksəˈʁai/,œbəɶy
tilraunadýr,is,tribe,部族,/tʰɪlrœinatiːr/,bʏbœyɶy
文化差异,zh-cn,cultural difference,文化的な違い,/uən˧˥ xwa˥˩ ʈʂʰa˥˥ i˥˩/,uəmbɶɶy
photographie,fr,photography,写真,/fɔtɔgʁafi/,ɔɔbɶy
Vesturbæ,is,West,西,/vɛstʏrpaiː/,œbʏɶy
火焔放射器,ja,Flame radiox,火焔放射器,/kaeɴhoɯɕaki/,ɶømouɶy
nên cơm cháo gì,/nen˧˥ kɤm˧˥ caw˩˧ ɣi˦˨/,What porridge should be,どんなおridgeであるべきか,ømomɶy,vi
eftirpartí,/ɛftɪr̥pʰarti/,after party,パーティーの後,œbʏbɶy,is
小儿麻痹,/ɕjɑʊ˨˩˦ aɻ˧˥ ma˧˥ pi˥˩/,Puzzle,パズル,bɑʊɶɶy,zh-cn
通都大邑,zh-cn,Tongdu Dayi,Tongdu Dayi,/tʰʊŋ˥˥ tu˥˥ ta˥˩ i˥˩/,bʊmuɶy
