word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme
delikata,eo,delicate,繊細,/delikata/,øyɶɶ
mermelada,es,jam,混雑する,/meɾmelaða/,øøɶɶ
embajada,es,embassy,大使館,/embaxaða/,ømɶɶɶ
caminata,es,hike,ハイキング,/kaminata/,ɶyɶɶ
تصرف,ar,behavior,行動,/tasˤarrafa/,ɶbɶɶɶ
توتر,ar,Twitter,ツイッター,/taʊattara/,ɶʊɶbɶɶ
promulgada,es,promulgated,公布,/pɾomulgaða/,boubɶɶ
良かったら,ja,If you'd like,良かったら,/jokatːaɾa/,oɶbɶɶ
ordinara,eo,ordinary,普通,/ordinara/,oyɶɶ
واعظم,/waʔaʕðˤama/,Greater,大きい,ɶɶbbɶɶ,ar
미천하다,/mit͡ɕʰʌ̹nɦa̠da̠/,Be insignificant,取るに足らない,ybbɔmɶɶ,ko
berbudaya,id,cultured,培養,/bərbudaja/,əuɶɶ
hương hoả mả dài,vi,The graves are long,墓は長いです,/hɯəŋ˧˥ hwa˧˩˨ ma˧˩˨ jaj˦˨/,uəmɶɶɶ
味たま,ja,Tasty,味たま,/adʑitama/,ɶbyɶɶ
resquemada,es,Broken,壊れた,/reskemaða/,øbøɶɶ
berwibawa,id,authoritative,権威ある,/bərwibawa/,əyɶɶ
