word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme
generosity,en,generosity,寛大さ,/ˌdʒɛnɝˈɑsəti/,bœəɑəy
amenity,en,amenity,アメニティ,/əˈmɛnəti/,əœəy
modernity,en,modernity,現代性,/mɑˈdɝnəti/,ɑəəy
academy,en,academy,学校,/əˈkædəmi/,əæəy
antiquity,en,antiquity,古代,/ænˈtɪkwəti/,æmʏbəy
directory,en,directory,ディレクトリ,/daɪˈɹɛktɝi/,ɶʏœbəy
accessory,en,accessory,アクセサリー,/ækˈsɛsɝi/,æbœəy
astronomy,en,astronomy,天文学,/əˈstɹɑnəmi/,əbbɑəy
anxiety,en,anxiety,不安,/æŋˈzaɪəti/,æmɶʏəy
kẻ nể người vì,vi,The one who respects people,人々を尊敬する人,/kɛ˧˩˨ ne˧˩˨ ŋɯəj˦˨ ji˦˨/,œøuəy
sensiblerie,fr,sentimentality,感傷,/sɑ̃sibləʁi/,ɑybəy
trung thần nghĩa sĩ,vi,Trung Than Nghia Si,nghia siよりもトゥング,/ʈuŋ͡m˧˥ tʰɤ̆ŋ˦˨ ŋiə˧˩˨ ʂi˧˩˨/,ummbomyəy
bădădăi,ro,Bădădăi,bîdòdæ,/bədədəi/,əəəy
Infanterie,de,infantry,歩兵,/ˈɪn.fan.təˌʁiː/,ʏmɶməy
不解之谜,/pu˥˩ tɕjɛ˨˩˦ ʈʂɚ˥˥ mi˧˥/,Puzzle,パズル,ubbœəy,zh-cn
infanteri,id,infantry,歩兵,/infantəri/,ymɶməy
