word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
rebondir,fr,bounce,跳ねる、弾む,/ʁəbɔ̃diʁ/,əɔyb,yb
introduire,fr,introduce,導入,/ɛ̃tʁɔdɥiʁ/,œbɔbyb,yb
menulis,id,write,書きます,/mənulis/,əuyb,yb
myrkytys,fi,poisoning,中毒,/ˈmyrkytys/,yyyb,yb
menangis,id,cry,泣く,/mənaŋis/,əɶyb,yb
depozit,ro,deposit,デポジット,/depozit/,øoyb,yb
fanatik,id,fanatical,狂信的,/fanatiʔ/,ɶɶyb,yb
منبسط,ar,flat,平らな,/munbasitˤ/,umɶyb,yb
confiture,fr,jam,混雑する,/kɔ̃fityʁ/,ɔyyb,yb
تعتمد,ar,Depends,依存します,/taʕtamid/,ɶbɶyb,yb
tervehdys,fi,greeting,挨拶,/ˈtervehdys/,øøyb,yb
مستطيل,ar,A rectangle,長方形,/mustatˤiːl/,ubɶbyb,yb
mărunțit,ro,shredded,細断された,/məruntsit/,əumbyb,yb
gitaris,id,guitarist,ギタリスト,/gitaris/,yɶyb,yb
etäisyys,fi,distance,距離,/ˈetæisyys/,øæyyyb,yb
pimennys,fi,blackout,停電,/ˈpimennys/,yømyb,yb
gerimis,id,drizzling,霧雨,/gərimis/,əyyb,yb
servitude,fr,servitude,奴隷,/sɛʁvityd/,œbyyb,yb
guraliv,ro,garrulous,不機嫌,/ɡuraliv/,uɶyb,yb
tergigit,id,bitten,噛まれた,/tərgigit/,əyyb,yb
menarik,id,interesting,面白い,/mənariʔ/,əɶyb,yb
hälytys,fi,alarm,警報,/ˈhælytys/,æyyb,yb
înflorit,ro,blooming,咲く,/ɨnflorit/,ʉmboyb,yb
interdire,fr,to forbid,禁止します,/ɛ̃tɛʁdiʁ/,œœbyb,yb
applaudir,fr,applaud,拍手,/aplodiʁ/,ɶboyb,yb
يضيف,ar,Add,追加,/judˤajjif/,ubɶyb,yb
habitude,fr,habit,癖,/abityd/,ɶyyb,yb
ملابس,ar,Clothes,服,/malaːbis/,ɶɶyb,yb
유동식,ko,liquid,液体,/judo̞ŋɕʰik̚/,uombyb,yb
sălășluit,ro,dwelt,Dwelt,/sələʃluit/,əəuyb,yb
sacralisent,fr,sacralize,仙骨,/sakʁaliz/,ɶbɶyb,yb
góc đồng vị,vi,corresponding,対応する,/ɣɔk͡p˦˥ doŋ͡m˦˨ ji˨ˀ˩ʔ/,ɔbbommyb,yb
dvergasmíð,is,dwarf,小人,/tvɛrkasmiːð/,bœɶbyb,yb
sienestys,fi,mushroom picking,キノコピッキング,/ˈsienestys/,yøøbyb,yb
supersede,en,supersede,代替,/ˌsupɝˈsid/,uəyb,yb
sälähdys,fi,splash,スプラッシュ,/ˈsælæhdys/,ææyb,yb
räsähdys,fi,crunch,噛み砕く,/ˈræsæhdys/,ææyb,yb
guaranteed,en,guaranteed,保証されています,/ˌɡɛɹənˈtid/,œəmyb,yb
교대식,ko,Shift,シフト,/kjodɛ̝ɕʰik̚/,boœbyb,yb
durchnummeriert,/dʊɾtsnʊmˈmɐ̯iːɾt/,numbered,番号付き,ʊbbʊmɐyb,de,yb
فينزع,ar,It takes off,それは離陸します,/feɪanziʕ/,øʏɶmyb,yb
oblăduit,ro,his wing,彼の翼,/obləduit/,obəuyb,yb
Hólmavík,is,Holmavík,ホルマビク,/houlmaviːk/,oubɶyb,yb
فكالصبغ,ar,So dyeing,だから染色,/fakaaːlsˤibɣ/,ɶɶɶbbyb,yb
kepitys,fi,stick,棒,/ˈkepitys/,øyyb,yb
débattissent,fr,debate,議論,/debatis/,øɶyb,yb
terpanggil,id,called,呼び出されました,/tərpaŋgil/,əɶmyb,yb
tràn quý tị,vi,overflow,オーバーフロー,/ʈaŋ˦˨ wi˩˧ ti˨ˀ˩ʔ/,ɶmyyb,yb
agnellis,en,agnellis,アグネリス,/ˈæɡˌnɛɫiz/,æbœyb,yb
pyydystys,fi,gear,装備,/ˈpyydystys/,yyybyb,yb
menyetrip,id,Drip,滴下,/məɲətrip/,əəbyb,yb
mendidik,id,educate,教育する,/məndidiʔ/,əmyyb,yb
دواغص,ar,Dawaghs,ダワグス,/daʊaːɣisˤ/,ɶʊɶyb,yb
하늘빛,ko,azure,azure,/ha̠nɯɭbit̚/,ɶuyb,yb
euphorisent,fr,euphorize,陶酔します,/øfɔʁiz/,øɔyb,yb
tranh đả kích,vi,lash,ラッシュ,/ʈan˧˥ da˧˩˨ kit˦˥/,ɶmɶyb,yb
xe cút kít,vi,wheelbarrow,手押し車,/sɛ˧˥ kuk͡p˦˥ kit˦˥/,œubbyb,yb
aseismic,ro,Aseismic,アセイズム,/aseismik/,ɶøybyb,yb
