word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
vammaisuus,fi,disability,障害,/ˈvɑmmɑisuus/,ɑmɑyuub,ub
vanhemmuus,fi,parenthood,親子関係,/ˈvɑnhemmuus/,ɑmømuub,ub
tarkoitus,fi,purpose,目的,/ˈtɑrkoitus/,ɑoyub,ub
mukavuus,fi,comfort,快適,/ˈmukɑvuus/,uɑuub,ub
muodostus,fi,formation,形成,/ˈmuodostus/,uoobub,ub
vaatimus,fi,requirement,要件,/ˈvɑɑtimus/,ɑɑyub,ub
tilaisuus,fi,opportunity,機会,/ˈtilɑisuus/,yɑyuub,ub
ehdotus,fi,proposal,提案,/ˈehdotus/,øoub,ub
rangaistus,fi,penalty,ペナルティ,/ˈrɑngɑistus/,ɑmɑybub,ub
bankabók,is,banking book,銀行の本,/pauŋ̊kapouːk/,ɶumɶoub,ub
laskutus,fi,billing,請求する,/ˈlɑskutus/,ɑbuub,ub
vaatetus,fi,clothing,衣類,/ˈvɑɑtetus/,ɑɑøub,ub
kalkulus,id,calculus,微積分,/kalkulus/,ɶbuub,ub
kukoistus,fi,heyday,全盛期,/ˈkukoistus/,uoybub,ub
valitus,fi,appeal,訴える,/ˈvɑlitus/,ɑyub,ub
arvoitus,fi,mystery,神秘,/ˈɑrvoitus/,ɑoyub,ub
aseistus,fi,armament,武装,/ˈɑseistus/,ɑøybub,ub
rusketus,fi,tan,日焼け,/ˈrusketus/,ubøub,ub
johtajuus,fi,directorship,監督,/ˈjohtɑjuus/,oɑuub,ub
longitud,es,length,長さ,/loŋxituð/,omyub,ub
longitude,en,longitude,経度,/ˈɫɑndʒəˌtud/,ɑmbəub,ub
tilavuus,fi,volume,音量,/ˈtilɑvuus/,yɑuub,ub
vakaus,fi,solidity,堅実さ,/ˈvɑkɑus/,ɑɑub,ub
الغسول,ar,Wash,洗う,/aːlɣasuːl/,ɶbɶub,ub
hallitus,fi,government,政府,/ˈhɑllitus/,ɑbyub,ub
inquietud,es,concern,懸念,/iŋkjetuð/,ymbøub,ub
saavutus,fi,achievement,業績,/ˈsɑɑvutus/,ɑɑuub,ub
poikkeavuus,fi,abnormality,異常,/ˈpoikkeˌɑvuus/,oybøɑuub,ub
latitude,en,latitude,緯度,/ˈɫætəˌtud/,æəub,ub
hiljaisuus,fi,silence,沈黙,/ˈhiljɑisuus/,ybɑyuub,ub
vakavuus,fi,stability,安定,/ˈvɑkɑvuus/,ɑɑuub,ub
ahdistus,fi,anxiety,不安,/ˈɑhdistus/,ɑybub,ub
sjúkrahús,is,hospital,病院,/sjuːkrahuːs/,bubɶub,ub
Glockenhut,de,Bell,ベル,/ˈglɔkɛnut/,bɔœub,ub
disabuse,en,disabuse,虐待,/dɪsəbˈjus/,ʏəbub,ub
lindemuth,en,lindemuth,リンデムス,/ˈɫɪndɪmuθ/,ʏmʏub,ub
واجرز,ar,Score,スコア,/waʔadʒruz/,ɶɶbub,ub
النفوع,ar,Bouquets,花束,/aːlnafuːʕ/,ɶbɶub,ub
désapprouvent,fr,disapprove of,不承認,/dezapʁuv/,øɶbub,ub
broken-tooth,en,broken-tooth,壊れた歯,/ˈbɹoʊkənˌtuθ/,boʊəmub,ub
pămătuf,ro,whisk,泡立てます,/pəmətuf/,əəub,ub
فالممدود,ar,The mandate,マンデート,/faaːlmamduːd/,ɶɶbɶmub,ub
antoniu's,/ænˈtoʊniuz/,antoniu's,アントニウの,æmoʊyub,en,ub
والمريول,ar,And the migrant,そして移民,/waaːlmarjuːl/,ɶɶbɶub,ub
vinahóp,is,group of friends,友達のグループ,/vɪːnahouːp/,ʏɶoub,ub
feverfews,en,feverfews,Feverfews,/ˈfivɝfˌjuz/,yəbub,ub
húrrahróp,is,voice,声,/hurar̥ouːp/,uɶoub,ub
كزيوت,/kazujuːt/,Oils,オイル,ɶuub,ar,ub
codrescu's,en,codrescu's,codrescu's,/kəˈdɹɛsˌkjuz/,əbœbbub,ub
무용극,ko,Dancer,踊り子,/mujoŋɡɯk̚/,uomub,ub
hồng thập tự,vi,Red Cross,赤十字,/hoŋ͡m˦˨ tʰɤ̆p˨ˀ˩ʔ tɯ˨ˀ˩ʔ/,ommbobbub,ub
새무룩,ko,New murmur,新しいつぶやき,/sʰɛ̝muɾuk̚/,bœuub,ub
montagu's,en,montagu's,モンタギュー,/ˈmɑntəɡˌjuz/,ɑməbub,ub
norocul,ro,luck,幸運,/norokul/,ooub,ub
detritus,es,detritus,デトリタス,/detɾitus/,øbyub,ub
Schonbezug,de,Protective,保護,/ˈʃɔnbetsuk/,ɔmøbub,ub
bơi dai sức,vi,swimming,水泳,/bɤj˧˥ jaj˧˥ ʂɯk˦˥/,oɶub,ub
molecules,/ˈmɑɫəkˌjuɫz/,molecules,分子,ɑəbub,en,ub
ridicules,en,ridicules,rid笑,/ˈɹɪdəkˌjuɫz/,ʏəbub,ub
rajuus,fi,fury,怒り,/ˈrɑjuus/,ɑuub,ub
au grand jour,fr,in broad daylight,昼間は広い,/ogʁɑ̃ʒuʁ/,obɑub,ub
Sigurrós,is,Sigur Ros,Sigur Ros,/sɪːɣʏrouːs/,ʏʏoub,ub
chè hạt lựu,vi,pomegranate seed tea,ザクロの種子茶,/cɛ˦˨ hak˨ˀ˩ʔ lɯw˨ˀ˩ʔ/,œɶbbub,ub
pencetus,id,trigger,引き金,/pəntʃətus/,əmbəub,ub
aptitud,es,fitness,フィットネス,/aptituð/,ɶbyub,ub
contre-jour,fr,backtime,戻り時間,/kɔ̃tʁəʒuʁ/,ɔbəub,ub
vòm bát úp,vi,The bowl of bowls,ボウルのボウル,/jɔm˦˨ bak˦˥ up˦˥/,ɔmɶbub,ub
trần trùi trụi,vi,Tran Troi,トラントロイ,/ʈɤ̆ŋ˦˨ ʈuj˦˨ ʈuj˨ˀ˩ʔ/,omuub,ub
cột đồng trụ,vi,copper pillar,銅の柱,/kok͡p˨ˀ˩ʔ doŋ͡m˦˨ ʈu˨ˀ˩ʔ/,obbbommub,ub
