word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme
chaleco,es,vest,ベスト,/tʃaleko/,bɶøo
スレート,ja,slate,スレート,/sɯɾeːto/,uøo
trong trẻo,vi,clarity,明快さ,/ʈɔŋ͡m˧˥ ʈeo˧˩˨/,ɔmmøo
pokero,eo,poker,ポーカー,/pokero/,oøo
dinero,es,money,お金,/dineɾo/,yøo
criterio,es,criterion,基準,/kɾiteɾjo/,byøo
reverso,es,reverse,逆行する,/reβeɾso/,øøo
número,es,number,番号,/ˈnumeɾo/,uøo
kandelo,eo,candle,キャンドル,/kandelo/,ɶmøo
fotelo,eo,armchair,アームチェア,/fotelo/,oøo
cencerro,es,cowbell,カウベル,/θenθero/,ømøo
barelo,eo,barrel,たる,/barelo/,ɶøo
ventego,eo,a whirlwind,旋風,/ventego/,ømøo
buñuelo,es,fritter,フリッター,/buɲwelo/,umøo
domego,eo,mansion,邸宅,/domego/,oøo
sitelo,eo,bucket,バケツ,/sitelo/,yøo
numero,eo,number,番号,/numero/,uøo
konfeso,eo,Confession,告白,/konfeso/,omøo
kazerno,eo,barracks,兵舎,/kazerno/,ɶøo
acuerdo,es,agreement,合意,/akweɾðo/,ɶbøo
トレード,ja,trade,トレード,/toɾeːdo/,oøo
centeno,es,rye,ライ麦,/θenteno/,ømøo
baseno,eo,basin,たらい,/baseno/,ɶøo
半ベソ,ja,Half -vesor,半ベソ,/haɴbeso/,ɶmøo
peméo,id,Peméo,ペメオ,/pəmeo/,əøo
가계도,ko,family tree,家系図,/ka̠ɡje̞do̞/,ɶbøo
Speiserohr,de,Die,死ぬ,/ˈʃpaezeɾoɾ/,ɶøøo
intello,/ɛ̃telo/,nerd,オタク,œøo,fr
subteno,eo,Support,サポート,/subteno/,ubøo
fazelor,ro,phase,段階,/fazelor/,ɶøo
기인제도,/kiind͡ʑe̞do̞/,Stimulus,刺激,yymbøo,ko
datelor,ro,dATES,日付,/datelor/,ɶøo
ポテト,ja,potato,ポテト,/poteto/,oøo
gai mèo,/ɣaj˧˥ meo˦˨/,cat,猫,ɶøo,vi
pusero,/ˈpusero/,blouse,ブラウス,uøo,fi
mengékor,id,Thinking,考え,/məŋekor/,əøo
Libero,de,Libero,リベロ,/ˈliːbeɾo/,yøo
シーゲート,ja,Seagate,シーゲート,/ɕiːgeːto/,yøo
végétaux,fr,plants,植物,/veʒeto/,øøo
aspersor,ro,sprinklers,スプリンクラー,/aspersor/,ɶbøo
fajero,es,Fajero,ファジェロ,/faxeɾo/,ɶøo
maksuehto,fi,payment,支払い,/ˈmɑksuˌehto/,ɑbuøo
adquiero,es,I ADQUE,私はadqueです,/aðkjeɾo/,ɶbbøo
bánh bèo,vi,duck cake,アヒルケーキ,/ban˩˧ beo˦˨/,ɶmøo
meo meo,vi,Meo meo,Meo Meo,/meo˧˥ meo˧˥/,øoøo
lõ lẽo,vi,gratitude,感謝,/lɔ˧˩˨ leo˧˩˨/,ɔøo
Bolero,de,bolero,ボレロ,/ˈboːleɾo/,oøo
