word,word_lang,word_en,word_ja,word_ipa_rhyme
painovoima,fi,gravity,重力,ɑyooyɑ
ateria,fi,meal,お食事,ɑøyɑ
aluspaita,fi,shirt,シャツ,ɑubɑyɑ
symmetria,fi,symmetry,対称,ymøbyɑ
taistelija,fi,fighter,戦士,ɑybøyɑ
odysseia,fi,Odyssey,オデッセイ,oybøyɑ
naudanliha,fi,beef,牛肉,ɑuɑmyɑ
taiteilija,fi,artist,アーティスト,ɑyøyyɑ
ottelija,fi,fighter,戦士,obøyɑ
incontinent,fr,incontinent,失禁,œɔyɑ
Bundesliga,de,Bundesliga,ブンデスリーガ,ʊmœbyɑ
takeshima,en,takeshima,タケシマ,æʏyɑ
zamarripa,en,zamarripa,ザマリパ,ɑɑyɑ
enquiquinants,/ɑ̃kikinɑ̃/,inquiries,お問い合わせ,fr
compania,en,compania,仲間,əmøʏyɑ
Betriebsklima,de,work atmosphere,職場の雰囲気,əbybbbyɑ
wilhemina,en,wilhelmina,ウィルヘルミナ,ʏœyɑ
éparpillant,fr,scatter,散乱,øɶbyɑ
Kosmetika,de,cosmetics,化粧品,ɔbøyɑ
