word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
syömäpuikko,fi,chopstick,箸,/ˈsyømæˌpuikko/,yøæuybo,bo
fratricidio,es,fratricide,滅菌,/fɾatɾiθiðjo/,bɶbyybo,bo
algoritmo,es,algorithm,アルゴリズム,/algoɾitmo/,ɶboybo,bo
monoteísmo,es,monotheism,一神教,/monoteˈizmo/,ooøybo,bo
käyttöönotto,fi,introduction,前書き,/ˈkæytˌtøønotto/,æybøøobo,bo
avioliitto,fi,marriage,結婚,/ˈɑvioˌliitto/,ɑyoyybo,bo
matkamuisto,fi,souvenir,お土産,/ˈmɑtkɑˌmuisto/,ɑbɑuybo,bo
ボブキャット,ja,Bobcat,ボブキャット,/bobɯkjatːo/,oubɶbo,bo
atletismo,es,athletics,陸上競技,/atletizmo/,ɶbøybo,bo
konateco,eo,acquaintance,知り合い,/konatet͡so/,oɶøbo,bo
sendormeco,eo,insomnia,不眠症,/sendormet͡so/,ømoøbo,bo
クレジット,ja,credit,クレジット,/kɯɾedʑitːo/,uøbybo,bo
kilómetro,es,kilometer,キロメートル,/kiˈlometɾo/,yoøbo,bo
riippumatto,fi,hammock,ハンモック,/ˈriippuˌmɑtto/,yybuɑbo,bo
desembolso,es,disbursement,支払い,/desembolso/,øømobo,bo
ajanjakso,fi,period,限目,/ˈɑjɑnˌjɑkso/,ɑɑmɑbo,bo
merirosvo,fi,pirate,海賊,/ˈmeriˌrosvo/,øyobo,bo
erinaco,eo,a hedgehog,ハリネズミ,/erinat͡so/,øyɶbo,bo
terrorismo,es,terrorism,テロ,/teroɾizmo/,øoybo,bo
ヘルメット,ja,Helmet,ヘルメット,/heɾɯmetːo/,øuøbo,bo
gigantismo,es,giantism,巨大主義,/xiɣantizmo/,yɶmybo,bo
丸カッコ,ja,Round parentheses,丸カッコ,/maɾɯkakːo/,ɶuɶbo,bo
cương ngựa ách trâu,vi,Buffalo,バッファロー,/kɯəŋ˧˥ ŋɯə˨ˀ˩ʔ ak˦˥ ʈɤ̆w˧˥/,uəmuəbɶbo,bo
빙심옥호,ko,Bingsimokho,Bingsimokho,/piŋɕʰimo̞kʰo̞/,ymbyobo,bo
高深莫测,zh-cn,Unpredictable,予測不可能な,/kɑʊ˥˥ ʂən˥˥ mɔ˥˩ tsʰɤ˥˩/,ɑʊəmɔbbo,bo
imprésario,fr,impresario,インプレッサリオ,/ɛ̃pʁesaʁjo/,œbøɶbo,bo
paradoxaux,fr,paradoxical,逆説的,/paʁadɔkso/,ɶɶɔbo,bo
匿迹草泽,zh-cn,Causawa,causawa,/ni˥˩ tɕi˥˩ tsʰɑʊ˨˩˦ tsɤ˧˥/,ybybbɑʊbo,bo
gióng trống phất cờ,vi,Giong drum flag,Giong Drum Flag,/jɔŋ͡m˩˧ ʈoŋ͡m˩˧ fɤ̆k˦˥ kɤ˦˨/,ɔmmommobo,bo
väkijoukko,/ˈvækijoˌukko/,crowd,群衆,æyoubo,fi,bo
散房花序,/saɴboɯkadʑo/,Scattered blossoming,散房花序,ɶmouɶbo,ja,bo
memelonco,id,memelonco,Memelonco,/məməlontʃo/,əəombo,bo
agricultor,ro,farmer,農家,/aɡrikultor/,ɶbyubo,bo
goudajuusto,fi,gouda cheese,ゴーダチーズ,/ˈgoudɑˌjuusto/,ouɑuubo,bo
筹思计策,zh-cn,Consider,検討,/ʈʂʰoʊ˧˥ sɯ˥˥ tɕi˥˩ tsʰɤ˥˩/,oʊubybbo,bo
elektristo,eo,electrician,電気技師,/elektristo/,øøbbybo,bo
isorokko,/ˈisoˌrokko/,smallpox,天然痘,yoobo,fi,bo
trosatiĝo,/trosatid͡ʒo/,overgrowth,過成長,boɶybo,eo,bo
manifésto,id,manifesto,マニフェスト,/manifesto/,ɶyøbo,bo
望梅止渴,zh-cn,Water thirst,水の渇き,/wɑŋ˥˩ meɪ˧˥ ʈʂɚ˨˩˦ kʰɤ˨˩˦/,ɑmøʏəbo,bo
면사무소,ko,Cotton office,綿事務所,/mjʌ̹nsʰa̠musʰo̞/,mɔmbɶubo,bo
ガス・マット,ja,Gas mat,ガス・マット,/gasɯ matːo/,ɶuɶbo,bo
avion-cargo,fr,plane-cargo,飛行機炭火,/avjɔ̃kaʁgo/,ɶbɔɶbo,bo
소승불교,ko,Soseung Buddhism,ソセン仏教,/sʰo̞sʰɯŋbuɭɡjo/,bobumubo,bo
