word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
건포도,ko,raisin,レーズン,/kʌ̹npʰo̞do̞/,ɔmboo,mbo
kompromi,id,compromise,妥協,/kompromi/,omboy,mbo
伤口,zh-cn,Wound,傷,/ʂɑŋ˥˥ kʰoʊ˨˩˦/,ɑmboʊ,mbo
memblokir,id,block,ブロック,/məmblokir/,əmboy,mbo
林業,ja,forestry,林業,/ɾiɴgjoɯ/,ymbou,mbo
眼鏡,ja,glasses,眼鏡,/gaɴkjoɯ/,ɶmbou,mbo
緊張,ja,tension,緊張,/kiɴtɕoɯ/,ymbou,mbo
勉強,ja,study,勉強,/beɴkjoɯ/,ømbou,mbo
cointreau,en,cointreau,コントロー,/ˌkɔnˈtɹoʊ/,ɔmboʊ,mbo
风投,zh-cn,VCs,VCS,/fɤŋ˥˥ tʰoʊ˧˥/,omboʊ,mbo
kanttori,fi,cantor,カンター,/ˈkɑnttori/,ɑmboy,mbo
tondreau,en,tondreau,トンドロー,/tənˈdɹoʊ/,əmboʊ,mbo
insco,en,insco,insco,/ˈinskoʊ/,ymboʊ,mbo
馒头,zh-cn,Steamed bun,饅頭,/man˧˥ tʰoʊ˧/,ɶmboʊ,mbo
introvér,id,Introvér,Introvér,/introver/,ymboø,mbo
nemțofil,ro,Nemțofil,ネムオフィル,/nemtsofil/,ømboyb,mbo
