word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
empujar,es,Push,押す,/empuxaɾ/,ømuɶ,uɶ
formular,es,formulate,定式化します,/foɾmulaɾ/,ouɶ,uɶ
terluka,id,wounded,負傷,/tərluka/,əuɶ,uɶ
disfrutar,es,to enjoy,楽しむ,/disfɾutaɾ/,ybbuɶ,uɶ
criatura,es,creature,生き物,/kɾjatuɾa/,bɶuɶ,uɶ
adular,es,flatter,フラット,/aðulaɾ/,ɶuɶ,uɶ
حرم,ar,Depriv,depriv,/ħaruma/,ɶuɶ,uɶ
儿媳妇儿,/aɻ˧˥ ɕi˧˥ fu˧ aɻ˧/,Daughter -in -law,義理の娘,ɶyuɶ,zh-cn,uɶ
لتعاش,/lituʕaːʃ/,To live,生きる,yuɶ,ar,uɶ
っていうか,ja,I mean,っていうか,/tːeiɯka/,bøyuɶ,uɶ
épousailles,fr,marry,結婚,/epuzaj/,øuɶ,uɶ
다루다,ko,treat,扱う,/ta̠ɾuda̠/,ɶuɶ,uɶ
bánh củ cải,vi,radish,だいこん,/ban˩˧ ku˧˩˨ kaj˧˩˨/,ɶmuɶ,uɶ
nêu cao,vi,upheld,支持,/nɛu˧˥ kaw˧˥/,œuɶ,uɶ
membura,id,Break,壊す,/məmbura/,əmuɶ,uɶ
