word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
aborigen,ro,aboriginal,アボリジニ,/aboridʒen/,ɶoybøm,oyb
terrorismi,fi,terrorism,テロ,/ˈterroˌrismi/,øoyby,oyb
oposición,es,opposition,反対,/oposiˈθjon/,ooybom,oyb
Opposition,de,opposition,反対,/ˌɔpoziˈtsjoːn/,ɔoybbom,oyb
カートリッジ,ja,cartridge,カートリッジ,/kaːtoɾidʑːi/,ɶoybby,oyb
veloittaa,fi,charge,充電,/ˈveloittɑɑ/,øoybɑɑ,oyb
メトリック,ja,metric,メトリック,/metoɾikːɯ/,øoybu,oyb
Waschtoiletten,de,Washing toilet,トイレを洗う,/vaʃtoiːlkɛtən/,ɶoybœəm,oyb
terroristas,es,Terrorists,テロリスト,/teroɾistas/,øoybɶb,oyb
au beau milieu,fr,in the middle,途中で,/obomiljø/,ooybø,oyb
compositions,fr,compositions,作曲,/kɔ̃pozisjɔ̃/,ɔoybɔ,oyb
tartoriță,ro,tartor,タルトル,/tartoritsə/,ɶoybə,oyb
laconismo,es,Laconism,ラコニズム,/lakonizmo/,ɶoybo,oyb
デモーニッシュ,ja,Demonish,デモーニッシュ,/demoːniɕːɯ/,øoybu,oyb
népotisme,id,nepotism,ネポティズム,/nepotismə/,øoybə,oyb
