word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme
religion,en,religion,宗教,/ɹiˈɫɪdʒən/,yʏbəm
oxygen,en,oxygen,空気,/ˈɑksədʒən/,ɑbəbəm
kế toán viên,vi,accountant,会計士,/ke˩˧ twaŋ˩˧ jiəŋ˧˥/,øbɶmyəm
Personen,de,persons,人,/pɛɾˈzoːnən/,œoəm
commission,en,commission,手数料,/kəˈmɪʃən/,əʏəm
suggestion,en,suggestion,提案,/səˈdʒɛstʃən/,əbœbbəm
millennium,en,millennium,ミレニアム,/məˈɫɛniəm/,əœyəm
commotion,en,commotion,騒ぎ,/kəˈmoʊʃən/,əoʊəm
washbasin,en,washbasin,ウォッシュベイシン,/ˈwɑʃˌbeɪsən/,ɑøʏəm
hydrogen,en,hydrogen,水素,/ˈhaɪdɹədʒən/,ɶʏbəbəm
location,en,location,位置,/ɫoʊˈkeɪʃən/,oʊøʏəm
detection,en,detection,検出,/dɪˈtɛkʃən/,ʏœbəm
Antennen,de,Antenna,アンテナ,/ˈʔanˌtɛnnən/,ɶmœməm
abdomen,en,abdomen,腹部,/ˈæbdəmən/,æbəəm
vibration,en,vibration,振動,/vaɪˈbɹeɪʃən/,ɶʏbøʏəm
algorithm,en,algorithm,アルゴリズム,/ˈæɫɡɝˌɪðəm/,æəʏəm
titanium,en,titanium,チタン,/taɪˈteɪniəm/,ɶʏøʏyəm
musician,en,musician,音楽家,/mjuˈzɪʃən/,muʏəm
referendum,en,referendum,国民投票,/ˌɹɛfɝˈɛndəm/,œəœməm
rotation,en,rotation,回転,/ɹoʊˈteɪʃən/,oʊøʏəm
Volumen,de,volume,音量,/ˈvoːlumən/,ouəm
aquarium,en,aquarium,水族館,/əˈkwɛɹiəm/,əbœyəm
intention,en,intention,目的,/ˌɪnˈtɛntʃən/,ʏmœmbəm
obsidian,en,obsidian,黒曜石,/əbˈsɪdiən/,əbʏyəm
collagen,en,collagen,コラーゲン,/ˈkɑɫəɡən/,ɑəəm
Kollagen,de,Collagen,コラーゲン,/ˈkɔllɑgən/,ɔbɑəm
admission,en,admission,入場料,/ædˈmɪʃən/,æbʏəm
explosion,en,explosion,爆発,/ɪksˈpɫoʊʒən/,ʏbbboʊəm
dilution,en,dilution,希釈,/daɪˈɫuʃən/,ɶʏuəm
opinion,en,opinion,意見,/əˈpɪnjən/,əʏməm
protection,en,protection,保護,/pɹəˈtɛkʃən/,bəœbəm
Streikposten,de,Stream post,ストリームポスト,/ˈʃtɾaekpɔstən/,bɶøbɔbəm
承办人,zh-cn,Organizer,オーガナイザー,/ʈʂʰɤŋ˧˥ pan˥˩ ʐən˧˥/,omɶməm
probation,en,probation,保護観察,/pɹoʊˈbeɪʃən/,boʊøʏəm
踹门,zh-cn,Door,ドア,/ʈʂʰuaɪ˥˩ mən˧˥/,uɶʏəm
继承人,zh-cn,Heir,相続人,/tɕi˥˩ ʈʂʰɤŋ˧˥ ʐən˧˥/,byoməm
太空人,zh-cn,astronaut,宇宙飛行士,/tʰaɪ˥˩ kʰʊŋ˥˥ ʐən˧˥/,bɶʏbʊməm
brookhaven,en,brookhaven,ブルックヘブン,/ˈbɹʊkˌheɪvən/,bʊbøʏəm
Nachklängen,de,Sewing,縫い,/ˈnaxˌklɛŋən/,ɶbbœəm
notulen,id,Minutes,分,/notulən/,ouəm
încercăm,ro,we try,試してみます,/ɨntʃerkəm/,ʉmbøəm
慢吞吞,zh-cn,Swallow,飲み込む,/man˥˩ tʰuən˥˥ tʰuən˥˥/,ɶmbuəmbuəm
nhỡ độ đường,vi,Miss the road level,道路レベルを逃します,/ɲɤ˧˩˨ do˨ˀ˩ʔ dɯəŋ˦˨/,oobuəm
lưỡi không xương,/lɯəj˧˩˨ xoŋ͡m˧˥ sɯəŋ˧˥/,boneless tongue,骨のない舌,uəommuəm,vi
hiệu đoàn trưởng,vi,Delegation,代表団,/hiəw˨ˀ˩ʔ dwaŋ˦˨ ʈɯəŋ˧˩˨/,yəbbɶmuəm
refuzăm,/refuzəm/,refuse,ごみ,øuəm,ro
dickensian,en,dickensian,ディケンシアン,/dɪˈkɛnziən/,ʏœmyəm
出远门,zh-cn,Go away,どこかに行って,/ʈʂʰu˥˥ ɥœn˨˩˦ mən˧˥/,uœməm
Zuschüssen,de,Grate,すりおろします,/ˈtsuːˌʃʏszən/,buʏbəm
descurcăm,ro,handle,扱う,/deskurkəm/,øbuəm
Bierstuben,de,Beer room,ビールルーム,/ˈbiːɾstubən/,ybuəm
temanten,id,Temanten,テマンテン,/təmantən/,əɶməm
realizăm,ro,realize,気付く,/realizəm/,øɶyəm
învățăm,ro,learn,学び,/ɨnvətsəm/,ʉməbəm
