word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme
savuke,fi,cigarette,シガレット,/ˈsɑvuke/,ɑuø
curcubeu,ro,rainbow,虹,/kurkubew/,uuø
眠気,ja,sleepiness,眠気,/nemɯke/,øuø
蹄,ja,hoof,蹄,/çizɯme/,yuø
iepure,ro,rabbit,ウサギ,/jepure/,øuø
auge,es,boom,ブーム,/auxe/,ɶuø
sesiune,ro,session,セッション,/sesiune/,øyuø
strugure,ro,grapes,ブドウ,/struɡure/,bbuuø
épouser,fr,marry,結婚,/epuze/,øuø
enroulez,fr,wrap,包む,/ɑ̃ʁule/,ɑuø
konklude,eo,in conclusion,結論は,/konklude/,ombuø
삼부회,ko,Trilateral,三国間,/sʰa̠mbuɦø̞/,bɶmuø
aculeu,ro,aculeu,aculeu,/akulew/,ɶuø
caoutchouteux,fr,rubbery,ゴム,/kautʃutø/,ɶubuø
laivue,fi,squadron,飛行隊,/ˈlɑivue/,ɑyuø
야유회,ko,Picnic,ピクニック,/ja̠juɦø̞/,ɶuø
patulle,es,Patulle,パトゥル,/patuʎe/,ɶuø
lisuke,fi,side dish,副菜,/ˈlisuke/,yuø
번드레,ko,Bundle,バンドル,/pʌ̹ndɯɾe̞/,ɔmuø
