word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
pestañas,es,tabs,タブ,/pestaɲas/,øbɶɶb,bɶ
nhà khoa học,vi,scientist,科学者,/ɲa˦˨ xwa˧˥ hɔk͡p˨ˀ˩ʔ/,ɶbɶɔbbb,bɶ
شطف,ar,rinse,リンス,/ʃatˤafa/,ɶbɶɶ,bɶ
stratégie,fr,strategy,ストラテジー,/stʁateʒi/,bbɶøy,bɶ
escape,es,,,/eskape/,øbɶø,bɶ
参议院,zh-cn,Senate,上院,/tsʰan˥˥ i˥˩ ɥœn˥˩/,bbɶmyœm,bɶ
Bergbau,de,Mining,マイニング,/bəˈɾkbao/,əbɶo,bɶ
hablador,es,talkative,おしゃべり,/aβlaðoɾ/,ɶbɶo,bɶ
عصر,ar,squeeze out,絞り出します,/ʕasˤara/,ɶbɶɶ,bɶ
الخشب,ar,the wood,木材,/aːlxaʃab/,ɶbɶɶb,bɶ
Abstammung,de,ancestry,祖先,/ˈʔapˌʃtammʊŋ/,ɶbɶmʊm,bɶ
قصف,ar,Bombing,爆撃,/qasˤafa/,ɶbɶɶ,bɶ
材料,zh-cn,Material,素材,/tsʰaɪ˧˥ ljɑʊ˥˩/,bbɶʏbɑʊ,bɶ
الشفق,ar,twilight,トワイライト,/aːlʃafaq/,ɶbɶɶb,bɶ
بسكويت,ar,biscuit,ビスケット,/baskaʊiːt/,ɶbɶʊyb,bɶ
التوجيه,ar,Guidance,ガイダンス,/aːltaʊdʒiːh/,ɶbɶʊby,bɶ
subsidence,en,subsidence,沈下,/səbˈsaɪdəns/,əbɶʏəmb,bɶ
الأرق,ar,Insomnia,不眠症,/aːlʔaraq/,ɶbɶɶb,bɶ
vibration,fr,vibration,振動,/vibʁasjɔ̃/,ybɶbɔ,bɶ
家伙,zh-cn,Guy,男,/tɕja˥˥ xuɔ˨˩˦/,bbɶuɔ,bɶ
مبتهج,ar,cheery,陽気,/mubtahidʒ/,ubɶyb,bɶ
kế toán viên,vi,accountant,会計士,/ke˩˧ twaŋ˩˧ jiəŋ˧˥/,øbɶmyəm,bɶ
calzado,es,footwear,履物,/kalθaðo/,ɶbɶo,bɶ
التدرج,ar,pheasant,キジ,/aːltadrudʒ/,ɶbɶbub,bɶ
الوليد,ar,Walid,ワリド,/aːlwaliːd/,ɶbɶyb,bɶ
situation,fr,situation,状況,/sitɥasjɔ̃/,ybɶbɔ,bɶ
hijau,id,green,緑,/hidʒau/,ybɶu,bɶ
العقرب,ar,The scorpion,サソリ,/aːlʕaqrab/,ɶbɶbɶb,bɶ
vibración,es,vibration,振動,/biβɾaˈθjon/,ybɶbom,bɶ
المسرح,ar,The theater,劇場,/aːlmasraħ/,ɶbɶbɶb,bɶ
العمل,ar,the work,作品,/aːlʕamal/,ɶbɶɶb,bɶ
hexagon,ro,hexagon,六角形,/heksaɡon/,øbɶom,bɶ
þakklæti,is,gratitude,感謝,/θahklaitɪ/,ɶbɶyʏ,bɶ
baðkari,is,bathtub,バスタブ,/paðkarɪ/,ɶbɶʏ,bɶ
gallalaus,is,flawless,完璧,/katlalœiːs/,ɶbɶœyb,bɶ
Buchhaltung,de,accounting,会計,/ˈbuːxˌhaltʊŋ/,ubɶbʊm,bɶ
filmare,ro,shooting,撮影,/filmare/,ybɶø,bɶ
malsano,eo,disease,疾患,/malsano/,ɶbɶo,bɶ
أقحم,ar,inset,挿入図,/ʔaqħama/,ɶbɶɶ,bɶ
اللاسع,ar,Nasty,汚い,/aːllaːsiʕ/,ɶbɶyb,bɶ
الحاسوب,ar,the computer,コンピュータ,/aːlħaːsuːb/,ɶbɶub,bɶ
أزعج,ar,gig,ギグ,/ʔazʕadʒa/,ɶbɶbɶ,bɶ
الوادي,ar,the valley,谷,/aːlwaːdiː/,ɶbɶy,bɶ
kacau,id,chaotic,混沌としました,/katʃau/,ɶbɶu,bɶ
barnabarn,is,granddaughter,孫娘,/patnapatn̥/,ɶbɶɶbm,bɶ
refrakto,eo,refraction,屈折,/refrakto/,øbɶbo,bɶ
Schlafwandler,de,Sleepwalker,寝台,/ˈʃlafvandlɐ̯/,ɶbɶmbɐ,bɶ
asfaltaj,ro,asphalt,アスファルト,/asfaltaʒ/,ɶbɶbɶ,bɶ
假若,zh-cn,if,もしも,/tɕja˨˩˦ ʐuɔ˥˩/,bbɶuɔ,bɶ
외삼촌,ko,uncle,おじさん,/ø̞sʰa̠mt͡ɕʰo̞n/,øbɶmbbom,bɶ
stratosfér,id,Stratosfér,stratosfér,/stratosfer/,bbɶobø,bɶ
