word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme
partio,fi,patrol,パトロール,/ˈpɑrtio/,ɑyo
pikilo,eo,a sting,刺し傷,/pikilo/,yyo
malĝojo,eo,sadness,悲しみ,/mald͡ʒoio/,ɶbboyo
suspiro,es,sigh,はぁ,/suspiɾo/,ubyo
tappio,fi,loss,損失,/ˈtɑppio/,ɑbyo
paraíso,es,paradise,パラダイス,/paɾaˈiso/,ɶɶyo
monitor,id,monitor,モニター,/monitor/,oyo
chorizos,fr,chorizos,チョリソ,/ʃɔʁizo/,ɔyo
taltio,fi,capture,捕獲,/ˈtɑltio/,ɑbyo
domino,/domino/,domino,ドミノ,oyo,ro
へしこ,ja,Heshiko,へしこ,/heɕiko/,øyo
吃絮了,zh-cn,Eat,食べる,/ʈʂʰɚ˥˥ ɕy˥˩ lɤ˧/,əyo
orignaux,fr,moose,ムース,/ɔʁiɲo/,ɔyo
albino,/albino/,albino,アルビノ,ɶbyo,id
bildigo,eo,rendering,レンダリング,/bildigo/,ybyo
