request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
宣布,zh-cn,verb,/ɕɥœn˥˥ pu˥˩/,ϕœmpu,Announce,champú,es,noun,/tʃaˈmpu/,pɶmpu,shampoo
messy,en,adjective,/ˈmɛsi/,mœϕy,messy,学习,zh-cn,verb,/ɕɥœ˧˥ ɕi˧˥/,ϕœϕy,Learn
kacau,id,adjective,/katʃau/,pɶpɶu,Chaotic,까타르,ko,noun,/k͈a̠tʰa̠ɾɯ/,pɶpɶu,Catar
呕吐,zh-cn,verb,/oʊ˨˩˦ tʰu˥˩/,oʊpu,Vomiting,goto,en,noun,/ˈɡoʊˌtu/,oʊpu,goto
구토,ko,verb,/kutʰo̞/,pupo,throw up,aŭko,eo,noun,/auko/,ɶupo,auction
죽이다,ko,verb,/t͡ɕuɡida̠/,pϕuybɶ,To kill,colibaș,ro,verb,/kolibaʃ/,polybɶ,Colibaş
slain,en,verb,/ˈsɫeɪn/,ϕøʏm,slain,Göring,de,noun,/ˈgøːɾɪŋ/,bøʏm,Gaining
terbunuh,id,verb,/tərbunuh/,pərbumur,killed,consumuri,ro,noun,/konsumurʲ/,pomϕumur,consumption
부정하다,ko,verb,/pud͡ʑʌ̹ŋɦa̠da̠/,pubβɔmɶbɶ,Negate,bertenaga,id,adjective,/bərtənaga/,bərpəmɶbɶ,Powerful
piepen,de,verb,/ˈpiːpən/,pypəm,beep,antem,id,noun,/antəm/,ɶmpəm,antem
焼く,ja,verb,/jakɯ/,ɶpu,Bake,acuși,ro,verb,/akuʃʲ/,ɶpu,acus
menganugerahi,id,adjective,/məŋanugərahi/,məmɶmubərɶry,Award,kontraŭstari,eo,verb,/kontraustari/,pomprɶuϕpɶry,resist
광선,ko,verb,/kwa̠ŋsʰʌ̹n/,prɶmϕɔm,beam,coliform,en,noun,/ˈkoʊɫəˌfɔɹm/,poʊəϕɔm,coliform
timbul,id,verb,/timbul/,pymbul,Embossed,gandul,es,noun,/gandul/,bɶmbul,slacker
生み出す,ja,verb,/ɯmidasɯ/,umybɶϕu,produce,가슬가슬,ko,noun,/ka̠sʰɯɭɡa̠sʰɯɭ/,pɶϕuɶϕu,Cassus
생기다,ko,verb,/sʰɛ̝ŋɡida̠/,ϕœmybɶ,to happen,acida,eo,adjective,/at͡sida/,ɶpϕybɶ,sour
出现,zh-cn,verb,/ʈʂʰu˥˥ ɕjɛn˥˩/,uϕœm,appear,Schäfern,de,noun,/ˈʃɛːfɛɾn/,œϕœm,Shore
刺激,zh-cn,verb,/tsʰɯ˥˩ tɕi˥˥/,pϕupϕy,stimulate,argăți,ro,noun,/arɡətsi/,ɶrəpϕy,serve
