request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
esti,eo,verb,/esti/,øby,to be,chefliu,ro,noun,/kʲ̩efliw/,øby,bacchanal
있다,ko,verb,/it̚t͈a̠/,ybɶ,have,bizarr,de,verb,/ˈbiːtsaɾɾ/,ybɶ,bizarre
mempercepat,id,adjective,/məmpərtʃəpat/,əməəɶb,Speed up,destrăbălat,ro,verb,/destrəbəlat/,øbəəɶb,dissolute
加快,zh-cn,verb,/tɕja˥˥ kʰuaɪ˥˩/,bɶuɶʏ,accelerate,reoccupy,en,noun,/ɹiˈɔkˌjupaɪ/,yɔuɶʏ,reoccupy
expedite,en,adjective,/ˈɛkspɪˌdaɪt/,œbbʏɶʏb,expedite,Abscheulichkeit,de,noun,/ʔapˈʃɔɪ̯lɪçkaɪ̯t/,ɶɔʏʏɶʏb,Abomination
letzte,de,adjective,/ˈlɛtstə/,œbbə,latest,bergsma,en,noun,/ˈbɛɹɡzmə/,œbbə,bergsma
마지막,ko,adjective,/ma̠d͡ʑima̠k̚/,ɶbyɶb,Last,absidal,ro,noun,/apsidal/,ɶbyɶb,Absidal
lasta,eo,adjective,/lasta/,ɶbɶ,Last,下嫁,zh-cn,noun,/ɕja˥˩ tɕja˥˩/,ɶbɶ,Marry
bauen,de,verb,/ˈbaoən/,ɶoəm,to build,abordăm,ro,noun,/abordəm/,ɶoəm,address
구조물,ko,verb,/kud͡ʑo̞muɭ/,ubou,structure,グッ・ジョブ,ja,noun,/gɯッ dʑobɯ/,ubou,Ghost
割り込み,ja,verb,/ɰᵝaɾikomi/,ɶyoy,interrupt,gorigori,es,verb,/goɾiɣoɾi/,oyoy,Gorigori
shaky,en,adjective,/ˈʃeɪki/,øʏy,shaky,会议,zh-cn,noun,/xweɪ˥˩ i˥˩/,øʏy,meeting
恥ずかしい,ja,adjective,/hazɯkaɕii/,ɶuɶyy,Embarrassing,diperbaiki,id,adjective,/dipərbaiki/,yəɶyy,Repaired
unarmed,en,adjective,/əˈnɑɹmd/,əɑmb,unarmed,benahmt,de,verb,/bəˈnɑmt/,əɑmb,soothed
decay,en,verb,/dɪˈkeɪ/,ʏøʏ,decay,丁未,zh-cn,noun,/tɪŋ˥˥ weɪ˥˩/,ʏøʏ,Ding
부식,ko,verb,/puɕʰik̚/,uyb,corrosion,beauties,en,noun,/ˈbjutiz/,uyb,beauties
kerusakan,id,verb,/kərusakan/,əuɶɶm,damage,abrumaban,es,verb,/aβɾumaβan/,ɶuɶɶm,overwhelmed
小さい,ja,adjective,/tɕiisai/,byyɶy,small,가무이야기,ko,noun,/ka̠muija̠ɡi/,ɶuyɶy,Damage story
malgranda,eo,adjective,/malgranda/,ɶbɶmɶ,small,낙산사,ko,noun,/na̠ks͈a̠nsʰa̠/,ɶbɶmɶ,Naksuma
작은,ko,adjective,/t͡ɕa̠ɡɯn/,bɶum,small,claun,ro,verb,/klaun/,bɶum,clown
kecil,id,adjective,/kətʃil/,əyb,small,băcit,ro,adjective,/bətʃit/,əyb,hungry
