request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
receptive,en,adjective,/ɹiˈsɛptɪv/,yœbʏb,receptive,Schmiedestück,de,noun,/ˈʃmiːdɛstʏk/,yœbʏb,Forging
datang,id,verb,/dataŋ/,ɶɶm,come,Adam,eo,noun,/adam/,ɶɶm,Adam
smiling,en,verb,/ˈsmaɪɫɪŋ/,bɶʏʏm,smiling,不开心,zh-cn,verb,/pu˥˩ kʰaɪ˥˥ ɕɪn˥˥/,uɶʏʏm,unhappy
tersenyum,id,verb,/tərsəɲum/,əəum,smile,bărzăun,ro,adjective,/bərzəun/,əəum,humble-bee
wasteful,en,adjective,/ˈweɪstfəɫ/,øʏbbə,wasteful,mehligste,de,adjective,/ˈmelɪgstə/,øʏbbə,flour
浪费,zh-cn,verb,/lɑŋ˥˩ feɪ˥˩/,ɑmøʏ,waste,andre,en,noun,/ˈɑnˌdɹeɪ/,ɑmøʏ,andre
無駄になる,ja,adjective,/mɯdaninaɾɯ/,uɶyɶu,Become wasted,가마니바늘,ko,noun,/ka̠ma̠niba̠nɯɭ/,ɶɶyɶu,Gamani
낭비,ko,adjective,/na̠ŋbi/,ɶmy,waste,anjir,id,noun,/andʒir/,ɶmy,Anjir.
zealous,en,adjective,/ˈzɛɫəs/,œəb,zealous,ächtet,de,verb,/ˈʔɛçtət/,œəb,pounded
fervora,eo,adjective,/fervora/,øoɶ,eager,begonia,es,noun,/beɣonja/,øoɶ,begonia
tekun,id,adjective,/təkun/,əum,Diligently,căpșun,ro,noun,/kəpʃun/,əum,strawberry
crowded,en,adjective,/ˈkɹaʊdəd/,ɶʊəb,crowded,abrutschtet,de,verb,/ˈʔapˌɾʊʧtət/,ɶʊəb,slip
ramai,id,adjective,/ramai/,ɶɶy,crowded,abatí,es,verb,/aβaˈti/,ɶɶy,abatí.
menghitung,id,verb,/məŋhituŋ/,əyum,calculate,honeymoon,en,noun,/ˈhəniˌmun/,əyum,honeymoon
count,en,verb,/ˈkaʊnt/,ɶʊmb,count,Baums,de,noun,/baʊ̯ms/,ɶʊmb,Tree
초대,ko,verb,/t͡ɕʰo̞dɛ̝/,boœ,invite,策略,zh-cn,noun,/tsʰɤ˥˩ lɥœ˥˩/,boœ,Strategy
인상,ko,verb,/insʰa̠ŋ/,ymɶm,impression,infam,ro,noun,/infam/,ymɶm,infamous
merebut,id,verb,/mərəbut/,əəub,Breaking,băbăluc,ro,noun,/bəbəluk/,əəub,blaze
제안하다,ko,verb,/t͡ɕe̞a̠nɦa̠da̠/,bøɶɶɶ,Propose,aplanata,eo,noun,/aplanata/,ɶbɶɶɶ,Aplanata
proponi,eo,verb,/proponi/,ooy,offer,brokoli,id,noun,/brokoli/,ooy,broccoli
mengusulkan,id,verb,/məŋusulkan/,əuubɶm,propose,atumultuan,es,adjective,/atumultwan/,ɶuubɶm,Atumultuan
indah,id,adjective,/indah/,ymɶ,beautiful,云霞,zh-cn,noun,/yn˧˥ ɕja˧˥/,ymɶ,Yunxia
fallacious,en,adjective,/fəˈɫeɪʃəs/,əøʏəb,fallacious,adeliges,de,adjective,/ˈʔɑːdelɪgəs/,ɑøʏəb,noble
keliru,id,adjective,/kəliru/,əyu,Slicate,侄媳妇,zh-cn,noun,/ʈʂɚ˧˥ ɕi˧˥ fu˧/,əyu,Daughter-in-law
