request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
honorable,en,adjective,/ˈɑnɝəbəɫ/,ɑəəə,honorable,书本知识,zh-cn,noun,/ʂu˥˥ pən˨˩˦ ʈʂɚ˥˥ ʂɚ˧/,uəəə,book knowledge
terhormat,id,adjective,/tərhormat/,əoɶb,Dear,Gehorsam,de,noun,/gəˈhoːɾzaːl/,əoɶb,obedience
보증,ko,verb,/po̞d͡ʑɯŋ/,obum,guarantee,chập chững,vi,noun,/cɤ̆p˨ˀ˩ʔ cɯŋ˧˩˨/,obum,toddlers
terbuka,id,verb,/tərbuka/,əuɶ,open,吃不下,zh-cn,verb,/ʈʂʰɚ˥˥ pu˧ ɕja˥˩/,əuɶ,Can't eat
evidenta,eo,verb,/evidenta/,øyømɶ,obvious,alimenta,es,verb,/alimenta/,ɶyømɶ,feed
溢れる,ja,verb,/aɸɯɾeɾɯ/,ɶuøu,Overflow,acumetru,ro,noun,/akumetru/,ɶuøu,now
vague,en,adjective,/ˈveɪɡ/,øʏb,vague,Ethik,de,noun,/ˈeːtɪk/,øʏb,ethics
malseka,eo,adjective,/malseka/,ɶbøɶ,wet,alkéna,id,noun,/alkena/,ɶbøɶ,Alkene.
guttural,en,adjective,/ˈɡətɝəɫ/,əəə,guttural,begebe,de,verb,/bəgəbə/,əəə,prime
tekak,id,adjective,/təkaʔ/,əɶb,pharynx,benoîte,fr,adjective,/bənwat/,əɶb,benoite
후두음,ko,adjective,/ɸʷuduɯm/,uuum,guttural,ブルー・ムーン,ja,noun,/bɯɾɯː mɯːɴ/,uuum,blue Moon
menyederhanakan,id,verb,/məɲədərhanakan/,əəəɶɶɶm,simplify,魚雷発射管,ja,noun,/gjoɾaihaɕːakaɴ/,oɶyɶɶɶm,Torpedo launch tube
simplify,en,verb,/ˈsɪmpɫəˌfaɪ/,ʏməɶʏ,simplify,Österreich,de,noun,/ˈøːstəʁaɪç/,øbəɶʏ,Austria
pledi,eo,verb,/pledi/,bøy,plead,blêmi,fr,verb,/blemi/,bøy,blown
mengaku,id,verb,/məŋaku/,əɶu,Confessing,băcanu,ro,noun,/bəkanu/,əɶu,Bags
대답하다,ko,verb,/tɛ̝da̠pʰa̠da̠/,œɶɶɶ,Answer,Bakkavarar,is,noun,/pahkavaːrar/,ɶɶɶɶ,Bakkavörar
哀れむ,ja,verb,/aɰᵝaɾemɯ/,ɶɶøu,pity,assoyez-vous,fr,verb,/aswajevu/,ɶɶøu,sit down
届ける,ja,verb,/todokeɾɯ/,ooøu,deliver,보호세율,ko,noun,/po̞βo̞sʰe̞juɭ/,ooøu,Protection rate
递送,zh-cn,verb,/ti˥˩ sʊŋ˥˩/,yʊm,deliver,Biegung,de,noun,/ˈbiːgʊŋ/,yʊm,Bend
liveri,eo,verb,/liveri/,yøy,to deliver,digrési,id,noun,/digresi/,yøy,Digrési.
deliver,en,verb,/dɪˈɫɪvɝ/,ʏʏə,deliver,brüchige,de,adjective,/ˈbrʏçɪgə/,ʏʏə,brittle
prihatin,id,adjective,/prihatin/,yɶym,concerned,citadine,fr,noun,/sitadin/,yɶym,city
걱정,ko,adjective,/kʌ̹k̚t͡ɕ͈ʌ̹ŋ/,ɔbbɔm,worry,góc lõm,vi,noun,/ɣɔk͡p˦˥ lɔm˧˩˨/,ɔbbɔm,concave angle
juvenile,en,adjective,/ˈdʒuvəˌnaɪɫ/,uəɶʏ,juvenile,文摘,zh-cn,noun,/uən˧˥ ʈʂaɪ˥˥/,uəɶʏ,Abstract
소년,ko,adjective,/sʰo̞ɲjʌ̹n/,oɔm,boy,rå om,sv,noun,/roːr'ɔmː/,oɔm,raw om
remaja,id,adjective,/rəmadʒa/,əɶɶ,Teenagers,de passage,fr,verb,/dəpasaʒ/,əɶɶ,passing
menyederhanakan,id,verb,/məɲədərhanakan/,əəəɶɶɶm,simplify,kẻ cả; kẻ cả đàn anh,vi,noun,/kɛ˧˩˨ ka˧˩˨ kɛ˧˩˨ ka˧˩˨ daŋ˦˨ an˧˥/,œɶœɶɶɶm,guys;the whole man
simplify,en,verb,/ˈsɪmpɫəˌfaɪ/,ʏməɶʏ,simplify,Österreich,de,noun,/ˈøːstəʁaɪç/,øbəɶʏ,Austria
freneza,eo,adjective,/freneza/,øøɶ,crazy,세네갈,ko,noun,/sʰe̞ne̞ɡa̠ɭ/,øøɶ,Senegal
crazy,en,adjective,/ˈkɹeɪzi/,øʏy,crazy,会议,zh-cn,noun,/xweɪ˥˩ i˥˩/,øʏy,meeting
momentous,en,adjective,/moʊˈmɛntəs/,oʊœməb,momentous,abhungerndes,de,noun,/ˈʔapˌhʊŋɛɾndəs/,ɶʊœməb,dependent
重大,ja,adjective,/dʑɯɯdai/,buuɶy,Serious,ĉirkaŭbari,eo,verb,/t͡ʃirkaubari/,yɶuɶy,surround
tegang,id,adjective,/təgaŋ/,əɶm,tense,Behang,de,noun,/bəˈhaŋ/,əɶm,Retirement
tense,en,adjective,/ˈtɛns/,œmb,tense,ăn chẹn,vi,noun,/ăŋ˧˥ cɛŋ˨ˀ˩ʔ/,œmb,apple
시제,ko,adjective,/ɕʰid͡ʑe̞/,ybø,tense,Gizeh,de,noun,/ˈgiːtse/,ybø,Giza
짜다,ko,adjective,/t͡ɕ͈a̠da̠/,bɶɶ,salty,bladdra,sv,noun,/²bl'adːra/,bɶɶ,Bladra
asin,id,adjective,/asin/,ɶym,salty,１００均,ja,noun,/çjakːiɴ/,ɶym,100 average
貪欲,ja,adjective,/taɴjokɯ/,ɶou,greedy,Hausschuh,de,noun,/ˈhaosʃu/,ɶou,Slicer
serakah,id,adjective,/sərakah/,əɶɶ,greedy,de passage,fr,verb,/dəpasaʒ/,əɶɶ,passing
avida,eo,adjective,/avida/,ɶyɶ,eager,哈密瓜,zh-cn,noun,/xa˥˥ mi˥˩ kwa˥˥/,ɶyɶ,cantaloupe
stink,en,verb,/ˈstɪŋk/,bʏmb,stink,blind,sv,adjective,/blɪnːd/,bʏmb,blind
stinken,de,verb,/ˈʃtɪŋkən/,ʏməm,stink,bingman,en,noun,/ˈbɪŋmən/,ʏməm,bingman
악취,ko,verb,/a̠k̚t͡ɕʰɥi/,ɶbby,stink,Falltür,de,noun,/ˈfalltyɾ/,ɶbby,Drop-door
排除,zh-cn,verb,/pʰaɪ˧˥ ʈʂʰu˧˥/,ɶʏu,exclude,baiul,en,adjective,/ˌbaɪˈuɫ/,ɶʏu,baiul
죽이다,ko,verb,/t͡ɕuɡida̠/,buyɶ,To kill,おうし座,ja,noun,/oɯɕiza/,ouyɶ,Taurus
beseitigen,de,verb,/bəˈzaɪ̯tɪɡən/,əɶʏʏəm,remove,activision,en,noun,/ˈæktɪˌvɪʒən/,æbʏʏəm,activision
jijik,id,adjective,/dʒidʒiʔ/,yyb,disgusted,bibic,ro,noun,/bibik/,yyb,darling
통합,ko,verb,/tʰo̞ŋɦa̠p̚/,oɶb,integrated,bolak,id,verb,/bolaʔ/,oɶb,alternating
integrate,en,verb,/ˈɪnəˌɡɹeɪt/,ʏəøʏb,integrate,Gegengewicht,de,noun,/gəgəˈŋeːvɪçt/,əəøʏb,Counterweight
integrieren,de,verb,/ɪntəˈɡʁiːʁən/,ʏməbyəm,integrate,trình dược viên,vi,noun,/ʈin˦˨ jɯək˨ˀ˩ʔ jiəŋ˧˥/,yuəbyəm,pharmaceutical representatives
menipu,id,adjective,/mənipu/,əyu,Deep down,honeydew,en,noun,/ˈhəniˌdu/,əyu,honeydew
欺骗,zh-cn,verb,/tɕʰi˥˥ pʰjɛn˥˩/,byœm,deceive,gluten,fr,verb,/glytɛn/,byœm,gluten
trompi,eo,adjective,/trompi/,omy,deceive,âm khí,vi,noun,/ɤ̆m˧˥ xi˩˧/,omy,gas
欺く,ja,verb,/azamɯkɯ/,ɶɶuu,throw dust in eyes,awabulu,id,noun,/awabulu/,ɶɶuu,Awabulu.
속이다,ko,adjective,/sʰo̞ɡida̠/,oyɶ,chisel,fobia,id,noun,/fobia/,oyɶ,Fobia
täuschen,de,verb,/ˈtɔɪ̯ʃən/,ɔʏəm,To deceive,autism,en,noun,/ˈɔˌtɪzəm/,ɔʏəm,autism
deceive,en,adjective,/dɪˈsiv/,ʏyb,deceive,Birgit,de,noun,/bɪɾˈgiːt/,ʏyb,Birgit
damaĝo,eo,verb,/damad͡ʒo/,ɶɶo,damage,かばと,ja,noun,/kabato/,ɶɶo,Brib
schlagen,de,verb,/ˈʃlaːɡən/,ɶəm,beat,Haydn,fr,noun,/ajdən/,ɶəm,Hadyn
memukul,id,verb,/məmukul/,əuub,hit,năucul,ro,noun,/nəukul/,əuub,dumbfound
malseka,eo,adjective,/malseka/,ɶbøɶ,wet,alternera,sv,adjective,/altäɳ'eːra/,ɶbøɶ,alternate
testy,en,adjective,/ˈtɛsti/,œby,testy,깨질,ko,verb,/k͈ɛ̝d͡ʑiɭ/,œby,Break
血腥,zh-cn,adjective,/ɕɥœ˥˩ ɕɪŋ˥˥/,œʏm,bloody,airing,en,verb,/ˈɛɹɪŋ/,œʏm,airing
血まみれ,ja,adjective,/tɕimamiɾe/,byɶyø,Bloody,acefalie,ro,noun,/atʃefalije/,ɶøɶyø,acetal
berdarah,id,adjective,/bərdarah/,əɶɶ,bloody,bălașa,ro,noun,/bəlaʃa/,əɶɶ,BĂLAŞA
