request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
노화,ko,verb,/no̞βwa̠/,oβɶ,Aging,bosnia,es,verb,/boznja/,oβɶ,Bosnia
aging,en,verb,/ˈeɪdʒɪŋ/,øʏʏm,aging,卫兵,zh-cn,noun,/weɪ˥˩ pɪŋ˥˥/,øʏʏm,guard
ramus,en,verb,/ˈɹeɪməs/,øʏəϕ,ramus,böhmisches,de,adjective,/ˈbømɪʃəs/,øʏəϕ,bohemian
青い,ja,adjective,/aoi/,ɶoy,blue,aboni,eo,noun,/aboni/,ɶoy,Subscribe
blest,en,adjective,/ˈbɫɛst/,œϕp,blest,äst,de,verb,/ˈʔɛst/,œϕp,aest
forto,eo,verb,/forto/,oro,Force,bordo,ro,verb,/bordo/,oro,claret
빠른,ko,adjective,/p͈a̠ɾɯn/,ɶum,fast,afum,ro,noun,/afum/,ɶum,smoked
cepat,id,adjective,/tʃəpat/,əɶp,Fast,băgat,ro,verb,/bəɡat/,əɶp,involved
만가,ko,verb,/ma̠nɡa̠/,ɶmɶ,dirge,ámbar,es,adjective,/ˈambaɾ/,ɶmɶ,amber
높은,ko,adjective,/no̞pʰɯn/,oum,High,coidum,ro,noun,/kojdum/,oum,COIDum
tinggi,id,adjective,/tiŋgi/,ymy,high,chianti,en,noun,/tʃiˈænti/,ymy,chianti
trübe,de,verb,/ˈtʁyːbə/,pyə,cloudy,举止,zh-cn,verb,/tɕy˨˩˦ ʈʂɚ˨˩˦/,pyə,manner
suram,id,adjective,/suram/,uɶm,bleak,Kubaner,de,noun,/kuˈbaːnɐ/,uɶm,Cuban
懒散,zh-cn,verb,/lan˨˩˦ san˨˩˦/,ɶmɶm,Lazy,cancan,ro,noun,/kankan/,ɶmɶm,GOSSIP
bucko,en,adjective,/ˈbəkoʊ/,əoʊ,bucko,分手,zh-cn,verb,/fən˥˥ ʂoʊ˨˩˦/,əoʊ,Break up
tobie,en,verb,/ˈtoʊbi/,oʊy,tobie,仇敌,zh-cn,verb,/ʈʂʰoʊ˧˥ ti˧˥/,oʊy,Enemy
增加,zh-cn,verb,/tsɤŋ˥˥ tɕja˥˥/,pompɶ,increase,prompta,eo,noun,/prompta/,pompɶ,Prompt
erziehen,de,verb,/ʔɛːɐˈtsiːən/,œpyəm,raising,chechnyan,en,adjective,/ˈtʃɛtʃniən/,œpyəm,chechnyan
育てる,ja,verb,/sodateɾɯ/,oɶøu,Grow,모방예술,ko,noun,/mo̞ba̠ŋje̞sʰuɭ/,oɶøu,Imitation art
올리다,ko,verb,/o̞ɭʎida̠/,oyɶ,raise,fobia,id,noun,/fobia/,oyɶ,Fobia
datang,id,verb,/dataŋ/,ɶɶm,come,传染,zh-cn,noun,/ʈʂʰwan˧˥ ʐan˨˩˦/,ɶɶm,infection
kommt,de,verb,/kɔmt/,ɔmp,come,claunch,en,noun,/ˈkɫɔntʃ/,ɔmp,claunch
