request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
关闭,zh-cn,verb,/kwan˥˥ pi˥˩/,ɶmy,shut down,ankri,eo,noun,/ankri/,ɶmy,anchor
menutup,id,verb,/mənutup/,əuub,close,sununu's,en,noun,/səˈnunuz/,əuub,sununu's
kuat,id,adjective,/kuat/,uɶb,strong,Fuhrpark,de,noun,/ˈfuɾpaɾk/,uɶb,Fleet
fortika,eo,adjective,/fortika/,oyɶ,robust,可以吗,zh-cn,verb,/kʰɤ˨˩˦ i˨˩˦ ma˧/,oyɶ,May I
robust,de,verb,/ˈɾoːbʊst/,oʊbb,robust,bloats,en,verb,/ˈbɫoʊts/,oʊbb,bloats
sepenuhnya,id,adjective,/səpənuhɲa/,əəuɶ,fully,adăuga,ro,noun,/adəuɡa/,ɶəuɶ,add
halting,en,verb,/ˈhɔɫtɪŋ/,ɔʏm,halting,播映,zh-cn,verb,/pɔ˥˥ ɪŋ˥˩/,ɔʏm,Broadcast
계속하다,ko,verb,/kje̞sʰo̞kʰa̠da̠/,øoɶɶ,Continue,akromata,eo,adjective,/akromata/,ɶoɶɶ,Akromatic
terus,id,verb,/tərus/,əub,continue,bătut,ro,verb,/bətut/,əub,beaten
继续,zh-cn,verb,/tɕi˥˩ ɕy˥˩/,byy,carry on,clipi,ro,noun,/klipi/,byy,wink
认为,zh-cn,verb,/ʐən˥˩ weɪ˧˥/,əøʏ,think,aday,en,noun,/əˈdeɪ/,əøʏ,aday
annehmen,de,verb,/ˈʔanˌnemən/,ɶmøəm,accept,antéken,id,noun,/antekən/,ɶmøəm,Antéken
seharusnya,id,verb,/səharusɲa/,əɶubɶ,should,オカルチャー,ja,noun,/okaɾɯtɕaː/,oɶubɶ,Occection
평가하다,ko,verb,/pʰjʌ̹ŋɡa̠ɦa̠da̠/,ɔmɶɶɶ,Evaluate,あぐら鼻,ja,noun,/agɯɾabana/,ɶuɶɶɶ,Gull nose
assess,en,verb,/əˈsɛs/,əœb,assess,Bechers,de,noun,/bəˈçɛɾs/,əœb,Beaker
menilai,id,verb,/mənilai/,əyɶy,rate,ＤＩ,ja,noun,/deiːai/,øyɶy,Di
beurteilen,de,verb,/bəʔʊɾˈtəiːlən/,əʊəyəm,judge,ankerium,en,noun,/æŋˈkɝiəm/,æməyəm,ankerium
