request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
biara,id,verb,/biara/,yɶɶ,monastery,귀하다,ko,verb,/kɥiɦa̠da̠/,yɶɶ,Behold
pecan,en,adjective,/ˈpiˌkɑn/,yɑm,pecan,一样,zh-cn,verb,/i˧˥ jɑŋ˥˩/,yɑm,same
青い,ja,adjective,/aoi/,ɶoy,blue,揽生意,zh-cn,noun,/lan˨˩˦ ʂɤŋ˥˥ i˥˩/,ɶoy,Take business
blest,en,adjective,/ˈbɫɛst/,œbb,blest,älterer,de,adjective,/ˈʔɛltɐ̯ɐ̯/,œbb,older
mosey,en,adjective,/ˈmoʊzi/,oʊy,mosey,仇敌,zh-cn,verb,/ʈʂʰoʊ˧˥ ti˧˥/,oʊy,Enemy
kamal,en,adjective,/ˈkeɪməɫ/,øʏə,kamal,位置,zh-cn,noun,/weɪ˥˩ ʈʂɚ˥˩/,øʏə,position
tinggi,id,adjective,/tiŋgi/,ymy,high,允许,zh-cn,verb,/yn˨˩˦ ɕy˨˩˦/,ymy,allow
높은,ko,adjective,/no̞pʰɯn/,oum,High,coidum,ro,noun,/kojdum/,oum,COIDum
징조,ko,verb,/t͡ɕiŋd͡ʑo̞/,bymbo,symptom,brindzo,eo,noun,/brind͡zo/,bymbo,Brindzo
말단,ko,adjective,/ma̠ɭda̠n/,ɶɶm,end,Fasan,de,noun,/faˈzaːn/,ɶɶm,pheasant
garing,id,adjective,/gariŋ/,ɶym,crisp,가린,ko,noun,/ka̠ɾin/,ɶym,Glint
青い,ja,adjective,/aoi/,ɶoy,blue,abolí,es,adjective,/aβoˈli/,ɶoy,abolish
blest,en,adjective,/ˈbɫɛst/,œbb,blest,älterer,de,adjective,/ˈʔɛltɐ̯ɐ̯/,œbb,older
timema,eo,adjective,/timema/,yøɶ,timid,cinema,ro,noun,/tʃinema/,yøɶ,cinema
기념일,ko,verb,/kiɲjʌ̹miɭ/,yɔy,Anniversary,deportee,en,noun,/ˌdipɔɹˈti/,yɔy,deportee
luar,id,adjective,/luar/,uɶb,Outside,bubal,ro,noun,/bubal/,uɶb,Bubali
outer,en,adjective,/ˈaʊtɝ/,ɶʊə,outer,abrutsche,de,verb,/ˈʔapˌɾʊʧə/,ɶʊə,slip
