request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
cabul,id,adjective,/tʃabul/,ɶul,While,azul,es,adjective,/aθul/,ɶul,blue
감옥,ko,verb,/ka̠mo̞k̚/,ɶop,prison,abschob,de,verb,/ˈʔapˌʃoːp/,ɶop,shot
rideto,eo,verb,/rideto/,yøo,smile,bichero,es,noun,/bitʃeɾo/,yøo,boathook
smile,en,verb,/ˈsmaɪɫ/,ϕɶʏ,smile,Fleisch,de,noun,/flaɪ̯ʃ/,ϕɶʏ,flesh
tersenyum,id,verb,/tərsəɲum/,ərəum,smile,bărzăun,ro,adjective,/bərzəun/,ərəum,humble-bee
喜んで,ja,verb,/joɾokoɴde/,oooø,Pleasure,corroboré,es,verb,/koroβoˈɾe/,oooø,corroboralé.
並ぶ,ja,verb,/naɾabɯ/,ɶɶu,line up,가갸글,ko,noun,/ka̠ɡja̠ɡɯɭ/,ɶɶu,Gaga
짓다,ko,verb,/t͡ɕit̚t͈a̠/,pypɶ,build,戚家,zh-cn,noun,/tɕʰi˥˥ tɕja˥˥/,pypɶ,Worry
bangun,id,adjective,/baŋun/,ɶum,Wake up,atún,es,verb,/aˈtun/,ɶum,tuna
静か,ja,adjective,/ɕizɯka/,yuɶ,quiet,figura,eo,noun,/figura/,yuɶ,figure
kotor,id,adjective,/kotor/,oor,dirty,ciocoiu,ro,verb,/tʃ̩okojw/,oor,Cickoiu
malpura,eo,adjective,/malpura/,ɶluɶ,dirty,calcula,ro,noun,/kalkula/,ɶluɶ,calculate
biara,id,verb,/biara/,yɶɶ,monastery,귀하다,ko,verb,/kɥiɦa̠da̠/,yɶɶ,Behold
venta,eo,adjective,/venta/,ømɶ,windy,lénsa,id,noun,/lensa/,ømɶ,lens
刮风,zh-cn,verb,/kwa˥˥ fɤŋ˥˥/,pɶom,Wind,plafon,id,noun,/plafon/,pɶom,ceiling
windy,en,adjective,/ˈwaɪndi/,ɶʏmy,windy,Leichentücher,de,noun,/ˈlaɪ̯çn̩ˌtyːçɐ/,ɶʏmy,Wipes
얇은,ko,verb,/ja̠ɭbɯn/,ɶum,thin,atún,es,verb,/aˈtun/,ɶum,tuna
诽谤,zh-cn,verb,/feɪ˨˩˦ pɑŋ˥˩/,øʏɑm,defamation,aegon,en,noun,/ˈeɪɡɑn/,øʏɑm,aegon
pedagang,id,verb,/pədagaŋ/,əɶɶm,Traders,săracan,ro,noun,/sərakan/,əɶɶm,pauper
감옥,ko,verb,/ka̠mo̞k̚/,ɶop,prison,abschob,de,verb,/ˈʔapˌʃoːp/,ɶop,shot
sithe,en,verb,/ˈsaɪð/,ɶʏβ,sithe,Kaiser,de,noun,/ˈkaɪ̯zɐ/,ɶʏβ,Emperor
시체,ko,verb,/ɕʰit͡ɕʰe̞/,ypø,dead body,chicle,es,noun,/tʃikle/,ypø,bubble gum
sonic,en,adjective,/ˈsɑnɪk/,ɑʏp,sonic,Habicht,de,noun,/ˈhɑːbɪçt/,ɑʏp,hawk
toils,en,verb,/ˈtɔɪɫz/,ɔʏβ,toils,Häuser,de,noun,/ˈhɔʏ̯zɐ/,ɔʏβ,Houses
수상,ko,verb,/sʰusʰa̠ŋ/,uɶm,Awards,buang,id,verb,/buaŋ/,uɶm,throw away
conic,en,adjective,/ˈkɑnɪk/,ɑʏp,conic,Habicht,de,noun,/ˈhɑːbɪçt/,ɑʏp,hawk
갈색,ko,adjective,/ka̠ɭsʰɛ̝k̚/,ɶœp,Brown,ackert,de,verb,/ˈʔakɛɾt/,ɶœp,akin
brown,en,adjective,/ˈbɹaʊn/,ɶʊm,brown,Ahnung,de,noun,/ˈʔaːnʊŋ/,ɶʊm,idea
