request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
행하다,ko,verb,/hɛ̝ŋɦa̠da̠/,œɶɶ,hold,Bretana,is,noun,/prɛːtana/,œɶɶ,Britains
履行,zh-cn,verb,/ly˨˩˦ ɕɪŋ˧˥/,yʏm,fulfill,beachem,en,noun,/ˈbikɪm/,yʏm,beachem
ausführen,de,verb,/ˈʔaosˌfyɾən/,ɶobyəm,To run,bất hợp hiến,vi,noun,/bɤ̆k˦˥ hɤp˨ˀ˩ʔ hiəŋ˩˧/,oobyəm,unoplave
perform,en,verb,/pɝˈfɔɹm/,əɔm,perform,bedonne,fr,noun,/bədɔn/,əɔm,bed
melakukan,id,verb,/məlakukan/,əɶuɶm,To do,お客さん,ja,noun,/okjakɯsaɴ/,oɶuɶm,customer
이루다,ko,verb,/iɾuda̠/,yuɶ,accomplished,bifurca,es,adjective,/bifuɾka/,yuɶ,bifurca.
achieve,en,verb,/əˈtʃiv/,əyb,achieve,băcit,ro,adjective,/bətʃit/,əyb,hungry
leisten,de,verb,/ˈləɪstən/,əʏbəm,Afford,collignon,en,noun,/kəˈɫɪɡnən/,əʏbəm,collignon
成し遂げる,ja,verb,/naɕitogeɾɯ/,ɶyoøu,achieve,귀족예술,ko,noun,/kɥid͡ʑo̞ɡje̞sʰuɭ/,yboøu,Noble Art
mencapai,id,verb,/məntʃapai/,əmɶɶy,Achieve,contrabatí,es,verb,/kontɾaβaˈti/,omɶɶy,contrabati
histeria,eo,adjective,/histeria/,ybøyɶ,Histeria,abacería,es,verb,/aβaθeˈɾia/,ɶɶøyɶ,grocery
歇斯底里,zh-cn,verb,/ɕjɛ˥˥ sɯ˥˥ ti˨˩˦ li˨˩˦/,œuyy,hysteria,manumití,es,noun,/manumiˈti/,ɶuyy,manumiti
hysterical,en,adjective,/hɪˈstɛɹɪkəɫ/,ʏbœʏə,hysterical,abfertige,de,adjective,/ˈʔapˌfɛɾtɪgə/,ɶbœʏə,make
ヒステリック,ja,adjective,/çisɯteɾikːɯ/,yuøyu,Hysteric,룸메이트,ko,verb,/ɾumme̞itʰɯ/,umøyu,roommate
히스테리,ko,adjective,/çisʰɯtʰe̞ɾi/,yuøy,Hysteria,bucurești,ro,noun,/bukureʃtʲ/,uuøy,Bucharest
