request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
fascinated,en,adjective,/ˈfæsəˌneɪtəd/,æəøʏəb,fascinated,abscheuliches,de,adjective,/ˈʔapˌʃɔølɪçəs/,ɶɔøʏəb,vile
tertarik,id,adjective,/tərtariʔ/,əɶyb,interested,năzatic,ro,adjective,/nəzatik/,əɶyb,Natistically
매혹하다,ko,adjective,/mɛ̝βo̞kʰa̠da̠/,œoɶɶ,Fascinate,diaporama,fr,noun,/djapoʁama/,ɶoɶɶ,slide show
informi,eo,verb,/informi/,ymoy,to inform,식목일,ko,noun,/ɕʰiŋmo̞ɡiɭ/,ymoy,Garden day
memberitahu,id,verb,/məmbəritahu/,əməyɶu,telling you,الكاريكاتور,ar,noun,/aːlkaːriːkaːtuːr/,ɶbɶyɶu,Caricature
inform,en,verb,/ˌɪnˈfɔɹm/,ʏmɔm,inform,ingång,sv,noun,/²'ɪnːgɔŋː/,ʏmɔm,entrance
informieren,de,verb,/ɪnfoʁˈmiːʁən/,ʏmobyəm,to inform,đào núi lấp biển,vi,noun,/daw˦˨ nuj˩˧ lɤ̆p˦˥ biəŋ˧˩˨/,ɶuobyəm,Peach mountains
siaran,id,verb,/siaran/,yɶɶm,broadcast,ひな壇,ja,noun,/çinadaɴ/,yɶɶm,Hinn
播送,zh-cn,verb,/pɔ˥˥ sʊŋ˥˩/,ɔʊm,broadcast,Formung,de,noun,/ˈfɔɾmʊŋ/,ɔʊm,Shaping
방송,ko,verb,/pa̠ŋsʰo̞ŋ/,ɶmom,broadcast,amvon,ro,noun,/amvon/,ɶmom,pulpit
튀김,ko,verb,/tʰɥiɡim/,yym,fried food,Irin,de,noun,/ˈʔiːɾin/,yym,Irin
braten,de,verb,/ˈbʀaːtn̩/,ɶbm,roast meat,بالم,ar,noun,/baːlm/,ɶbm,Palm
fekunda,eo,adjective,/fekunda/,øumɶ,fertile,denuncia,es,noun,/denunθja/,øumɶ,complaint
menarik,id,adjective,/mənariʔ/,əɶyb,Interesting,rebaptise,fr,verb,/ʁəbatiz/,əɶyb,renamed
venomous,en,adjective,/ˈvɛnəməs/,œəəb,venomous,ächtetet,de,verb,/ˈʔɛçtətət/,œəəb,grievous
venena,eo,adjective,/venena/,øøɶ,toxic,bejenar,ro,adjective,/beʒenar/,øøɶ,BEJENARI
berbisa,id,adjective,/bərbisa/,əyɶ,venomous,chemina,fr,noun,/ʃəmina/,əyɶ,path
reproduzieren,de,verb,/ɾɛpɾoduˈtsiːɾen/,œoubyøm,reproduce,イソブチレン,ja,noun,/isobɯtɕiɾeɴ/,youbyøm,Isobutylene
reproduce,en,verb,/ˌɹipɹəˈdus/,yəub,reproduce,biểu thức,vi,noun,/biəw˧˩˨ tʰɯk˦˥/,yəub,expression
receptive,en,adjective,/ɹiˈsɛptɪv/,yœbʏb,receptive,Schmiedestück,de,noun,/ˈʃmiːdɛstʏk/,yœbʏb,Forging
jahat,id,adjective,/dʒahat/,ɶɶb,evil,attack,sv,noun,/at'akː/,ɶɶb,attack
