request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
보라색,ko,adjective,/po̞ɾa̠sʰɛ̝k̚/,oɶœb,purple,chauffe-assiettes,fr,noun,/ʃofasjɛt/,oɶœb,plate heaters
colossal,en,adjective,/kəˈɫɑsəɫ/,əɑə,colossal,Beate,de,noun,/bəˈʔɑːtə/,əɑə,Battle
acquire,en,verb,/əˈkwaɪɝ/,əɶʏə,acquire,再世,zh-cn,verb,/tsaɪ˥˩ ʂɚ˥˩/,bɶʏə,Another
获得,zh-cn,verb,/xuɔ˥˩ tɤ˧˥/,uɔo,obtain,으셔요,ko,verb,/ɯɕʰjʌ̹jo/,uɔo,I do.
얻다,ko,verb,/ʌ̹t̚t͈a̠/,ɔbɶ,get,borda,fr,adjective,/bɔʁda/,ɔbɶ,borda
berkala,id,adjective,/bərkala/,əɶɶ,periodically,de passage,fr,verb,/dəpasaʒ/,əɶɶ,passing
disepakati,id,adjective,/disəpakati/,yəɶɶy,agreed uponi.,endranær,is,noun,/ɛntranaiːr/,œmɶɶy,incorporation
agreeable,en,adjective,/əˈɡɹiəbəɫ/,əyəə,agreeable,chivără,ro,verb,/kʲ̩ivərə/,yyəə,shako
見つける,ja,verb,/mitsɯkeɾɯ/,ybuøu,locate,aamupesu,fi,noun,/ˈɑɑmuˌpesu/,ɑɑuøu,morning wash
menemukan,id,verb,/mənəmukan/,əəuɶm,find,tiểu tư sản,vi,noun,/tiəw˧˩˨ tɯ˧˥ ʂaŋ˧˩˨/,yəuɶm,cottage
locate,en,verb,/ˈɫoʊˌkeɪt/,oʊøʏb,locate,فويل,ar,verb,/faʊeɪl/,ɶʊøʏb,Voy
고르다,ko,adjective,/ko̞ɾɯda̠/,ouɶ,Choose,bjóða,is,verb,/pjouːða/,ouɶ,invite
select,en,adjective,/səˈɫɛkt/,əœbb,select,begräbt,de,verb,/bəˈgɾɛpt/,əœbb,buried
选择,zh-cn,verb,/ɕɥœn˨˩˦ tsɤ˧˥/,œmbo,select,chẹn cổ,vi,noun,/cɛŋ˨ˀ˩ʔ ko˧˩˨/,œmbo,collar
