request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
senhoma,eo,verb,/senhoma/,øoɶ,deserted,Verona,de,noun,/veˈʁoːna/,øoɶ,Verona
사망자,ko,verb,/sʰa̠ma̠ŋd͡ʑa̠/,ɶɶmbɶ,dead,asamblaj,ro,verb,/asamblaʒ/,ɶɶmbɶ,assemblage
plumbo,eo,verb,/plumbo/,bumo,lead,중고,ko,verb,/t͡ɕuŋɡo̞/,bumo,used
führen,de,verb,/ˈfyːʁən/,yəm,to lead,binen,id,noun,/binən/,yəm,Binen
带领,zh-cn,verb,/taɪ˥˩ lɪŋ˨˩˦/,ɶʏʏm,lead,Heidin,de,noun,/ˈhaɪdɪn/,ɶʏʏm,Heidin
stink,en,verb,/ˈstɪŋk/,bʏmb,stink,klingt,de,verb,/ˈklɪŋt/,bʏmb,sound
악취,ko,verb,/a̠k̚t͡ɕʰɥi/,ɶbby,stink,alții,ro,noun,/altsij/,ɶbby,others
stinken,de,verb,/ˈʃtɪŋkən/,ʏməm,stink,兴奋,zh-cn,verb,/ɕɪŋ˥˥ fən˥˩/,ʏməm,Excite
권하다,ko,verb,/kwʌ̹nɦa̠da̠/,ɔɶɶ,recommend,bỏ ngoài tai,vi,verb,/bɔ˧˩˨ ŋwaj˦˨ taj˧˥/,ɔɶɶ,ignored
beraten,de,verb,/bəˈɾɑːtən/,əɑəm,to advise,adoption,en,noun,/əˈdɑpʃən/,əɑəm,adoption
建议,zh-cn,verb,/tɕjɛn˥˩ i˥˩/,bœy,Suggest,scary,en,adjective,/ˈskɛɹi/,bœy,scary
menasihati,id,verb,/mənasihati/,əɶyɶy,advising,أنغليكاني,ar,noun,/ʔanɣliːkaːnijj/,ɶmyɶy,Anglicani
dipahami,id,verb,/dipahami/,yɶɶy,Understood,basarabi,ro,noun,/basarabʲ/,ɶɶɶy,Basarabi
理解,zh-cn,verb,/li˨˩˦ tɕjɛ˨˩˦/,ybœ,understanding,díp xe,vi,noun,/jip˦˥ sɛ˧˥/,ybœ,Dip the car
tragen,de,verb,/ˈtʁaːɡən/,bɶəm,wear,țeapăn,ro,adjective,/tsĕapən/,bɶəm,stiff
memakai,id,verb,/məmakai/,əɶɶy,Wear,Garðabæ,is,noun,/karðapaiː/,ɶɶɶy,Garðabær
含む,ja,verb,/kɯkɯmɯ/,uuu,Contain,不舒服,zh-cn,verb,/pu˥˩ ʂu˥˥ fu˧/,uuu,Uncomfortable
berisi,id,verb,/bərisi/,əyy,contain,celui-ci,fr,noun,/səlɥisi/,əyy,this one
있다,ko,verb,/it̚t͈a̠/,ybɶ,have,brýnna,is,adjective,/pritna/,ybɶ,urgent
gestört,de,verb,/gəˈʃtœɾt/,əœb,disturbed,bedelle,fr,noun,/bədɛl/,əœb,bedelle
乱れる,ja,verb,/midaɾeɾɯ/,yɶøu,Be disturbed,구상예술,ko,noun,/kusʰa̠ŋje̞sʰuɭ/,uɶøu,Flag Art
