request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
berjalan,id,verb,/bərdʒalan/,ərɶɶm,walk,一哄而散,zh-cn,verb,/i˧˥ xʊŋ˥˩ aɻ˧˥ san˥˩/,yʊɶɶm,Scattered
산책,ko,verb,/sʰa̠nt͡ɕʰɛ̝k̚/,ɶmpœp,walk,Abdecker,de,noun,/ˈʔapˌdɛkɐ̯/,ɶpœp,skinner
walks,en,verb,/ˈwɔks/,ɔpϕ,walks,Bocks,de,noun,/ˈbɔks/,ɔpϕ,Bat
regal,en,adjective,/ˈɹiɡəɫ/,yə,regal,Biere,de,noun,/ˈbiːʀə/,yə,beers
megah,id,adjective,/məgah/,əɶr,Majesty,dădeau,ro,verb,/dədĕaw/,əɶr,gave
biked,en,verb,/ˈbaɪkt/,ɶʏpp,biked,blickt,de,verb,/ˈblɪkt/,bʏpp,look
전선,ko,adjective,/t͡ɕʌ̹nsʰʌ̹n/,pɔmɔm,wire,guangdong,en,noun,/ˈɡwæŋˈdɔŋ/,brmɔm,guangdong
高,zh-cn,verb,/kɑʊ˥˥/,ɑʊ,high,artur,en,noun,/ˈɑɹtʊɹ/,ɑʊ,artur
tinggi,id,adjective,/tiŋgi/,ymy,high,greenbury,en,noun,/ˈɡɹinbɝi/,ymy,greenbury
높은,ko,adjective,/no̞pʰɯn/,oum,High,forum,id,noun,/forum/,oum,forum
외모,ko,verb,/ø̞mo̞/,øo,look,Nero,de,noun,/ˈneːɾo/,øo,Nero
looks,en,verb,/ˈɫʊks/,ʊpϕ,looks,Rucks,de,noun,/ˈɾʊks/,ʊpϕ,Jolt
짐승,ko,verb,/t͡ɕimsʰɯŋ/,pymum,beast,cvantum,ro,noun,/kvantum/,pɶmum,Coptum
dasar,id,adjective,/dasar/,ɶɶr,basic,babau,ro,adjective,/babaw/,ɶɶr,Babau
기본,ko,adjective,/kibo̞n/,yom,basic,主治医生,zh-cn,noun,/ʈʂu˨˩˦ ʈʂɚ˥˩ i˥˥ ʂɤŋ˥˥/,uəyom,Doctor
폭,ko,verb,/pʰo̞k̚/,op,width,boc,ro,noun,/bok/,op,bang
적외선,ko,adjective,/t͡ɕʌ̹ɡø̞sʰʌ̹n/,pɔøɔm,infrared ray,Agrarreform,de,noun,/ˈʔagɾaɾɾefɔɾm/,ɶɶøɔm,Agrarian reform
infra,en,adjective,/ˈɪnfɹə/,ʏmə,infra,jüngere,de,adjective,/ˈjʏŋɐ̯ə/,ʏmə,yunger
firasat,id,verb,/firasat/,yɶɶp,hunch,aclamat,ro,verb,/aklamat/,ɶpɶɶp,acclaim
hunch,en,verb,/ˈhəntʃ/,əmp,hunch,bănci,ro,noun,/bəntʃʲ/,əmp,bed
clock,en,verb,/ˈkɫɑk/,ɑp,clock,bat,de,verb,/ˈbɑːt/,ɑp,bat
horloĝo,eo,verb,/horlod͡ʒo/,oroo,Clock,berfoto,id,noun,/bərfoto/,əroo,take a picture
시계,ko,verb,/ɕʰiɡje̞/,yø,clock,chipeș,ro,verb,/kʲ̩ipeʃ/,yø,handsome
jam,id,verb,/dʒam/,ɶm,hour,串,zh-cn,verb,/ʈʂʰwan˥˩/,ɶm,string
시속,ko,adjective,/ɕʰisʰo̞k̚/,yop,Permission,Pilot,de,noun,/ˈpiːlot/,yop,pilot
나타나다,ko,verb,/na̠tʰa̠na̠da̠/,ɶɶɶɶ,appear,amenajarea,ro,noun,/amenaʒarĕa/,ɶøɶɶɶ,fittings
hakilo,eo,verb,/hakilo/,ɶyo,Hack,adagio,id,noun,/adagio/,ɶɶyo,Adagio.
menghantui,id,verb,/məŋhantui/,əmɶmuy,haunt,땡땡구리,ko,noun,/t͈ɛ̝ŋt͈ɛ̝ŋɡuɾi/,œmœmuy,Ding Creek
haunt,en,verb,/ˈhɔnt/,ɔmp,haunt,Fond,de,noun,/ˈfɔnt/,ɔmp,Fond
