request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
콧물,ko,adjective,/kʰo̞nmuɭ/,pommu,snot,Hemmschuh,de,noun,/ˈhɛmmʃu/,rœmmu,Hem
nazo,eo,adjective,/nazo/,mɶβo,nose,なぞ,ja,noun,/nazo/,mɶβo,Vague
라면,ko,adjective,/ɾa̠mjʌ̹n/,ɶmɔm,Ramen,amon,en,noun,/ɑˈmɔn/,ɒmɔm,amon
유제품,ko,adjective,/jud͡ʑe̞pʰum/,ubβøpum,dairy product,inopportune,en,noun,/ˌɪˌnɑpɝˈtun/,ʏmɒppum,inopportune
membodohkan,id,adjective,/məmbodohkan/,məmboborpɶm,fooling,갈팡질팡,ko,verb,/ka̠ɭpʰa̠ŋd͡ʑiɭpʰa̠ŋ/,pɶpɶmbβypɶm,Gonggi fung
verdrahtet,de,verb,/fɛːɐ̯ˈdɾɑtət/,ϕœɐbɒpəp,wired,aeronautic,en,adjective,/ˌɛɹoʊˈnɑtək/,œoʊmɒpəp,aeronautic
rinks,en,verb,/ˈɹɪŋks/,ʏmpϕ,rinks,Chintz,de,noun,/ˈçɪnts/,ʏmpϕ,chintz
링크,ko,verb,/ɾiŋkxɯ/,ympϕu,link,Abfuhr,de,noun,/ˈʔapˌfuɾ/,bɶpϕu,Removal
흑인,ko,verb,/xɯɡin/,ϕuym,black,suin,ro,noun,/suin/,ϕuym,swine
quips,en,verb,/ˈkwɪps/,prʏpϕ,quips,Berichts,de,noun,/bəˈɾɪçts/,bəʏpϕ,Report
pinggiran,id,verb,/piŋgiran/,pymbyrɶm,Fringe,antiguan,ro,noun,/antiɡuwan/,ɶmpyurɶm,Antiguan
나모,ko,verb,/na̠mo̞/,mɶmo,Namo,bango,id,noun,/baŋo/,bɶmo,Bango.
소원,ko,verb,/sʰo̞wʌ̹n/,ϕorɔm,wish,bighorn,en,adjective,/ˈbɪɡˌhɔɹn/,bʏrɔm,bighorn
rubel,en,verb,/ˈɹubəɫ/,ubə,rubel,gubă,ro,noun,/ɡubə/,ubə,Guba
parasut,id,verb,/parasut/,pɶrɶϕup,parachute,lănțuc,ro,noun,/ləntsuk/,ləmpϕup,lancer
급류,ko,verb,/kɯmɲju/,pummu,torrent,domnu,ro,noun,/domnu/,bommu,Mr.
memberi,id,verb,/məmbəri/,məmbəry,give,acătării,ro,noun,/akətərij/,ɶpəpəry,decent
给,zh-cn,verb,/keɪ˨˩˦/,pøʏ,give,'kay,en,noun,/ˈkeɪ/,pøʏ,'kay
ergibt,de,verb,/ʔɛːɐˈgɪpt/,bœɐbʏpp,giving,conflict,en,noun,/ˈkɑnfɫɪkt/,pɒmϕʏpp,conflict
虔诚,zh-cn,verb,/tɕʰjɛn˧˥ ʈʂʰɤŋ˧˥/,pϕœmom,Sincere,dârmon,ro,verb,/dɨrmon/,bʉrmom,Darmon
malforta,eo,adjective,/malforta/,mɶlϕorpɶ,weak,anumerta,id,adjective,/anumərta/,ɶmumərpɶ,posthumous
비바람,ko,adjective,/piba̠ɾa̠m/,pybɶɶm,rainstorm,cenayang,id,adjective,/tʃənajaŋ/,pəmɶɶm,psychic
높은,ko,adjective,/no̞pʰɯn/,mopum,High,ampun,id,noun,/ampun/,ɶmpum,Forgiveness
tinggi,id,adjective,/tiŋgi/,pymby,high,bindi,eo,noun,/bindi/,bymby,bindi
gebunden,de,verb,/ɡəˈbʊndn̩/,əbʊmbm,bound,springborn,en,adjective,/ˈspɹɪŋɡbɝn/,ϕpʏmbm,springborn
terikat,id,verb,/tərikat/,pərypɶp,bound,가불딱,ko,adjective,/ka̠buɭt͈a̠k̚/,pɶbupɶp,Fire perfect
虔诚,zh-cn,verb,/tɕʰjɛn˧˥ ʈʂʰɤŋ˧˥/,pϕœmom,Sincere,dârmon,ro,verb,/dɨrmon/,bʉrmom,Darmon
malforta,eo,adjective,/malforta/,mɶlϕorpɶ,weak,anumerta,id,adjective,/anumərta/,ɶmumərpɶ,posthumous
based,en,verb,/ˈbeɪst/,bøʏϕp,based,Christ,de,noun,/kʁɪst/,pβʏϕp,Christian
