request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
jealous,en,adjective,/ˈdʒɛɫəs/,œəb,jealous,ächtet,de,verb,/ˈʔɛçtət/,œəb,pounded
cemburu,id,adjective,/tʃəmburu/,əmuu,jealous,忍不住,zh-cn,verb,/ʐən˨˩˦ pu˧ ʈʂu˥˩/,əmuu,Can't help but
ĵaluza,eo,adjective,/ʒaluza/,ɶuɶ,jealous,أبوجا,ar,noun,/ʔabuːdʒaː/,ɶuɶ,Abuja
bosan,id,adjective,/bosan/,oɶm,bored,bochan,es,verb,/botʃan/,oɶm,Bochan
signal,en,verb,/ˈsɪɡnəɫ/,ʏbə,signal,Birke,de,noun,/ˈbɪʁkə/,ʏbə,birch
sinyal,id,verb,/siɲal/,yɶb,signal,آيرباص,ar,noun,/ʔiːrbaːsˤ/,yɶb,Airbus
신호,ko,verb,/ɕʰinβo̞/,ymo,signal,shinto,fr,noun,/ʃinto/,ymo,shinto
menawan,id,adjective,/mənawan/,əɶɶm,Charming,săracan,ro,noun,/sərakan/,əɶɶm,pauper
gorgeous,en,adjective,/ˈɡɔɹdʒəs/,ɔəb,gorgeous,Bockes,de,noun,/ˈbɔkəs/,ɔəb,Bock
belega,eo,adjective,/belega/,øøɶ,gorgeous,léhérnya,id,noun,/leherɲa/,øøɶ,Léhérnya
regieren,de,verb,/ʀeˈɡiːʀən/,øyəm,govern,merităm,ro,verb,/meritəm/,øyəm,we deserve
govern,en,verb,/ˈɡəvɝn/,əəm,govern,dehem,id,noun,/dəhəm/,əəm,Dehem
지배하다,ko,verb,/t͡ɕibɛ̝ɦa̠da̠/,byœɶɶ,rule,innefatta,sv,verb,/²'ɪnːnɛfatːa/,ʏmœɶɶ,contain
memerintah,id,verb,/məmərintah/,əəymɶ,Reign,plăcintar,ro,adjective,/plətʃintar/,bəymɶ,pleasure
glamor,id,adjective,/glamor/,bɶo,Glamor,价格,zh-cn,noun,/tɕja˥˩ kɤ˧˥/,bɶo,price
venena,eo,adjective,/venena/,øøɶ,toxic,세네갈,ko,noun,/sʰe̞ne̞ɡa̠ɭ/,øøɶ,Senegal
noxious,en,adjective,/ˈnɑkʃəs/,ɑəb,noxious,Bades,de,noun,/ˈbɑːdəs/,ɑəb,Bath
berbahaya,id,adjective,/bərbahaja/,əɶɶɶ,dangerous,anagrama,ro,noun,/anaɡrama/,ɶɶɶɶ,anagram
자세,ko,verb,/t͡ɕa̠sʰe̞/,bɶø,posture,strabe,eo,noun,/strabe/,bɶø,Strabe
poised,en,verb,/ˈpɔɪzd/,ɔʏbb,poised,college,sv,noun,/k'ɔlːɪtɕ/,ɔʏbb,college
note,en,verb,/ˈnoʊt/,oʊb,note,Bonus,de,noun,/ˈboːnʊs/,oʊb,bonus
catatan,id,verb,/tʃatatan/,ɶɶɶm,Note,affalâmes,fr,noun,/afalam/,ɶɶɶm,fonds
beberapa,id,adjective,/bəbərapa/,əəɶɶ,some,apărarea,ro,noun,/apərarĕa/,ɶəɶɶ,Protection
조금,ko,adjective,/t͡ɕo̞ɡɯm/,boum,a little,cvorum,ro,noun,/kvorum/,boum,quorum
소나무,ko,adjective,/sʰo̞na̠mu/,oɶu,Pine tree,donatur,id,noun,/donatur/,oɶu,Donor
pine,en,adjective,/ˈpaɪn/,ɶʏm,pine,Cardin,de,noun,/ˈkaɾdɪn/,ɶʏm,Cardin
기저귀,ko,adjective,/kid͡ʑʌ̹ɡɥi/,ybɔy,diaper,bichromie,fr,noun,/bikʁɔmi/,ybɔy,bichromy
popok,id,adjective,/popoʔ/,oob,diaper,horros,fi,noun,/ˈhorros/,oob,lethargy
memilih,id,verb,/məmilih/,əyy,choose,celui-ci,fr,noun,/səlɥisi/,əyy,this one
선택,ko,verb,/sʰʌ̹ntʰɛ̝k̚/,ɔmœb,Selection,bonnetière,fr,noun,/bɔntjɛʁ/,ɔmœb,hall
nebula,eo,adjective,/nebula/,øuɶ,nebula,celular,ro,adjective,/tʃelular/,øuɶ,cell
nebulous,en,adjective,/ˈnɛbjəɫəs/,œəəb,nebulous,ächtetet,de,verb,/ˈʔɛçtətət/,œəəb,grievous
priskribi,eo,verb,/priskribi/,ybyy,Describe,길찍이,ko,adjective,/kiɭt͡ɕ͈iɡi/,ybyy,Gentle
설명하다,ko,verb,/sʰʌ̹ɭmjʌ̹ŋɦa̠da̠/,ɔɔɶɶ,Explicate,chân giò ngãng ra,vi,noun,/cɤ̆ŋ˧˥ jɔ˦˨ ŋaŋ˧˩˨ ʐa˧˥/,oɔɶɶ,jib
describe,en,verb,/dɪsˈkɹaɪb/,ʏbɶʏb,describe,nyktra till,sv,adjective,/nʏktraʈ'ɪlː/,ʏbɶʏb,sober up
menggambarkan,id,verb,/məŋgambarkan/,əmɶmɶɶm,describe,chớp nhoáng đảo nhoàng,vi,adjective,/cɤp˦˥ ɲwaŋ˩˧ daw˧˩˨ ɲwaŋ˦˨/,obɶmɶɶm,lightweight
publicize,en,verb,/ˈpəbɫɪˌsaɪz/,əʏɶʏb,publicize,björgunarskip,is,noun,/pjœrkʏnarscɪːp/,œʏɶʏb,Rescue shipping
mengumumkan,id,verb,/məŋumumkan/,əuumɶm,announce,بخلنجان,ar,noun,/bixulundʒaːn/,yuumɶm,With a mixture
宣传,zh-cn,verb,/ɕɥœn˥˥ ʈʂʰwan˧˥/,œɶm,Propaganda,개간,ko,noun,/kɛ̝ɡa̠n/,œɶm,Dog
홍보하다,ko,verb,/ɸʷo̞ŋbo̞ɦa̠da̠/,omoɶɶ,advertise,abarrotaba,es,verb,/aβarotaβa/,ɶɶoɶɶ,Ballotaba
publizieren,de,verb,/pʊbliˈtsiːɾen/,ʊbybyøm,publish,aforistinen,fi,adjective,/ˈɑfoˌristinen/,ɑoybyøm,aphoristic
perfect,en,adjective,/ˈpɝˌfɪkt/,əʏbb,perfect,bedrückt,de,verb,/bəˈdɾʏkt/,əʏbb,depressed
perfekta,eo,adjective,/perfekta/,øøbɶ,perfect,célébra,fr,adjective,/selebʁa/,øøbɶ,celebran
tasty,en,adjective,/ˈteɪsti/,øʏby,tasty,为期,zh-cn,verb,/weɪ˧˥ tɕʰi˥˥/,øʏby,Period
lezat,id,adjective,/ləzat/,əɶb,delicious,bedarf,de,verb,/bədaˈɾf/,əɶb,requirement
bongusta,eo,adjective,/bongusta/,omubɶ,delicious,consulta,ro,noun,/konsulta/,omubɶ,consult
찰싹,ko,verb,/t͡ɕʰa̠ɭs͈a̠k̚/,bɶɶb,slap,clamad,es,verb,/klamað/,bɶɶb,CLAMAD.
schlagen,de,verb,/ˈʃlaːɡən/,ɶəm,beat,Haydn,fr,noun,/ajdən/,ɶəm,Hadyn
