request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
terserap,id,verb,/tərsərap/,əəɶb,absorbed,căpătat,ro,verb,/kəpətat/,əəɶb,received
吸收,zh-cn,verb,/ɕi˥˥ ʂoʊ˥˥/,yoʊ,absorb,beco,en,noun,/ˈbikoʊ/,yoʊ,beco
absorbed,en,verb,/əbˈzɔɹbd/,əbɔbb,absorbed,Geldtopf,de,noun,/gəˈltɔpf/,əbɔbb,Board
흡수,ko,verb,/xɯps͈u/,ubu,absorption,bouche-trou,fr,noun,/buʃtʁu/,ubu,stand-in
早く,ja,adjective,/hajakɯ/,ɶɶu,quickly,aguazur,es,adjective,/aɣwaθuɾ/,ɶɶu,Aguazur.
cepat,id,adjective,/tʃəpat/,əɶb,Fast,bedarf,de,verb,/bədaˈɾf/,əɶb,requirement
bosan,id,adjective,/bosan/,oɶm,bored,causâmes,fr,noun,/kozam/,oɶm,causam
맡다,ko,verb,/ma̠t̚t͈a̠/,ɶbɶ,take on,adca,ro,noun,/adka/,ɶbɶ,Adja
melakukan,id,verb,/məlakukan/,əɶuɶm,To do,baráttan,is,verb,/paːrauhtan/,ɶɶuɶm,struggle
承担,zh-cn,verb,/ʈʂʰɤŋ˧˥ tan˥˥/,omɶm,bear,공간,ko,noun,/ko̞ŋɡa̠n/,omɶm,space
entrepreni,eo,verb,/entrepreni/,ømøøy,undertake,arieșeni,ro,noun,/arijeʃenʲ/,ɶyøøy,Arieseni
menyederhanakan,id,verb,/məɲədərhanakan/,əəəɶɶɶm,simplify,魚雷発射管,ja,noun,/gjoɾaihaɕːakaɴ/,oɶyɶɶɶm,Torpedo launch tube
simplify,en,verb,/ˈsɪmpɫəˌfaɪ/,ʏməɶʏ,simplify,Österreich,de,noun,/ˈøːstəʁaɪç/,øbəɶʏ,Austria
gorgeous,en,adjective,/ˈɡɔɹdʒəs/,ɔəb,gorgeous,Bockes,de,noun,/ˈbɔkəs/,ɔəb,Bock
menawan,id,adjective,/mənawan/,əɶɶm,Charming,săracan,ro,noun,/sərakan/,əɶɶm,pauper
belega,eo,adjective,/belega/,øøɶ,gorgeous,léhérnya,id,noun,/leherɲa/,øøɶ,Léhérnya
berat,id,adjective,/bərat/,əɶb,weight,băgat,ro,verb,/bəɡat/,əɶb,involved
줄이다,ko,verb,/t͡ɕuɾida̠/,buyɶ,Reduce,enuiga,eo,verb,/enuiga/,øuyɶ,boring
减少,zh-cn,verb,/tɕjɛn˨˩˦ ʂɑʊ˨˩˦/,bœɑʊ,cut back,generator,sv,noun,/²jɛnɛr'ɑːtʊr/,œœɑʊ,generator
reduce,en,verb,/ɹəˈdus/,əub,reduce,befuhrt,de,verb,/bəˈfuɾt/,əub,fuss
mengurangi,id,verb,/məŋuraŋi/,əuɶy,Reduce,pluraj,eo,adjective,/plurai/,buɶy,several
reduzieren,de,verb,/ʀeduˈt͡siːʀən/,øubyəm,to reduce,junwuxiyan,en,adjective,/dʒənˈwuksiən/,əubyəm,junwuxiyan
縮める,ja,verb,/tɕidʑimeɾɯ/,bybyøu,Shrink,alcalimetru,ro,adjective,/alkalimetru/,ɶbɶyøu,alkalimeter
rainy,en,adjective,/ˈɹeɪni/,øʏy,rainy,会议,zh-cn,noun,/xweɪ˥˩ i˥˩/,øʏy,meeting
mundur,id,verb,/mundur/,umu,Retreat,bủng dứ,vi,noun,/buŋ͡m˧˩˨ jɯ˩˧/,umu,crime
