request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
trest,en,adjective,/ˈtɹɛst/,œϕp,trest,äst,de,verb,/ˈʔɛst/,œϕp,aest
erreichen,de,verb,/ɛɐ̯ˈʁaɪ̯çən/,œɶʏəm,to reach,brecheisen,en,verb,/ˈbɹɛkaɪsən/,œɶʏəm,brecheisen
牙线,zh-cn,verb,/ja˧˥ ɕjɛn˥˩/,ɶœm,Floss,가맹,ko,noun,/ka̠mɛ̝ŋ/,ɶœm,Liberalism
curam,id,adjective,/tʃuram/,uɶm,steep,不安,zh-cn,verb,/pu˥˩ an˥˥/,uɶm,disturbed
steep,en,adjective,/ˈstip/,ϕyp,steep,flit,ro,adjective,/flit/,ϕyp,flit
kruta,eo,adjective,/kruta/,puɶ,steep,clupa,ro,noun,/klupa/,puɶ,clupea
年轻,zh-cn,verb,/njɛn˧˥ tɕʰɪŋ˥˥/,œmpʏm,young,empfing,de,verb,/ʔɛmpˈfɪŋ/,œmpʏm,receptive
若い,ja,adjective,/ɰᵝakai/,ɶɶy,young,榻榻米,zh-cn,noun,/tʰa˥˩ tʰa˥˩ mi˨˩˦/,ɶɶy,Tatami
젊은,ko,adjective,/t͡ɕʌ̹ɭmɯn/,pɔum,young,tuolumne,en,noun,/ˈtwɔɫum/,pɔum,tuolumne
rantau,id,verb,/rantau/,ɶmɶu,Rantau,닥나무,ko,noun,/ta̠ŋna̠mu/,ɶmɶu,Document
necken,de,verb,/ˈnɛkən/,œəm,tease,仙人,zh-cn,noun,/ɕjɛn˥˥ ʐən˧˥/,œəm,Cactus
슈팅,ko,verb,/ɕʰjutʰiŋ/,uym,shooting,budín,es,verb,/buˈðin/,uym,pudding
stirn,en,adjective,/ˈstɝn/,ϕəm,stirn,stăm,ro,verb,/stəm/,ϕəm,stay
炒める,ja,verb,/itameɾɯ/,yɶøu,stir fry,미나레트,ko,noun,/mina̠ɾe̞tʰɯ/,yɶøu,Minaret
jerat,id,verb,/dʒərat/,əɶp,Gerns,bedachter,de,adjective,/bədaˈçtɐ̯/,əɶp,wealthy
kaptilo,eo,verb,/kaptilo/,ɶpyo,trap,かちんこ,ja,noun,/katɕiɴko/,ɶpyo,Ketto
希薄,ja,adjective,/kihakɯ/,yɶu,dilute,filaliu,ro,noun,/filalju/,yɶu,philalium
tinggi,id,adjective,/tiŋgi/,ymy,high,긴밀,ko,adjective,/kinmiɭ/,ymy,Tight
높은,ko,adjective,/no̞pʰɯn/,oum,High,Forum,de,noun,/ˈfoːɾum/,oum,Forum
known,en,verb,/ˈnoʊn/,oʊm,known,Bohrturm,de,noun,/ˈboɾtʊɾm/,oʊm,derrick
seret,id,verb,/sərət/,əəp,Dragging,accurate,en,adjective,/ˈækjɝət/,əəp,accurate
endete,de,verb,/ˈʔɛndətə/,œməə,ended,denherder,en,noun,/ˈdɛnˌhɝdɝ/,œməə,denherder
