request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
开始,zh-cn,verb,/kʰaɪ˥˥ ʂɚ˨˩˦/,ɶʏə,begin,abrichte,de,verb,/ˈʔapˌɾɪçtə/,ɶʏə,retrieval
start,en,verb,/ˈstɑɹt/,bɑb,start,Flak,de,noun,/ˈflɑːk/,bɑb,Flak
스타트,ko,verb,/sʰɯtʰa̠tʰɯ/,uɶu,start,ＳＣＡＰ,ja,noun,/sɯkjapːɯ/,uɶu,Scap
squeak,en,adjective,/ˈskwik/,byb,squeak,직,ko,noun,/t͡ɕik̚/,byb,Directory
utopian,en,adjective,/juˈtoʊpiən/,uoʊyəm,utopian,diskursiven,de,verb,/dɪskʊɾˈziːfən/,ʏbʊyəm,discoursive
berbicara,id,verb,/bərbitʃara/,əyɶɶ,Speaking,ajmara,eo,noun,/aimara/,ɶyɶɶ,Ajmara
話す,ja,verb,/hanasɯ/,ɶɶu,speak,亚麻布,zh-cn,noun,/ja˥˩ ma˧˥ pu˥˩/,ɶɶu,Linen
speak,en,verb,/ˈspik/,byb,speak,blieb,de,verb,/ˈbliːp/,byb,remained
말하다,ko,verb,/ma̠ɾɦa̠da̠/,ɶɶɶ,say,abataj,ro,noun,/abataʒ/,ɶɶɶ,slaughter
paroli,eo,verb,/paroli/,ɶoy,talk,가로띠,ko,noun,/ka̠ɾo̞t͈i/,ɶoy,Horizontal
sprechen,de,verb,/ˈʃpʁɛçn̩/,bœm,speak,仟,zh-cn,noun,/tɕʰjɛn˥˥/,bœm,thousand
说话,zh-cn,verb,/ʂuɔ˥˥ xwa˥˩/,uɔɶ,speak,드넓다,ko,noun,/tɯnʌ̹ɭt͈a̠/,uɔɶ,Diver
사진,ko,verb,/sʰa̠d͡ʑin/,ɶbym,Picture,亚军,zh-cn,noun,/ja˥˩ tɕyn˥˥/,ɶbym,runner up
빠른,ko,adjective,/p͈a̠ɾɯn/,ɶum,fast,Backhuhn,de,noun,/ˈbakun/,ɶum,Baking chicken
cepat,id,adjective,/tʃəpat/,əɶb,Fast,băgat,ro,verb,/bəɡat/,əɶb,involved
농촌,ko,adjective,/no̞ŋt͡ɕʰo̞n/,ombom,Rural,domblong,id,adjective,/dombloŋ/,ombom,Domblong
harmonious,en,adjective,/hɑɹˈmoʊniəs/,ɑoʊyəb,harmonious,diskursives,de,adjective,/dɪskʊɾˈziːfəs/,ʏbʊyəb,discursive
harmonis,id,adjective,/harmonis/,ɶoyb,harmonious,abolit,ro,verb,/abolit/,ɶoyb,abolite
enkonduki,eo,verb,/enkonduki/,ømomuy,to introduce,다리몽둥이,ko,noun,/ta̠ɾimo̞ŋduŋi/,ɶyomuy,Larder dream
설명하다,ko,verb,/sʰʌ̹ɭmjʌ̹ŋɦa̠da̠/,ɔɔɶɶ,Explicate,婆婆妈妈,zh-cn,noun,/pʰɔ˧˥ pʰɔ˧ ma˥˥ ma˥˥/,ɔɔɶɶ,sentimental
hangat,id,adjective,/haŋat/,ɶɶb,warm,abad,es,noun,/aβað/,ɶɶb,abbot
