request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
greifen,de,verb,/ˈɡʁaɪ̯fən/,bɶʏəm,to grab,asylum,en,noun,/əˈsaɪɫəm/,əɶʏəm,asylum
붙잡다,ko,verb,/put̚t͡ɕ͈a̠p̚t͈a̠/,ubbɶbɶ,seize,cúc đại đoá,vi,noun,/kuk͡p˦˥ daj˨ˀ˩ʔ dwa˩˧/,ubbɶbɶ,daisy
tinggi,id,verb,/tiŋgi/,ymy,high,grindiș,ro,noun,/ɡrindiʃ/,ymy,Grindiş
towering,en,verb,/ˈtaʊɝɪŋ/,ɶʊəʏm,towering,Flugschein,de,noun,/ˈflʊkʃəɪn/,bʊəʏm,Ticket
grouchy,en,adjective,/ˈɡɹaʊtʃi/,ɶʊy,grouchy,harmoni,sv,noun,/harmʊn'iː/,ɶʊy,harmony
휘두르다,ko,verb,/hɥiduɾɯda̠/,yuuɶ,wield,acumula,es,verb,/akumula/,ɶuuɶ,accumulate
membingungkan,id,verb,/məmbiŋuŋkan/,əmyumɶm,Confusing,당시승상,ko,noun,/ta̠ŋɕʰisʰɯŋsʰa̠ŋ/,ɶmyumɶm,"At that time,"
konfuzi,eo,verb,/konfuzi/,omuy,to confuse,蒙古语,zh-cn,verb,/mɤŋ˨˩˦ ku˨˩˦ y˨˩˦/,omuy,Mongolian
confuse,en,verb,/kənˈfjuz/,əmub,confuse,bentuk,id,noun,/bəntuʔ/,əmub,form
迷惑,zh-cn,verb,/mi˧˥ xuɔ˥˩/,yuɔ,confuse,bidouillions,fr,noun,/bidujɔ̃/,yuɔ,bidouillion
fandi,eo,verb,/fandi/,ɶmy,melt,anjir,id,noun,/andʒir/,ɶmy,Anjir.
太い,ja,adjective,/ɸɯtoi/,uoy,thick,huoli,fi,verb,/ˈhuoli/,uoy,worry
lemak,id,adjective,/ləmaʔ/,əɶb,fat,băgat,ro,verb,/bəɡat/,əɶb,involved
지방,ko,adjective,/t͡ɕiba̠ŋ/,byɶm,Fat,fluían,es,verb,/ˈflwian/,byɶm,Flowed.
abrupt,en,adjective,/əˈbɹəpt/,əəbb,abrupt,begebt,de,verb,/bəgəˈpt/,əəbb,precipitated
abrupta,eo,adjective,/abrupta/,ɶubɶ,abrupt,acuplaj,ro,adjective,/akuplaʒ/,ɶubɶ,acupulating
verify,en,verb,/ˈvɛɹəˌfaɪ/,œəɶʏ,verify,Hehlerei,de,noun,/ˌheːləˈʁaɪ̯/,øəɶʏ,Hot
memeriksa,id,verb,/məməriʔsa/,əəybɶ,check,vlăhița,ro,noun,/vləhitsa/,bəybɶ,Vlăhiţa
memahami,id,verb,/məmahami/,əɶɶy,understand,إماراتي,ar,noun,/ʔimaːraːtijj/,yɶɶy,Emirati
conceive,en,verb,/kənˈsiv/,əmyb,conceive,benggil,id,noun,/bəŋgil/,əmyb,Benghil.
koncipi,eo,verb,/kont͡sipi/,ombyy,conceive,constituí,es,noun,/konstiˈtwi/,ombyy,constituted
加快,zh-cn,verb,/tɕja˥˥ kʰuaɪ˥˩/,bɶuɶʏ,accelerate,reoccupy,en,noun,/ɹiˈɔkˌjupaɪ/,yɔuɶʏ,reoccupy
mempercepat,id,adjective,/məmpərtʃəpat/,əməəɶb,Speed up,destrăbălat,ro,verb,/destrəbəlat/,øbəəɶb,dissolute
expedite,en,adjective,/ˈɛkspɪˌdaɪt/,œbbʏɶʏb,expedite,fyrirkomulagið,is,noun,/fɪːrɪrkʰɔmʏlaːjɪð/,ʏʏɔʏɶʏb,arrangement
bergairah,id,adjective,/bərgairah/,əɶyɶ,passionate,affabula,fr,adjective,/afabyla/,ɶɶyɶ,affabula
ubiquitous,en,adjective,/juˈbɪkwɪtəs/,uʏʏəb,ubiquitous,anrüchiges,de,adjective,/ˈʔanˌɾʏçɪgəs/,ɶʏʏəb,rummaging
berair,id,adjective,/bərair/,əɶy,runny,bărnaci,ro,verb,/bərnatʃʲ/,əɶy,Male
ekzota,eo,adjective,/ekzota/,øboɶ,Exotic,debloca,ro,noun,/debloka/,øboɶ,release
menyembunyikan,id,verb,/məɲəmbuɲikan/,əəmuyɶm,hide,سميثسونيان,ar,adjective,/smiːθsuːniːaːn/,bybuyɶm,Smithsonian
hide,en,verb,/ˈhaɪd/,ɶʏb,hide,angick,sv,noun,/²'anːjɪkː/,ɶʏb,Angick.
隠す,ja,verb,/kakɯsɯ/,ɶuu,hide,caoutchouc,fr,noun,/kautʃu/,ɶuu,rubber
주문,ko,verb,/t͡ɕumun/,buum,order,schoolroom,en,noun,/ˈskuɫˌɹum/,buum,schoolroom
buchstabieren,de,verb,/bʊxstɑˈbiːɾen/,ʊbbɑyøm,spell,aamiainen,fi,noun,/ˈɑɑmiˌɑinen/,ɑɑyɑyøm,breakfast
efika,eo,adjective,/efika/,øyɶ,effective,へび座,ja,noun,/hebiza/,øyɶ,Snack
erreichen,de,verb,/ɛɐ̯ˈʁaɪ̯çən/,œɐɶʏəm,to reach,太白粉,zh-cn,noun,/tʰaɪ˥˩ paɪ˧˥ fən˨˩˦/,ɶʏɶʏəm,Too white powder
mencapai,id,verb,/məntʃapai/,əmɶɶy,Achieve,elbalai,eo,noun,/elbalai/,øbɶɶy,elbalai
지키다,ko,verb,/t͡ɕikçida̠/,byyɶ,Protect,accumula,fr,noun,/akymyla/,ɶyyɶ,accumula
mengatur,id,verb,/məŋatur/,əɶu,set,分岔路,zh-cn,noun,/fən˥˥ ʈʂʰa˥˩ lu˥˩/,əɶu,Bubble
organizi,eo,verb,/organizi/,oɶyy,to organize,béatifie,fr,adjective,/beatifi/,øɶyy,beatifier
organisieren,de,verb,/ɔʀɡaniˈziːʀən/,ɔɶyyəm,to organize,bảo lưu ý kiến,vi,noun,/baw˧˩˨ lɯw˧˥ i˩˧ kiəŋ˩˧/,ɶuyyəm,reserve
organize,en,verb,/ˈɔɹɡəˌnaɪz/,ɔəɶʏb,organize,Mathematik,de,noun,/ˌmatəmaˈtɪk/,ɶəɶʏb,mathematics
구성,ko,verb,/kusʰʌ̹ŋ/,uɔm,Configuration,củi đóm,vi,noun,/kuj˧˩˨ dɔm˩˧/,uɔm,firewood
暖まる,ja,verb,/atatamaɾɯ/,ɶɶɶɶu,Warm,hiền quá hoá ngu,vi,verb,/hiəŋ˦˨ wa˩˧ hwa˩˧ ŋu˧˥/,yəɶɶu,excisone
hangat,id,adjective,/haŋat/,ɶɶb,warm,abac,ro,noun,/abak/,ɶɶb,abacus
entrepreni,eo,verb,/entrepreni/,ømøøy,undertake,ＮＡＤ,ja,noun,/enɯeːdeiː/,øuøøy,NAD
맡다,ko,verb,/ma̠t̚t͈a̠/,ɶbɶ,take on,Abmarsch,de,noun,/ˈʔapˌmaɾʃ/,ɶbɶ,Departure
melakukan,id,verb,/məlakukan/,əɶuɶm,To do,بالربيان,ar,noun,/biaːlrubjaːn/,yɶuɶm,By the breeze
承担,zh-cn,verb,/ʈʂʰɤŋ˧˥ tan˥˥/,omɶm,bear,comban,es,verb,/komban/,omɶm,Comban.
stingy,en,adjective,/ˈstɪndʒi/,bʏmy,stingy,亲历,zh-cn,noun,/tɕʰɪn˥˥ li˥˩/,bʏmy,Experience
pelit,id,adjective,/pəlit/,əyb,stingy,băcit,ro,adjective,/bətʃit/,əyb,hungry
적은,ko,adjective,/t͡ɕʌ̹ɡɯn/,bɔum,few,storeroom,en,noun,/ˈstɔɹˌɹum/,bɔum,storeroom
maltrankvila,eo,adjective,/maltrankvila/,ɶbɶmbyɶ,anxious,가라앉히다,ko,noun,/ka̠ɾa̠a̠nt͡ɕʰida̠/,ɶɶɶmbyɶ,Sink
担心,zh-cn,verb,/tan˥˥ ɕɪn˥˥/,ɶmʏm,worry,anging,de,verb,/ˈʔanˌgɪŋ/,ɶmʏm,fingering
cemas,id,adjective,/tʃəmas/,əɶb,anxious,băgat,ro,verb,/bəɡat/,əɶb,involved
worried,en,adjective,/ˈwɝid/,əyb,worried,bedil,id,noun,/bədil/,əyb,Bedil
mengelilingi,id,verb,/məŋəliliŋi/,əəyyy,Surround,cœliochirurgie,fr,noun,/seljɔʃiʁyʁʒi/,øɔyyy,COlioschirurgy
囲む,ja,verb,/kakomɯ/,ɶou,surround,가로수,ko,verb,/ka̠ɾo̞sʰu/,ɶou,colonnade
未遂,zh-cn,verb,/weɪ˥˩ sweɪ˥˩/,øʏøʏ,Not attempted,Gufunesi,is,noun,/kʏːvʏneːsɪ/,ʏʏøʏ,Gufunesi
gagal,id,adjective,/gagal/,ɶɶb,failed,가각,ko,noun,/ka̠ɡa̠k̚/,ɶɶb,Agriculture
낙하산,ko,adjective,/na̠kʰa̠sʰa̠n/,ɶɶɶm,parachute,ababan,es,verb,/aβaβan/,ɶɶɶm,Abano.
meramalkan,id,verb,/məramalkan/,əɶɶbɶm,predict,beinakaflann,is,noun,/pɛːjnakʰaplan/,œɶɶbɶm,bone catch
improve,en,verb,/ˌɪmˈpɹuv/,ʏmub,improve,intog,sv,verb,/²'ɪnːtuːg/,ʏmub,intended
plibonigi,eo,verb,/plibonigi/,byoyy,to improve,うろこ引き,ja,noun,/ɯɾokoçiki/,uooyy,Stiffness
memperbaiki,id,verb,/məmpərbaiki/,əməɶyy,fix,specialiști,ro,noun,/spetʃijaliʃtʲ/,bøyɶyy,specialist
돌리다,ko,verb,/to̞ɭʎida̠/,oyɶ,turn,fortika,eo,adjective,/fortika/,oyɶ,robust
提升,zh-cn,verb,/tʰi˧˥ ʂɤŋ˥˥/,yom,Improve,Icon,de,noun,/ˈʔiːkon/,yom,Icon
成し遂げる,ja,verb,/naɕitogeɾɯ/,ɶyoøu,achieve,aivopesu,fi,verb,/ˈɑivoˌpesu/,ɑyoøu,brainwashing
achieve,en,verb,/əˈtʃiv/,əyb,achieve,bedil,id,noun,/bədil/,əyb,Bedil
mencapai,id,verb,/məntʃapai/,əmɶɶy,Achieve,갓난아이,ko,noun,/ka̠nna̠na̠i/,ɶmɶɶy,Bag
leisten,de,verb,/ˈləɪstən/,əʏbəm,Afford,collignon,en,noun,/kəˈɫɪɡnən/,əʏbəm,collignon
이루다,ko,verb,/iɾuda̠/,yuɶ,accomplished,媳妇儿,zh-cn,noun,/ɕi˧˥ fu˧ aɻ˧/,yuɶ,young married woman
助けて,ja,verb,/tasɯkete/,ɶuøø,Help,autere,fi,verb,/ˈɑutere/,ɑuøø,autere
도움,ko,verb,/to̞um/,oum,help,Forum,de,noun,/ˈfoːɾum/,oum,Forum
pinch,en,verb,/ˈpɪntʃ/,ʏmb,pinch,bind,is,noun,/pɪnt/,ʏmb,bind
mencubit,id,verb,/məntʃubit/,əmuyb,pinch,căngiuit,ro,verb,/kəndʒ̩uit/,əmuyb,Congratulated
induce,en,verb,/ˌɪnˈdus/,ʏmub,induce,intog,sv,verb,/²'ɪnːtuːg/,ʏmub,intended
유도하다,ko,verb,/judo̞ɦa̠da̠/,uoɶɶ,Induce,aprobarea,ro,noun,/aprobarĕa/,ɶoɶɶ,endorsement
induzieren,de,verb,/ɪnduˈtsiːʁən/,ʏmubyəm,induce,ghi số tự nhiên,vi,noun,/ɣi˧˥ ʂo˩˧ tɯ˨ˀ˩ʔ ɲiəŋ˧˥/,youbyəm,Natural number
steep,en,adjective,/ˈstip/,byb,steep,blíð,is,adjective,/pliːð/,byb,plid
curam,id,adjective,/tʃuram/,uɶm,steep,不安,zh-cn,verb,/pu˥˩ an˥˥/,uɶm,disturbed
riang,id,adjective,/riaŋ/,yɶm,Cheerfulness,一贯,zh-cn,verb,/i˧˥ kwan˥˩/,yɶm,consistent
exuberant,en,adjective,/ɪɡˈzubɝənt/,ʏbuəəmb,exuberant,dazugebend,de,,/daˈtsuːgəbəˌnt/,ɶbuəəmb,addiction
旺盛,zh-cn,verb,/wɑŋ˥˩ ʂɤŋ˥˩/,ɑom,exuberant,argon,fi,noun,/ˈɑrgon/,ɑom,argon
abunda,eo,adjective,/abunda/,ɶumɶ,abundant,abunda,es,verb,/aβunda/,ɶumɶ,abundance
眩しい,ja,adjective,/mabɯɕii/,ɶuyy,dazzling,amunisi,id,noun,/amunisi/,ɶuyy,ammo
schnarchen,de,verb,/ˈʃnaʁçən/,ɶəm,snoring,boacăn,ro,noun,/bŏakən/,ɶəm,Boagan
코뿔소,ko,verb,/kʰo̞p͈uɭsʰo̞/,ouo,Rhinoceros,boușor,ro,adjective,/bouʃor/,ouo,Boucher.
上升,zh-cn,verb,/ʂɑŋ˥˩ ʂɤŋ˥˥/,ɑom,rise,Camion,de,noun,/kɑˈmĭoːn/,ɑom,Camion
rise,en,verb,/ˈɹaɪz/,ɶʏb,rise,Basis,de,noun,/ˈbaːzɪs/,ɶʏb,Base
groteska,eo,adjective,/groteska/,oøbɶ,grotesque,conexa,ro,noun,/koneksa/,oøbɶ,connect
fantastis,id,adjective,/fantastis/,ɶmɶbyb,fantastic,antalgic,ro,adjective,/antaldʒik/,ɶmɶbyb,antalgic
グロテスク,ja,adjective,/gɯɾotesɯkɯ/,uoøuu,grotesque,chết ngoẻo củ từ,vi,verb,/cet˦˥ ŋwew˧˩˨ ku˧˩˨ tɯ˦˨/,øbøuu,die
怪诞,zh-cn,verb,/kuaɪ˥˩ tan˥˩/,uɶʏɶm,weird,sumarvinnan,is,noun,/sʏːmarvɪnan/,ʏɶʏɶm,Summerwork
provide,en,verb,/pɹəˈvaɪd/,əɶʏb,provide,Bescheid,de,noun,/bəˈʃaɪt/,əɶʏb,Decision
제공하다,ko,verb,/t͡ɕe̞ɡo̞ŋɦa̠da̠/,bøoɶɶ,Offer,坑坑洼洼,zh-cn,noun,/kʰɤŋ˥˥ kʰɤŋ˥˥ wa˥˥ wa˥˥/,omoɶɶ,Pit
