request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
woken,en,verb,/ˈwoʊkən/,oʊəm,woken,丢人,zh-cn,verb,/tjoʊ˥˥ ʐən˧˥/,oʊəm,Shameful
geweckt,de,verb,/gəˈvɛkt/,əœpp,awakened,adept,en,adjective,/əˈdɛpt/,əœpp,adept
醒来,zh-cn,verb,/ɕɪŋ˨˩˦ laɪ˧˥/,ʏmɶʏ,wake up,hyndai,en,noun,/ˈhɪnˈdaɪ/,ʏmɶʏ,hyundai
bodoh,id,adjective,/bodoh/,oor,stupid,ciocoiu,ro,verb,/tʃ̩okojw/,oor,Cickoiu
geschwenkt,de,verb,/gəˈʃvɛŋkt/,əœmpp,pivoted,attempt,en,noun,/əˈtɛmpt/,əœmpp,attempt
kohen,en,verb,/ˈkoʊən/,oʊəm,kohen,丢人,zh-cn,verb,/tjoʊ˥˥ ʐən˧˥/,oʊəm,Shameful
rayed,en,verb,/ˈɹeɪd/,øʏb,rayed,Prediger,de,noun,/ˈpɾeːdɪgɐ̯/,øʏb,preacher
감옥,ko,verb,/ka̠mo̞k̚/,ɶop,prison,abschob,de,verb,/ˈʔapˌʃoːp/,ɶop,shot
담비,ko,verb,/ta̠mbi/,ɶmy,marten,amri,id,noun,/amri/,ɶmy,Amri.
stoki,eo,verb,/stoki/,ϕoy,Store,florii,ro,noun,/florij/,ϕoy,flower
seluruh,id,adjective,/səluruh/,əuur,Own,băuturi,ro,noun,/bəuturʲ/,əuur,beverages
ganze,de,adjective,/ɡantsə/,ɶmpə,whole,goanță,ro,noun,/ɡŏantsə/,ɶmpə,Goanţă
cemberut,id,verb,/tʃəmbərut/,əməup,pout,undilute,en,verb,/ˌəndəˈɫut/,əməup,undilute
scowl,en,verb,/ˈskaʊɫ/,ϕɶʊ,scowl,Frau,de,noun,/fʁaʊ̯/,ϕɶʊ,Mrs
known,en,verb,/ˈnoʊn/,oʊm,known,各种,zh-cn,adjective,/kɤ˥˩ ʈʂʊŋ˨˩˦/,oʊm,Various
indie,en,verb,/ˈɪndi/,ʏmy,indie,丙戌,zh-cn,noun,/pɪŋ˨˩˦ ɕy˥˥/,ʏmy,Bingshi
登る,ja,verb,/noboɾɯ/,oou,climb,搁得住,zh-cn,verb,/kɤ˧˥ tɤ˧ ʈʂu˥˩/,oou,Rest
grimpi,eo,verb,/grimpi/,bymy,to climb,grindiș,ro,noun,/ɡrindiʃ/,bymy,Grindiş
climb,en,verb,/ˈkɫaɪm/,ɶʏm,climb,下令,zh-cn,verb,/ɕja˥˩ lɪŋ˥˩/,ɶʏm,Ordered
steigen,de,verb,/ˈʃtaɪ̯ɡən/,ɶʏəm,climb,奶粉,zh-cn,noun,/naɪ˨˩˦ fən˨˩˦/,ɶʏəm,milk powder
mengusir,id,verb,/məŋusir/,əuyr,Expel,năutiu,ro,noun,/nəutiw/,əuyr,node
evict,en,verb,/ɪˈvɪkt/,ʏʏpp,evict,mitschickt,de,verb,/ˈmɪtˌʃɪkt/,ʏʏpp,wretched
急いで,ja,verb,/isoide/,yoyø,Quickly,isoliere,de,verb,/ʔizoˈliːɾe/,yoyø,isolate
다섯,ko,adjective,/ta̠sʰʌ̹t̚/,ɶɔp,five,Akkord,de,noun,/ˈʔakɔɾt/,ɶɔp,chord
leaps,en,verb,/ˈɫips/,ypϕ,leaps,bits,es,noun,/bits/,ypϕ,bits
