request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
bonjol,id,verb,/bondʒol/,omol,knurl,control,es,noun,/kontɾol/,omol,control
toran,en,verb,/tɔˈɹɑn/,ɔɑm,toran,婆娘,zh-cn,verb,/pʰɔ˧˥ njɑŋ˧˥/,ɔɑm,Husky
pokes,en,verb,/ˈpoʊks/,oʊpϕ,pokes,Jogurts,de,noun,/ˈjoːgʊɾts/,oʊpϕ,Jogurt
관,ko,verb,/kwa̠n/,pɶm,tube,plang,id,verb,/plaŋ/,pɶm,signpost
콩팥,ko,adjective,/kʰo̞ŋpʰa̠t̚/,omɶp,kidneys,lompat,id,verb,/lompat/,omɶp,jump
熟れる,ja,verb,/ɯɾeɾɯ/,uøu,Be riped,lunecuș,ro,noun,/lunekuʃ/,uøu,slipperiness
독소,ko,verb,/to̞ks͈o̞/,opo,toxin,德泽,zh-cn,noun,/tɤ˧˥ tsɤ˧˥/,opo,Deze
描く,ja,verb,/egakɯ/,øɶu,Draw,becheanu,ro,noun,/bekʲ̩̩anu/,øɶu,Becheanu
macho,en,adjective,/ˈmɑtʃoʊ/,ɑoʊ,macho,上周,zh-cn,noun,/ʂɑŋ˥˩ ʈʂoʊ˥˥/,ɑoʊ,Last week
jantan,id,adjective,/dʒantan/,ɶmɶm,male,Andrang,de,noun,/ˈʔanˌdɾaŋ/,ɶmɶm,Crowd
사나이,ko,adjective,/sʰa̠na̠i/,ɶɶy,man,abatí,es,verb,/aβaˈti/,ɶɶy,abatí.
bangun,id,adjective,/baŋun/,ɶum,Wake up,Backhuhn,de,noun,/ˈbakun/,ɶum,Baking chicken
mohel,en,adjective,/ˈmoʊəɫ/,oʊə,mohel,丢失,zh-cn,verb,/tjoʊ˥˥ ʂɚ˥˥/,oʊə,Lose
포장,ko,adjective,/pʰo̞d͡ʑa̠ŋ/,obɶm,Packing,bogdan,ro,noun,/boɡdan/,obɶm,Bogdan.
망각,ko,verb,/ma̠ŋɡa̠k̚/,ɶmɶp,oblivion,ampat,id,noun,/ampat/,ɶmɶp,Ampat
dimulai,id,verb,/dimulai/,yuɶy,start,いく人,ja,noun,/ikɯtaɾi/,yuɶy,Person
begun,en,verb,/ˈbeɪɡən/,øʏəm,begun,böhmischem,de,verb,/ˈbømɪʃəm/,øʏəm,Bohemian
begannen,de,verb,/bəˈgannən/,əɶməm,began,berantem,id,verb,/bərantəm/,əɶməm,fight
gebacken,de,verb,/gəˈbakən/,əɶəm,baked,指南针,zh-cn,noun,/ʈʂɚ˨˩˦ nan˧˥ ʈʂən˥˥/,əɶəm,compass
baked,en,verb,/ˈbeɪkt/,øʏpp,baked,Delikt,de,noun,/ˈdeːlɪkt/,øʏpp,offense
dipanggang,id,verb,/dipaŋgaŋ/,yɶmɶm,baked,financian,es,verb,/finanθjan/,yɶmɶm,Finance
biara,id,verb,/biara/,yɶɶ,monastery,귀하다,ko,verb,/kɥiɦa̠da̠/,yɶɶ,Behold
