request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
miniatur,id,adjective,/miniatur/,yyɶu,miniature,adiaŭ,eo,noun,/adiau/,ɶyɶu,Goodbye
miniaturo,eo,adjective,/miniaturo/,yyɶuo,Miniature,锲而不舍,zh-cn,verb,/tɕʰjɛ˥˩ aɻ˧˥ pu˧˥ ʂɤ˨˩˦/,bœɶuo,Uncomfortable
stink,en,verb,/ˈstɪŋk/,bʏmb,stink,klingt,de,verb,/ˈklɪŋt/,bʏmb,sound
악취,ko,verb,/a̠k̚t͡ɕʰɥi/,ɶbby,stink,Falltür,de,noun,/ˈfalltyɾ/,ɶbby,Drop-door
stinken,de,verb,/ˈʃtɪŋkən/,ʏməm,stink,兴奋,zh-cn,verb,/ɕɪŋ˥˥ fən˥˩/,ʏməm,Excite
変わった,ja,verb,/kaɰᵝatːa/,ɶɶɶ,Changing,abaka,id,noun,/abaka/,ɶɶɶ,Abaya
changeable,en,adjective,/ˈtʃeɪndʒəbəɫ/,øʏməə,changeable,begründete,de,verb,/bəˈgɾʏndətə/,əʏməə,justified
ekzota,eo,adjective,/ekzota/,øboɶ,Exotic,béstola,es,verb,/ˈbestola/,øboɶ,Bestola
bluten,de,verb,/ˈbluːtən/,buəm,blossoms,僔,zh-cn,noun,/tsuən˨˩˦/,buəm,Bamboo
berdarah,id,verb,/bərdarah/,əɶɶ,bloody,bălașa,ro,noun,/bəlaʃa/,əɶɶ,BĂLAŞA
流血,zh-cn,adjective,/ljoʊ˧˥ ɕɥœ˥˩/,oʊœ,bleed,auclair,en,noun,/oʊˈkɫɛɹ/,oʊœ,auclair
lazy,en,adjective,/ˈɫeɪzi/,øʏy,lazy,会议,zh-cn,noun,/xweɪ˥˩ i˥˩/,øʏy,meeting
게으른,ko,adjective,/ke̞ɯɾɯn/,øuum,lazy,エルヴン,ja,noun,/eɾɯvɯɴ/,øuum,Elven
mallaborema,eo,adjective,/mallaborema/,ɶbɶoøɶ,lazy,acteonela,ro,noun,/akteonela/,ɶbøoøɶ,Acteonela
malas,id,adjective,/malas/,ɶɶb,lazy,가각,ko,noun,/ka̠ɡa̠k̚/,ɶɶb,Agriculture
gullible,en,adjective,/ˈɡəɫəbəɫ/,əəə,gullible,begebe,de,verb,/bəgəbə/,əəə,prime
menjalankan,id,verb,/məndʒalankan/,əmɶɶmɶm,run,contramandan,es,verb,/kontɾamandan/,omɶɶmɶm,Background
