request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
biara,id,verb,/biara/,byɶrɶ,monastery,acarra,es,verb,/akara/,ɶpɶrɶ,Exercise
높은,ko,adjective,/no̞pʰɯn/,mopum,High,after-room,en,noun,/ˈæftɝˌɹum/,æϕpum,after-room
tinggi,id,adjective,/tiŋgi/,pymby,high,겸비,ko,noun,/kjʌ̹mbi/,pɔmby,Combination
flechten,de,verb,/ˈflɛçtən/,ϕlœpəm,weave,banteng,id,noun,/bantəŋ/,bɶmpəm,bull
드리다,ko,verb,/tɯɾida̠/,puybɶ,give,elida,ro,noun,/elida/,ølybɶ,Elida
plektaĵo,eo,verb,/plektaʒo/,pløppɶo,braid,acantaró,es,verb,/akantaˈɾo/,ɶpɶmpɶo,Acantaró
kepang,id,verb,/kəpaŋ/,pəpɶm,braid,agachan,es,verb,/aɣatʃan/,ɶɶpɶm,Agachen
지갑,ko,verb,/t͡ɕiɡa̠p̚/,pϕyɶp,wallet,afiat,id,noun,/afiat/,ɶϕyɶp,Afiat
sah,id,adjective,/sah/,ϕɶr,legitimate,far,ro,noun,/far/,ϕɶr,lighthouse
높은,ko,adjective,/no̞pʰɯn/,mopum,High,Backhuhn,de,noun,/ˈbakun/,bɶpum,Baking chicken
tinggi,id,adjective,/tiŋgi/,pymby,high,allenby,en,noun,/ˈæɫənbi/,æəmby,allenby
众所周知,zh-cn,verb,/ʈʂʊŋ˥˩ suɔ˨˩˦ ʈʂoʊ˥˥ ʈʂɚ˥˥/,ʊmϕuɔoʊ,Well-known,castoro,en,noun,/kɑˈstɔɹoʊ/,pɒϕpɔoʊ,castoro
known,en,verb,/ˈnoʊn/,moʊm,known,各种,zh-cn,adjective,/kɤ˥˩ ʈʂʊŋ˨˩˦/,poʊm,Various
蹲,zh-cn,verb,/tuən˥˥/,puəm,squat,aleutian,en,adjective,/əˈɫuʃən/,əuəm,aleutian
merebut,id,verb,/mərəbut/,mərəbup,Breaking,가마득,ko,verb,/ka̠ma̠dɯk̚/,pɶmɶbup,Ware
빼앗다,ko,verb,/p͈ɛ̝a̠t̚t͈a̠/,pœɶppɶ,Steal,adapta,ro,noun,/adapta/,ɶbɶppɶ,adapt
篡,zh-cn,verb,/tsʰwan˥˩/,pϕrɶm,usurp,Anhang,de,noun,/ˈanhaŋ/,ɶmrɶm,attachment
usurp,en,verb,/ˌjuˈsɝp/,uϕp,usurp,ruft,de,verb,/ʀuːft/,uϕp,calls
奪う,ja,verb,/ɯbaɯ/,ubɶu,Rob,abau,id,noun,/abau/,ɶbɶu,Abau
biara,id,verb,/biara/,byɶrɶ,monastery,amara,ro,noun,/amara/,ɶmɶrɶ,bitter
젖꼭지,ko,adjective,/t͡ɕʌ̹t̚k͈o̞k̚t͡ɕ͈i/,pϕɔppoppϕy,nipple,mengautopsi,id,noun,/məŋautopsi/,məmɶupopϕy,Meutopsi.
usual,en,adjective,/ˈjuʒəwəɫ/,uərə,usual,mere,id,,/mərə/,mərə,Mere.
kutima,eo,adjective,/kutima/,pupymɶ,usual,acerina,es,verb,/aθeɾina/,ɶϕøymɶ,Acerina
biasa,id,adjective,/biasa/,byɶϕɶ,Ordinary,わが社,ja,noun,/ɰᵝagaɕa/,ɶbɶϕɶ,Oceanographic
alfin,en,verb,/ˈæɫfɪn/,æϕʏm,alfin,Chefin,de,noun,/ˈçeːfɪn/,øϕʏm,boss
자극하다,ko,adjective,/t͡ɕa̠ɡɯkʰa̠da̠/,pϕɶupɶbɶ,stimulate,ましなんだ,ja,adjective,/maɕinaɴda/,mɶϕymɶbɶ,I'm sorry
시간표,ko,verb,/ɕʰiɡa̠npʰjo/,ϕyɶmpo,schedule,abanto,es,noun,/aβanto/,ɶβɶmpo,Abanto.
waktunya,id,verb,/waʔtuɲa/,rɶbpumɶ,Time,あっという間,ja,noun,/atːoiɯma/,ɶpoyumɶ,In no time
定时,zh-cn,verb,/tɪŋ˥˩ ʂɚ˧˥/,pʏm,timing,Kinn,de,noun,/kɪn/,pʏm,chin
감옥,ko,verb,/ka̠mo̞k̚/,pɶmop,prison,pinot,ro,noun,/pinot/,pymop,Pinot
penjara,id,verb,/pəndʒara/,pəmbɶrɶ,jail,デルタ波,ja,noun,/deɾɯtaha/,bøupɶrɶ,Delta wave
lusty,en,adjective,/ˈɫəsti/,əϕpy,lusty,ufti,id,noun,/ufti/,uϕpy,UFTI
bosan,id,adjective,/bosan/,boϕɶm,bored,Anfang,de,noun,/ˈanfaŋ/,ɶmϕɶm,Beginning
능력,ko,verb,/nɯŋɲjʌ̹k̚/,mummɔp,ability,Ferienort,de,noun,/ˈfeːɾiːnɔɾt/,ϕøymɔp,Resort
弥漫,zh-cn,verb,/mi˧˥ man˥˩/,mymɶm,Diffuse,가난,ko,adjective,/ka̠na̠n/,pɶmɶm,poor
마우스,ko,verb,/ma̠usʰɯ/,mɶuϕu,mouse,不舒服,zh-cn,verb,/pu˥˩ ʂu˥˥ fu˧/,puuϕu,Uncomfortable
tilde,en,verb,/ˈtɪɫdə/,pʏbə,tilde,Bürde,de,noun,/ˈbʏɾdə/,bʏbə,burden
爛れる,ja,verb,/tadaɾeɾɯ/,pɶbɶøu,Be septic,빙하계류,ko,noun,/piŋɦa̠ɡje̞ɾju/,pymɶøu,Glacier mooring
flunk,en,verb,/ˈfɫəŋk/,ϕəmp,flunk,bănci,ro,noun,/bəntʃʲ/,bəmp,bed
gagal,id,verb,/gagal/,bɶbɶl,failed,umbral,es,adjective,/umbɾal/,umbɶl,threshold
terjadi,id,verb,/tərdʒadi/,pərbɶby,occur,delmadi,ro,adjective,/delmadi/,bølmɶby,Delmadi
나오다,ko,verb,/na̠o̞da̠/,mɶobɶ,come out,globa,eo,noun,/globa/,blobɶ,Globa
auftreten,de,verb,/ˈʔaofˌtɾətən/,bɶoϕpəpəm,occur,abstention,en,noun,/æbˈstɛntʃən/,æbϕpœmpəm,abstention
发生,zh-cn,verb,/fa˥˥ ʂɤŋ˥˥/,ϕɶom,occur,Baron,de,noun,/ˈbaɽoːn/,bɶom,baron
종소리,ko,verb,/t͡ɕo̞ŋsʰo̞ɾi/,pϕomϕoy,knell,か細い,ja,adjective,/kabosoi/,pɶboϕoy,Detailed
브롬,ko,verb,/pɯɾo̞m/,puom,bromine,bușon,ro,noun,/buʃon/,buom,plug
雀,zh-cn,verb,/tɕʰɥœ˥˩/,pϕœ,bird,percell,en,verb,/pɝˈsɛɫ/,pϕœ,percell
bucky,en,adjective,/ˈbəki/,bəpy,bucky,beti,id,noun,/bəti/,bəpy,Beti
버리,ko,adjective,/pʌ̹ɾi/,pɔy,Controids,博弈,zh-cn,noun,/pɔ˧˥ i˥˩/,pɔy,Game
종소리,ko,verb,/t͡ɕo̞ŋsʰo̞ɾi/,pϕomϕoy,knell,か細い,ja,adjective,/kabosoi/,pɶboϕoy,Detailed
소화기,ko,adjective,/sʰo̞βwa̠ɡi/,ϕoβrɶy,Fire extinguisher,aduhai,id,noun,/aduhai/,ɶburɶy,Aduhai
soden,en,adjective,/ˈsoʊdən/,ϕoʊbəm,soden,bandeng,id,noun,/bandəŋ/,bɶmbəm,Bandeng
혈통,ko,adjective,/çjʌ̹ɭtʰo̞ŋ/,ɔpom,lineage,吾等,zh-cn,noun,/u˧˥ tɤŋ˨˩˦/,upom,I am
parasut,id,verb,/parasut/,pɶrɶϕup,parachute,Abzug,de,noun,/ʔapˈtsuːˌk/,bɶppϕup,Trigger
급류,ko,verb,/kɯmɲju/,pummu,torrent,Hemmschuh,de,noun,/ˈhɛmmʃu/,rœmmu,Hem
