request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
bauen,de,verb,/ˈbaoən/,ɶoəm,to build,abordăm,ro,noun,/abordəm/,ɶoəm,address
짓다,ko,verb,/t͡ɕit̚t͈a̠/,bybɶ,build,cikla,eo,adjective,/t͡sikla/,bybɶ,cyclical
표현하다,ko,verb,/pʰjoʝjʌ̹nɦa̠da̠/,oɔɶɶ,Express,婆婆妈妈,zh-cn,noun,/pʰɔ˧˥ pʰɔ˧ ma˥˥ ma˥˥/,ɔɔɶɶ,sentimental
esprimi,eo,verb,/esprimi/,øbyy,to express,peptidi,fi,verb,/ˈpeptidi/,øbyy,peptide
表示,zh-cn,verb,/pjɑʊ˨˩˦ ʂɚ˥˩/,ɑʊə,Indicate,alura,en,noun,/ɑˈɫʊɹə/,ɑʊə,alura
express,en,verb,/ɪksˈpɹɛs/,ʏbbœb,express,riksväg,sv,noun,/²r'ɪkːsvɛːg/,ʏbbœb,highway.
lopsided,en,adjective,/ˈɫɑpˈsaɪdɪd/,ɑbɶʏʏb,lopsided,aðalatriðið,is,noun,/aːðalatrɪðɪð/,ɶɶɶʏʏb,The main thing
miring,id,adjective,/miriŋ/,yym,Oblique,chim,ro,verb,/kʲ̩im/,yym,chyme
片面,zh-cn,verb,/pʰjɛn˥˩ mjɛn˥˩/,œmœm,Film,갱생,ko,noun,/kɛ̝ŋsʰɛ̝ŋ/,œmœm,rebirth
nepara,eo,adjective,/nepara/,øɶɶ,odd,tề thái hoa,vi,noun,/te˦˨ tʰaj˩˧ hwa˧˥/,øɶɶ,Thai flower
ablassen,de,verb,/ˈʔaplasn̩/,ɶbɶbm,discharge,أستأن,ar,noun,/ʔastaʔn/,ɶbɶbm,Resign
menguras,id,verb,/məŋuras/,əuɶb,drain,căputat,ro,adjective,/kəputat/,əuɶb,pained
drain,en,verb,/ˈdɹeɪn/,øʏm,drain,geting,sv,verb,/²j'eːtɪŋ/,øʏm,Geting
menyakitkan,id,adjective,/məɲakitkan/,əɶybɶm,painful,acabildan,es,verb,/akaβildan/,ɶɶybɶm,Achildan.
berdiri,id,verb,/bərdiri/,əyy,stand up,afridi,en,verb,/əˈfɹidi/,əyy,afridi
skillful,en,adjective,/ˈskɪɫfəɫ/,bʏə,skillful,今日,zh-cn,noun,/tɕɪn˥˥ ʐɚ˥˩/,bʏə,today
wasteful,en,adjective,/ˈweɪstfəɫ/,øʏbbə,wasteful,mehligste,de,adjective,/ˈmelɪgstə/,øʏbbə,flour
浪费,zh-cn,verb,/lɑŋ˥˩ feɪ˥˩/,ɑmøʏ,waste,andre,en,noun,/ˈɑnˌdɹeɪ/,ɑmøʏ,andre
無駄になる,ja,adjective,/mɯdaninaɾɯ/,uɶyɶu,Become wasted,imprimátur,es,noun,/impɾiˈmatuɾ/,ymyɶu,imprimatur
낭비,ko,adjective,/na̠ŋbi/,ɶmy,waste,أمسي,ar,noun,/ʔamsiː/,ɶmy,Sensory
makan,id,verb,/makan/,ɶɶm,eat,annan,sv,adjective,/²'anːan/,ɶɶm,Other
食べる,ja,verb,/tabeɾɯ/,ɶøu,eat,가계부,ko,noun,/ka̠ɡje̞bu/,ɶøu,account book
먹다,ko,verb,/mʌ̹k̚t͈a̠/,ɔbɶ,eat,Colmar,de,noun,/kɔlˈmaɽ/,ɔbɶ,Colmar
조금,ko,adjective,/t͡ɕo̞ɡɯm/,boum,a little,blóm,is,noun,/plouːm/,boum,flower
beberapa,id,adjective,/bəbərapa/,əəɶɶ,some,crevassa,fr,verb,/kʁəvasa/,bəɶɶ,crevassa
menyetujui,id,verb,/məɲətudʒui/,əəuuy,agree,alahuuli,fi,noun,/ˈɑlɑˌhuuli/,ɑɑuuy,lower lip
批准,zh-cn,verb,/pʰi˥˥ ʈʂuən˨˩˦/,yuəm,Approval,Bitumen,de,noun,/ˈbituːmən/,yuəm,bitumen
genehmigen,de,verb,/ɡəˈneːmiɡən/,əøyəm,authorize,đồ tế nhuyễn,vi,adjective,/do˦˨ te˩˧ ɲwiəŋ˧˩˨/,oøyəm,smooth
승인,ko,verb,/sʰɯŋin/,uym,Acknowledgment,culim,id,noun,/tʃulim/,uym,Culim.
approve,en,verb,/əˈpɹuv/,əub,approve,becus,id,noun,/bətʃus/,əub,BECUS.
감사합니다,ko,adjective,/ka̠msʰa̠ɦa̠mnida̠/,ɶmɶɶmyɶ,Thank you,islandia,is,noun,/istlantija/,ybbɶmyɶ,Islandia
拆开,zh-cn,verb,/ʈʂʰaɪ˥˥ kʰaɪ˥˥/,ɶʏɶʏ,open,amitai,en,verb,/ˈæmɪˌtaɪ/,æʏɶʏ,amitai
beschämt,de,verb,/bəˈʃɛːmt/,əœmb,ashamed,amend,en,verb,/əˈmɛnd/,əœmb,amend
恥ずかしい,ja,adjective,/hazɯkaɕii/,ɶuɶyy,Embarrassing,ostatici,ro,noun,/ostatitʃʲ/,obɶyy,hostages
agresema,eo,adjective,/agresema/,ɶøøɶ,aggressive,おめでた,ja,noun,/omedeta/,oøøɶ,Hoped
고르다,ko,adjective,/ko̞ɾɯda̠/,ouɶ,Choose,komuna,eo,adjective,/komuna/,ouɶ,Common
wählen,de,verb,/ˈvɛːlən/,œəm,choose,aaron,en,adjective,/ˈɛɹən/,œəm,aaron
选择,zh-cn,verb,/ɕɥœn˨˩˦ tsɤ˧˥/,œmbo,select,chẹn cổ,vi,noun,/cɛŋ˨ˀ˩ʔ ko˧˩˨/,œmbo,collar
select,en,adjective,/səˈɫɛkt/,əœbb,select,genièvre,fr,noun,/ʒənjɛvʁ/,əœbb,jerk
accidental,en,adjective,/ˌæksəˈdɛnəɫ/,æbəœə,accidental,abgehörte,de,verb,/ʔapgəˈhœɾtə/,ɶbəœə,undressed
hazarda,eo,adjective,/hazarda/,ɶɶɶ,random,Kanada,de,noun,/ˈkanada/,ɶɶɶ,Canada
kebetulan,id,adjective,/kəbətulan/,əəuɶm,accidental,hârlăuan,ro,noun,/hɨrləuwan/,ʉəuɶm,Hârlauan
dusty,en,adjective,/ˈdəsti/,əby,dusty,bestir,id,noun,/bəstir/,əby,Bestir
berdebu,id,adjective,/bərdəbu/,əəu,dusty,知识库,zh-cn,noun,/ʈʂɚ˥˥ ʂɚ˧ kʰu˥˩/,əəu,knowledge base
광택,ko,adjective,/kwa̠ŋtʰɛ̝k̚/,ɶmœb,Polish,Anders,is,noun,/antɛr̥s/,ɶmœb,Anders
자극하다,ko,verb,/t͡ɕa̠ɡɯkʰa̠da̠/,bɶuɶɶ,stimulate,abjuraba,es,verb,/aβxuɾaβa/,ɶbuɶɶ,Abjuraba.
merangsang,id,verb,/məraŋsaŋ/,əɶmɶm,stimulate,吃晚饭,zh-cn,noun,/ʈʂʰɚ˥˥ wan˨˩˦ fan˥˩/,əɶmɶm,have dinner
刺激,zh-cn,verb,/tsʰɯ˥˩ tɕi˥˥/,buby,stimulate,bluffi,fi,noun,/ˈbluffi/,buby,bluff
stimulieren,de,verb,/ʃtimuˈliːɾen/,yuyøm,stimulate,つり銭,ja,noun,/tsɯɾiseɴ/,buyøm,Spinning
stimuli,eo,verb,/stimuli/,byuy,to stimulate,berthiaume,en,noun,/ˌbɝθiˈumi/,əyuy,berthiaume
멋진,ko,adjective,/mʌ̹t̚t͡ɕ͈in/,ɔbbym,Cool,doctrine,fr,noun,/dɔktʁin/,ɔbbym,doctrine
tampan,id,adjective,/tampan/,ɶmɶm,handsome,camgarn,ro,noun,/kamɡarn/,ɶmɶm,Camarn
ハンサム,ja,adjective,/haɴsamɯ/,ɶmɶu,good looking,橄榄树,zh-cn,noun,/kan˨˩˦ lan˨˩˦ ʂu˥˩/,ɶmɶu,olive tree
colossal,en,adjective,/kəˈɫɑsəɫ/,əɑə,colossal,Beate,de,noun,/bəˈʔɑːtə/,əɑə,Battle
menyakitkan,id,adjective,/məɲakitkan/,əɶybɶm,painful,acabildan,es,verb,/akaβildan/,ɶɶybɶm,Achildan.
제공,ko,verb,/t͡ɕe̞ɡo̞ŋ/,bøom,offer,ksenon,fi,noun,/ˈksenon/,bøom,Xenon
menawarkan,id,verb,/mənawarkan/,əɶɶɶm,offer,ăn cám trả vàng,vi,noun,/ăŋ˧˥ kam˩˧ ʈa˧˩˨ jaŋ˦˨/,mɶɶɶm,eat gold
提供,zh-cn,verb,/tʰi˧˥ kʊŋ˥˥/,yʊm,provide,Biegung,de,noun,/ˈbiːgʊŋ/,yʊm,Bend
animiert,de,verb,/ˈʔanʔiˈmiːɾt/,ɶmyyb,animated,transitif,id,adjective,/transitif/,ɶmyyb,transitive
knowing,en,verb,/ˈnoʊɪŋ/,oʊʏm,knowing,修行,zh-cn,verb,/ɕjoʊ˥˥ ɕɪŋ˧˥/,oʊʏm,Practice
raksasa,id,adjective,/raʔsasa/,ɶbɶɶ,giant,albana,eo,adjective,/albana/,ɶbɶɶ,Albanian
giant,en,adjective,/ˈdʒaɪənt/,ɶʏəmb,giant,seiend,de,,/ˈzaɪ̯ənt/,ɶʏəmb,beyond
낭비,ko,adjective,/na̠ŋbi/,ɶmy,waste,أمسي,ar,noun,/ʔamsiː/,ɶmy,Sensory
wasteful,en,adjective,/ˈweɪstfəɫ/,øʏbbə,wasteful,mehligste,de,adjective,/ˈmelɪgstə/,øʏbbə,flour
浪费,zh-cn,verb,/lɑŋ˥˩ feɪ˥˩/,ɑmøʏ,waste,andre,en,noun,/ˈɑnˌdɹeɪ/,ɑmøʏ,andre
無駄になる,ja,adjective,/mɯdaninaɾɯ/,uɶyɶu,Become wasted,hồng y giáo chủ,vi,noun,/hoŋ͡m˦˨ i˧˥ jaw˩˧ cu˧˩˨/,omyɶu,cardinal
더하다,ko,verb,/tʌ̹ɦa̠da̠/,ɔɶɶ,add,boðaðar,is,verb,/pɔːðaðar/,ɔɶɶ,convened
添加,zh-cn,verb,/tʰjɛn˥˥ tɕja˥˥/,œmbɶ,Add to,nghẹn ngào,vi,verb,/ŋɛŋ˨ˀ˩ʔ ŋaw˦˨/,œmbɶ,choked
schlagen,de,verb,/ˈʃlaːɡən/,ɶəm,beat,adem,id,adjective,/adəm/,ɶəm,cool
찰싹,ko,verb,/t͡ɕʰa̠ɭs͈a̠k̚/,bɶɶb,slap,black jack,fr,verb,/blakʒak/,bɶɶb,blackjack
cengking,id,verb,/tʃəŋkiŋ/,əmym,squealing,andreen,en,verb,/ənˈdɹin/,əmym,andreen
squealing,en,verb,/ˈskwiɫɪŋ/,byʏm,squealing,flíkum,is,noun,/fliːkʏm/,byʏm,garment
走る,ja,verb,/haɕiɾɯ/,ɶyu,Run,anhidru,ro,noun,/anhidru/,ɶyu,ANHYDROUS
flippant,en,adjective,/ˈfɫɪpənt/,ʏəmb,flippant,sichtend,de,,/ˈzɪçtənt/,ʏəmb,visual
넥타이,ko,verb,/ne̞k̚tʰa̠i/,øbɶy,necktie,ĉestari,eo,adjective,/t͡ʃestari/,øbɶy,caspastari
shaky,en,adjective,/ˈʃeɪki/,øʏy,shaky,أيدي,ar,noun,/ʔeɪdiː/,øʏy,Handsome
