request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
terpelajar,id,verb,/tərpəladʒar/,əəɶɶ,educated,crevassa,fr,verb,/kʁəvasa/,bəɶɶ,crevassa
gelernt,de,verb,/gəˈlɛɾnt/,əœmb,learned,amend,en,verb,/əˈmɛnd/,əœmb,amend
learned,en,verb,/ˈɫɝnd/,əmb,learned,Bernd,de,noun,/bəˈɾnt/,əmb,Bernd
macho,en,adjective,/ˈmɑtʃoʊ/,ɑoʊ,macho,上周,zh-cn,noun,/ʂɑŋ˥˩ ʈʂoʊ˥˥/,ɑoʊ,Last week
jantan,id,adjective,/dʒantan/,ɶmɶm,male,andann,is,noun,/antan/,ɶmɶm,breath
사나이,ko,adjective,/sʰa̠na̠i/,ɶɶy,man,agrafi,eo,verb,/agrafi/,ɶɶy,to get up
wise,en,adjective,/ˈwaɪz/,ɶʏb,wise,angick,sv,noun,/²'anːjɪkː/,ɶʏb,Angick.
bijaksana,id,adjective,/bidʒaʔsana/,yɶbɶɶ,wise,amalgama,ro,noun,/amalɡama/,ɶɶbɶɶ,amalgamate
weise,de,verb,/ˈvaɪ̯zə/,ɶʏə,wise,aichele,en,noun,/ˈaɪkəɫ/,ɶʏə,aichele
賢い,ja,adjective,/kaɕikoi/,ɶyoy,smart,gorigori,es,verb,/goɾiɣoɾi/,oyoy,Gorigori
raise,en,verb,/ˈɹeɪz/,øʏb,raise,Ethik,de,noun,/ˈeːtɪk/,øʏb,ethics
menaikkan,id,verb,/mənaiʔkan/,əɶybɶm,raise,catapultâmes,fr,noun,/katapyltam/,ɶɶybɶm,catapults
올리다,ko,verb,/o̞ɭʎida̠/,oyɶ,raise,お久,ja,noun,/oçisa/,oyɶ,Achure
育てる,ja,verb,/sodateɾɯ/,oɶøu,Grow,assoyez-vous,fr,verb,/aswajevu/,ɶɶøu,sit down
增加,zh-cn,verb,/tsɤŋ˥˥ tɕja˥˥/,bombɶ,increase,종자,ko,noun,/t͡ɕo̞ŋd͡ʑa̠/,bombɶ,strain
screeching,en,verb,/ˈskɹitʃɪŋ/,byʏm,screeching,flíkum,is,noun,/fliːkʏm/,byʏm,garment
腐烂,zh-cn,verb,/fu˨˩˦ lan˥˩/,uɶm,rot,أشنان,ar,noun,/ʔuʃnaːn/,uɶm,potash
gagal,id,adjective,/gagal/,ɶɶb,failed,Gangart,de,noun,/ˈgaŋaɾt/,ɶɶb,gait
