word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
blovilo,eo,blower,ブロワー,/blovilo/,boyo,bo
投票,zh-cn,vote,投票,/tʰoʊ˧˥ pʰjɑʊ˥˩/,boʊbɑʊ,bo
토하다,ko,vomit,吐瀉物,/tʰo̞ɦa̠da̠/,boɶɶ,bo
frostigi,eo,freezing,凍結,/frostigi/,bobyy,bo
progreso,eo,progress,進捗,/progreso/,bobøo,bo
snowplow,en,snowplow,除雪機,/ˈsnoʊˌpɫaʊ/,boʊbɶʊ,bo
broncearse,es,tan,日焼け,/bɾonθeaɾse/,bomøɶø,bo
咳嗽,zh-cn,cough,咳,/kʰɤ˧˥ soʊ˥˩/,booʊ,bo
tronquearen,es,Tronquearn,Tronquearn,/tɾoŋkeaɾen/,bomøɶøm,bo
thông tin viên,vi,corresponding,対応する,/tʰoŋ͡m˧˥ tin˧˥ jiəŋ˧˥/,bommymyəm,bo
procreate,en,procreate,生殖,/ˈpɹoʊkɹiˈeɪt/,boʊbyøʏb,bo
slovenit,ro,Slovenian,スロベニア人,/slovenit/,boøyb,bo
kloonata,fi,clone,クローン,/ˈkloonɑtɑ/,booɑɑ,bo
corétan,id,crossing out,転がっています,/tʃoretan/,boøɶm,bo
恪守,zh-cn,Abide by,順守します,/kʰɤ˥˩ ʂoʊ˨˩˦/,booʊ,bo
clôturions,fr,Close,近い,/klotyʁjɔ̃/,boybɔ,bo
