word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
중요성,ko,importance,重要性,/t͡ɕuŋjosʰʌ̹ŋ/,bumobɔm,bu
詰まり,ja,Clogging,詰まり,/tsɯmaɾi/,buɶy,bu
스타킹,ko,Stockings,ストッキング,/sʰɯtʰa̠kçiŋ/,bubɶbym,bu
스모그,ko,smog,スモッグ,/sʰɯmo̞ɡɯ/,buou,bu
크레용,ko,crayon,クレヨン,/kxɯɾe̞joŋ/,buøom,bu
葡萄干,zh-cn,raisin,レーズン,/pʰu˧˥ tʰɑʊ˧˥ kan˥˥/,bubɑʊɶm,bu
studio,ro,studio,スタジオ,/studio/,buyo,bu
بروتوكول,ar,protocol,プロトコル,/bruːtuːkuːl/,buuub,bu
救急車,ja,ambulance,救急車,/kjɯɯkjɯɯɕa/,buubuuɶ,bu
투자자,ko,investor,投資家,/tʰud͡ʑa̠d͡ʑa̠/,bubɶbɶ,bu
트레일러,ko,trailer,トレーラー,/tʰɯɾe̞iɭɭʌ̹/,buøyɔ,bu
图书馆,zh-cn,library,図書館,/tʰu˧˥ ʂu˥˥ kwan˨˩˦/,buubɶm,bu
judo,en,judo,柔道,/ˈdʒuˌdoʊ/,buoʊ,bu
柔道,ja,judo,柔道,/dʑɯɯdoɯ/,buuou,bu
cucumber,en,cucumber,キュウリ,/ˈkjukəmbɝ/,buəmə,bu
frustețe,ro,frustrates,イライラする,/frustetse/,bubøbø,bu
sjúkrahúss,is,hospital,病院,/sjuːkrahus/,bubɶub,bu
bruñía,es,Bruñía,ブルーニャ,/bɾuˈɲia/,buyɶ,bu
ljúfmennsku,is,kindness,親切,/ljuvmɛnskʏ/,bubœmbʏ,bu
squash-halli,fi,squash hall,スカッシュホール,/ˈsquɑshˌhɑlli/,buɑbɑby,bu
squash-turnaus,fi,squash tournament,スカッシュトーナメント,/ˈsquɑshˌturnɑus/,buɑbuɑub,bu
快递,zh-cn,express delivery,速達便,/kʰuaɪ˥˩ ti˥˩/,buɶʏy,bu
plurfrukto,eo,Multi -fruit,マルチフルーツ,/plurfrukto/,bububo,bu
jujuran,id,Jujuran,ジュジュラン,/dʒudʒuran/,bubuɶm,bu
bruñieseis,es,Bruñieseis,Bruñieseis,/bɾuɲjeseis/,bumøøyb,bu
طوربيني,ar,Torbini,トービーニ,/tˤuːrbiːnijj/,buyy,bu
prujire,ro,Prudence,慎重,/pruʒire/,buyø,bu
铺盖,zh-cn,bedding,寝具,/pʰu˥˩ kaɪ˥˩/,buɶʏ,bu
grupigi,eo,group,グループ,/grupigi/,buyy,bu
cucunya,id,the grandson,孫,/tʃutʃuɲa/,bubuɶ,bu
