word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
kabano,eo,cabin,キャビン,/kabano/,ɶɶo,ɶo
lavabo,es,sink,シンク,/laβaβo/,ɶɶo,ɶo
fondator,ro,founder,創設者,/fondator/,omɶo,ɶo
monato,eo,month,月,/monato/,oɶo,ɶo
tegaĵo,eo,lining,粘膜,/tegaʒo/,øɶo,ɶo
glaciaĵo,eo,ice cream,アイスクリーム,/glat͡siaʒo/,bɶbyɶo,ɶo
divano,eo,a sofa,ソファ,/divano/,yɶo,ɶo
rilato,eo,relationship,関係,/rilato/,yɶo,ɶo
コラード,ja,Collard,コラード,/koɾaːdo/,oɶo,ɶo
trinkaĵo,eo,drink,飲む,/trinkaʒo/,bymɶo,ɶo
metano,es,methane,メタン,/metano/,øɶo,ɶo
kravato,eo,tie,ネクタイ,/kravato/,bɶɶo,ɶo
笑顔,ja,smile,笑顔,/egao/,øɶo,ɶo
romano,eo,a novel,小説,/romano/,oɶo,ɶo
pirato,eo,pirate,海賊,/pirato/,yɶo,ɶo
スカート,ja,skirt,スカート,/sɯkaːto/,uɶo,ɶo
hermano,es,brother,兄弟,/eɾmano/,øɶo,ɶo
planeador,es,glider,グライダー,/planeaðoɾ/,bɶøɶo,ɶo
Kranbau,de,Crane building,クレーンビルディング,/ˈkɾanbao/,bɶmɶo,ɶo
Spandau,de,Spandau,スパンダウ,/ˈʃpandao/,ɶmɶo,ɶo
sémafor,id,Sémafor,セマー,/semafor/,øɶo,ɶo
frezador,/fɾeθaðoɾ/,milling machine,製粉機,bøɶo,es,ɶo
신사도,ko,Shrine,神社,/ɕʰinsʰa̠do̞/,bymbɶo,ɶo
filator,ro,spinner,スピナー,/filator/,yɶo,ɶo
Semaphor,de,semaphore,セマフォ,/ˈzeːmafoɾ/,øɶo,ɶo
Nachbau,de,Replica,レプリカ,/ˈnaxˌbao/,ɶbɶo,ɶo
guano,ro,guano,グアノ,/ɡuwano/,uɶo,ɶo
sábalo,es,shad,シャッド,/ˈsaβalo/,ɶɶo,ɶo
唐子,ja,Karako,唐子,/kaɾako/,ɶɶo,ɶo
Idaho,fr,Idaho,アイダホ,/idao/,yɶo,ɶo
miệng na mô,vi,Male Model,男性モデル,/miəŋ˨ˀ˩ʔ na˧˥ mo˧˥/,yəmbɶo,ɶo
guascazo,es,Guascazo,グスカゾ,/gwaskaθo/,bɶbɶo,ɶo
奈他何,zh-cn,奈 他 他,奈他他,/naɪ˥˩ tʰa˥˥ xɤ˧˥/,ɶʏbɶo,ɶo
Gestapo,fr,Gestapo,ゲシュタポ,/gɛstapo/,œbɶo,ɶo
Tả Ngải Chồ,vi,Ta Ngai,タンガイ,/ta˧˩˨ ŋaj˧˩˨ co˦˨/,ɶɶo,ɶo
navaĥo,eo,Navajo,ナバホ,/navaxo/,ɶɶo,ɶo
중괄호,ko,brace,ブレース,/t͡ɕuŋɡwa̠ɾβo̞/,bumbɶo,ɶo
