word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
entschuldigen,de,to apologize,謝罪する,/ɛntˈʃʊldiɡən/,œmbʊbyəm,əm
irreführen,de,mislead,誤解を招く,/ˈʔɪɾɾeˌfyɾən/,ʏøyəm,əm
beseitigen,de,remove,削除する,/bəˈzaɪ̯tɪɡən/,əɶʏʏəm,əm
belästigen,de,molest,痴漢,/bəˈlɛstɪgən/,əœbʏəm,əm
rechtfertigen,de,justify,正当化します,/ʁɛçtˈfɛʁtiɡən/,œbœbyəm,əm
übertreiben,de,exaggerate,誇張します,/ˌyːbəʁˈtʁaɪ̯bən/,yəbbɶʏəm,əm
epithelium,en,epithelium,上皮,/ˌɛpɪˈθiɫjəm/,œʏyəm,əm
beleidigen,de,offend,気分を害する,/bəˈlaedɪgən/,əɶøʏəm,əm
existieren,de,exist,存在,/ˌɛksɪsˈtiːʀən/,œbʏbyəm,əm
higginbottom,en,higginbottom,higginbottom,/hɪɡɪnˈbɑtəm/,ʏʏmɑəm,əm
hypotheken,en,hypotheken,仮説,/ˌhaɪˈpɑθəkən/,ɶʏɑəəm,əm
vá trời lấp biển,/ja˩˧ ʈɤj˦˨ lɤ̆p˦˥ biəŋ˧˩˨/,patch,パッチ,ɶoobyəm,vi,əm
宾客阗门,zh-cn,Guest,ゲスト,/pɪn˥˥ kʰɤ˥˩ tʰjɛn˧˥ mən˧˥/,ʏmbobœməm,əm
渗漏理论,zh-cn,Leakage theory,漏れ理論,/ʂən˥˩ loʊ˥˩ li˨˩˦ luən˥˩/,əmoʊyuəm,əm
copernican,en,copernican,コペルニカン,/kəˈpɝnəkən/,əəəəm,əm
înconjurăm,ro,surround,囲む,/ɨnkonʒurəm/,ʉmomuəm,əm
勇力过人,zh-cn,Courageous,勇気のある,/jʊŋ˨˩˦ li˥˩ kuɔ˥˩ ʐən˧˥/,ʊmyuɔəm,əm
elaborăm,ro,develop,発展させる,/elaborəm/,øɶoəm,əm
