word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
卒業,ja,graduation,卒業,/sotsɯgjoɯ/,obubou,ou
ユニフォーム,ja,uniform,ユニフォーム,/jɯniɸoːmɯ/,uyou,ou
騎士道,ja,Chivalry,騎士道,/kiɕidoɯ/,yyou,ou
パトロール,ja,patrol,パトロール,/patoɾoːɾɯ/,ɶoou,ou
手数料,ja,commission,手数料,/tesɯɯɾjoɯ/,øuuou,ou
非武装,ja,Unarmed,非武装,/çibɯsoɯ/,yuou,ou
スタンドオフ,ja,Stand -off,スタンドオフ,/sɯtaɴdooɸɯ/,uɶmoou,ou
大統領,ja,president,大統領,/daitoɯɾjoɯ/,ɶyouou,ou
失業,ja,unemployment,失業,/ɕitsɯgjoɯ/,ybubou,ou
下水道,ja,Sewerage,下水道,/gesɯidoɯ/,øuyou,ou
ブローホール,ja,blow hole,ブローホール,/bɯɾoːhoːɾɯ/,uoou,ou
悪党,ja,Villain,悪党,/akɯtoɯ/,ɶuou,ou
オルゴール,ja,Music box,オルゴール,/oɾɯgoːɾɯ/,ouou,ou
灯籠,ja,Lantern,灯籠,/toɯɾoɯ/,ouou,ou
泥棒,ja,thief,泥棒,/doɾoboɯ/,ooou,ou
kaulakoru,fi,necklace,ネックレス,/ˈkɑulɑˌkoru/,ɑuɑou,ou
フクロウ,ja,owl,フクロウ,/ɸɯkɯɾoɯ/,uuou,ou
korvakoru,fi,earrings,イヤリング,/ˈkorvɑˌkoru/,oɑou,ou
約束,ja,promise,約束,/jakɯsokɯ/,ɶuou,ou
bồ tu bồ túi,vi,Bodhi Bodhi,bodhi bodhi,/bo˦˨ tu˧˥ bo˦˨ tuj˩˧/,ouou,ou
nintendó,is,nintendo,任天堂,/nɪntɛntou/,ʏmœmou,ou
아날로그,ko,analog,アナログ,/a̠na̠ɭɭo̞ɡɯ/,ɶɶou,ou
sărăroiu,ro,Sărăroiu,særòliu,/sərəroju/,əəou,ou
纵情歌舞,zh-cn,Prostitution,売春,/tsʊŋ˥˩ tɕʰɪŋ˧˥ kɤ˥˥ u˨˩˦/,bʊmbbʏmou,ou
xỏ chân lỗ mũi,vi,Piercing the foot of the nostril,鼻孔の足を突き刺す,/sɔ˧˩˨ cɤ̆ŋ˧˥ lo˧˩˨ muj˧˩˨/,ɔomou,ou
chuyển quyền sở hữu,vi,transfer of ownership,所有権の譲渡,/cwiəŋ˧˩˨ wiɛŋ˦˨ ʂɤ˧˩˨ hɯw˧˩˨/,yəmyœmou,ou
동티모르,ko,East Timor,東ティモール,/to̞ŋtʰimo̞ɾɯ/,ombyou,ou
Tohuwabohu,de,Tohuwabohu,Tohubohu,/ˈtoːuvɑbou/,ouɑou,ou
hermosolu,fi,nerve cell,神経細胞,/ˈhermoˌsolu/,øoou,ou
gúmmískó,is,rubber,ゴム,/kumiskouː/,uybou,ou
chí công vô tư,vi,Indifferent care,無関心なケア,/ci˩˧ koŋ͡m˧˥ jo˧˥ tɯ˧˥/,yommou,ou
광고소구,ko,Advertising,広告,/kwa̠ŋɡo̞sʰo̞ɡu/,bɶmobou,ou
promontoriu,ro,promontory,岬,/promontorju/,boomou,ou
