word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
naviguer,fr,navigate,ナビゲートします,/navige/,ɶyø,ɶy
aripă,ro,wing,羽,/aripə/,ɶyə,ɶy
asistir,es,attend,出席,/asistiɾ/,ɶyby,ɶy
알리다,ko,inform,知らせる,/a̠ɭʎida̠/,ɶyɶ,ɶy
qualifier,fr,to qualify,資格を得る,/kalifje/,ɶybø,ɶy
manieră,ro,manner,マナー,/manierə/,ɶyøə,ɶy
parrilla,es,grill,グリル,/pariʎa/,ɶyɶ,ɶy
aviron,fr,rowing,ローイング,/aviʁɔ̃/,ɶyɔ,ɶy
愛する,ja,love,愛する,/aisɯɾɯ/,ɶyuu,ɶy
passieren,de,happen,起こる,/paˈsiːʁen/,ɶyøm,ɶy
وليصخ,ar,And scream,そして悲鳴,/waliːasˤux/,ɶyɶbub,ɶy
væntanleg,is,prospect,見込み,/vain̥tanlɛɣ/,ɶymɶmœ,ɶy
儿媳妇儿,zh-cn,Daughter -in -law,義理の娘,/aɻ˧˥ ɕi˧˥ fu˧ aɻ˧/,ɶyuɶ,ɶy
cartiruit,ro,cartridge,カートリッジ,/kartiruit/,ɶyuyb,ɶy
saniertet,de,renovated,改修,/ˈzaniːɾtət/,ɶyəb,ɶy
有り得,ja,Fairly good,有り得,/aɾiɯ/,ɶyu,ɶy
sanigi,eo,to heal,癒すために,/sanigi/,ɶyy,ɶy
وليكدر,ar,And to disturb,そして邪魔する,/waliːakdur/,ɶyɶbu,ɶy
pacheșcă,ro,Package,パッケージ,/pakʲ̩eʃkə/,ɶyøə,ɶy
가리개,ko,Hidden,隠れた,/ka̠ɾiɡɛ̝/,ɶyœ,ɶy
schattiertet,de,shaded,影付き,/ʃatiːɾtət/,ɶyəb,ɶy
