word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
chaleco,es,vest,ベスト,/tʃaleko/,bɶøo,øo
スレート,ja,slate,スレート,/sɯɾeːto/,uøo,øo
trong trẻo,vi,clarity,明快さ,/ʈɔŋ͡m˧˥ ʈeo˧˩˨/,ɔmmøo,øo
pokero,eo,poker,ポーカー,/pokero/,oøo,øo
dinero,es,money,お金,/dineɾo/,yøo,øo
criterio,es,criterion,基準,/kɾiteɾjo/,byøo,øo
reverso,es,reverse,逆行する,/reβeɾso/,øøo,øo
número,es,number,番号,/ˈnumeɾo/,uøo,øo
kandelo,eo,candle,キャンドル,/kandelo/,ɶmøo,øo
fotelo,eo,armchair,アームチェア,/fotelo/,oøo,øo
cencerro,es,cowbell,カウベル,/θenθero/,ømøo,øo
barelo,eo,barrel,たる,/barelo/,ɶøo,øo
ventego,eo,a whirlwind,旋風,/ventego/,ømøo,øo
buñuelo,es,fritter,フリッター,/buɲwelo/,umøo,øo
domego,eo,mansion,邸宅,/domego/,oøo,øo
sitelo,eo,bucket,バケツ,/sitelo/,yøo,øo
numero,eo,number,番号,/numero/,uøo,øo
konfeso,eo,Confession,告白,/konfeso/,omøo,øo
kazerno,eo,barracks,兵舎,/kazerno/,ɶøo,øo
acuerdo,es,agreement,合意,/akweɾðo/,ɶbøo,øo
トレード,ja,trade,トレード,/toɾeːdo/,oøo,øo
centeno,es,rye,ライ麦,/θenteno/,ømøo,øo
baseno,eo,basin,たらい,/baseno/,ɶøo,øo
半ベソ,ja,Half -vesor,半ベソ,/haɴbeso/,ɶmøo,øo
peméo,id,Peméo,ペメオ,/pəmeo/,əøo,øo
가계도,ko,family tree,家系図,/ka̠ɡje̞do̞/,ɶbøo,øo
Speiserohr,de,Die,死ぬ,/ˈʃpaezeɾoɾ/,ɶøøo,øo
intello,/ɛ̃telo/,nerd,オタク,œøo,fr,øo
subteno,eo,Support,サポート,/subteno/,ubøo,øo
fazelor,ro,phase,段階,/fazelor/,ɶøo,øo
기인제도,/kiind͡ʑe̞do̞/,Stimulus,刺激,yymbøo,ko,øo
datelor,ro,dATES,日付,/datelor/,ɶøo,øo
ポテト,ja,potato,ポテト,/poteto/,oøo,øo
gai mèo,/ɣaj˧˥ meo˦˨/,cat,猫,ɶøo,vi,øo
pusero,/ˈpusero/,blouse,ブラウス,uøo,fi,øo
mengékor,id,Thinking,考え,/məŋekor/,əøo,øo
Libero,de,Libero,リベロ,/ˈliːbeɾo/,yøo,øo
シーゲート,ja,Seagate,シーゲート,/ɕiːgeːto/,yøo,øo
végétaux,fr,plants,植物,/veʒeto/,øøo,øo
aspersor,ro,sprinklers,スプリンクラー,/aspersor/,ɶbøo,øo
fajero,es,Fajero,ファジェロ,/faxeɾo/,ɶøo,øo
maksuehto,fi,payment,支払い,/ˈmɑksuˌehto/,ɑbuøo,øo
adquiero,es,I ADQUE,私はadqueです,/aðkjeɾo/,ɶbbøo,øo
bánh bèo,vi,duck cake,アヒルケーキ,/ban˩˧ beo˦˨/,ɶmøo,øo
meo meo,vi,Meo meo,Meo Meo,/meo˧˥ meo˧˥/,øoøo,øo
lõ lẽo,vi,gratitude,感謝,/lɔ˧˩˨ leo˧˩˨/,ɔøo,øo
Bolero,de,bolero,ボレロ,/ˈboːleɾo/,oøo,øo
