word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
돌고래,ko,Dolphin,イルカ,/to̞ɭɡo̞ɾɛ̝/,ooœ,oo
コホート,ja,cohort,コホート,/kohoːto/,ooo,oo
booleano,es,Boolean,ブール,/booleano/,ooøɶo,oo
乙女,ja,Maiden,乙女,/otome/,ooø,oo
舗装,ja,pavement,舗装,/hosoɯ/,oou,oo
forfotă,ro,bustle,bus騒,/forfotə/,ooə,oo
鈍い,ja,dull,鈍い,/osoi/,ooy,oo
大臣,ja,Minister,大臣,/otodo/,ooo,oo
ボトル,ja,Bottle,ボトル,/botoɾɯ/,oou,oo
旅行者,ja,Traveler,旅行者,/ɾjokoɯɕa/,oouɶ,oo
车右,zh-cn,Right,右,/ʈʂʰɤ˥˥ joʊ˥˩/,ooʊ,oo
gonoré,id,Gonoré,ゴノレ,/gonore/,ooø,oo
dây dẫn sáng,vi,light wire,ライトワイヤー,/jɤ̆j˧˥ jɤ̆ŋ˧˩˨ ʂaŋ˩˧/,oomɶm,oo
pologaș,ro,Pologaș,ポロガ,/poloɡaʃ/,ooɶ,oo
得手,zh-cn,succeed,成功した,/tɤ˧˥ ʂoʊ˨˩˦/,ooʊ,oo
보로통,ko,Borotong,ボロトン,/po̞ɾo̞tʰo̞ŋ/,oobom,oo
cờ lông công,vi,public flag,公共国旗,/kɤ˦˨ loŋ͡m˧˥ koŋ͡m˧˥/,oommomm,oo
topocho,es,Topocho,トポチョ,/topotʃo/,oobo,oo
kolorierst,de,colored,色付き,/koloˈɾiːɾst/,ooybb,oo
Kolonjo,eo,Cologne,ケルン,/kolonjo/,oomo,oo
dorloti,eo,pamper,甘やかす,/dorloti/,ooy,oo
