word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
kemiri,id,hazelnut,ヘーゼルナッツ,/kəmiri/,əyy,əy
honeybee,en,honeybee,ミツバチ,/ˈhəniˌbi/,əyy,əy
mengiris,id,Slicing,スライス,/məŋiris/,əyyb,əy
berita,id,news,ニュース,/bərita/,əyɶ,əy
pengikis,id,scraper,スクレーパー,/pəŋikis/,əyyb,əy
penipu,id,cheater,詐欺師,/pənipu/,əyu,əy
pengirim,id,sender,送信者,/pəŋirim/,əyym,əy
sedikit,id,a little,少し,/sədikit/,əyyb,əy
Gemüse,de,vegetables,野菜,/ɡəˈmyːzə/,əyə,əy
burrito,en,burrito,ブリトー,/bɝˈitoʊ/,əyoʊ,əy
mengikat,id,tie,ネクタイ,/məŋikat/,əyɶb,əy
serinèrent,fr,serine,セリン,/səʁinɛʁ/,əyœb,əy
revissasses,fr,revissasses,リバサス,/ʁəvisas/,əyɶb,əy
urbina,en,urbina,ウルビナ,/ɝˈbinə/,əyə,əy
十一点钟,zh-cn,eleven o 'clock,十一時,/ʂɚ˧˥ i˥˩ tjɛn˨˩˦ ʈʂʊŋ˥˥/,əybœmʊm,əy
machinists,en,machinists,機械工,/məˈʃinɪsts/,əyʏbbb,əy
fertitta,en,fertitta,フェルティッタ,/fɝˈtitə/,əyə,əy
bășica,ro,bladder,膀胱,/bəʃika/,əyɶ,əy
reniflée,fr,sniff,スニッフ,/ʁənifle/,əybø,əy
demi-queue,fr,half-tail,ハーフテール,/dəmikø/,əyø,əy
侄媳妇,zh-cn,Nephew,甥,/ʈʂɚ˧˥ ɕi˧˥ fu˧/,əyu,əy
实习生,zh-cn,intern,インターン,/ʂɚ˧˥ ɕi˧˥ ʂɤŋ˥˥/,əyom,əy
