word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
ホテル,ja,Hotel,ホテル,/hoteɾɯ/,oøu,oø
orquesta,es,orchestra,オーケストラ,/oɾkesta/,oøbɶ,oø
奴隷,ja,slave,奴隷,/doɾei/,oøy,oø
corriente,es,stream,ストリーム,/korjente/,oømø,oø
ofendo,eo,offense,攻撃,/ofendo/,oømo,oø
ofensa,es,offense,攻撃,/ofensa/,oømɶ,oø
ópera,es,Opera,オペラ,/ˈopeɾa/,oøɶ,oø
bolero,es,bolero,ボレロ,/boleɾo/,oøo,oø
ボレロ,ja,Bolero,ボレロ,/boɾeɾo/,oøo,oø
トレッド,ja,tread,トレッド,/toɾedːo/,oøbo,oø
pomelo,es,grapefruit,グレープフルーツ,/pomelo/,oøo,oø
folleto,es,user information,ユーザー情報,/foʎeto/,oøo,oø
モデム,ja,modem,モデム,/modemɯ/,oøu,oø
kokea,fi,experience,経験,/ˈkokeɑ/,oøɑ,oø
posedi,eo,to own,所有する,/posedi/,oøy,oø
Molekül,de,molecule,分子,/moleˈkyːl/,oøyb,oø
dây đeo,vi,strap,吊り革,/jɤ̆j˧˥ deo˧˥/,oøo,oø
ŝtonejo,eo,Stone,結石,/ʃtoneio/,oøyo,oø
cổ leo,vi,climbing neck,首を登る,/ko˧˩˨ leo˧˥/,oøo,oø
lokero,fi,locker,ロッカー,/ˈlokero/,oøo,oø
古蹟,ja,Remnants,古蹟,/koseki/,oøy,oø
ロケラン,ja,Locus run,ロケラン,/ɾokeɾaɴ/,oøɶm,oø
諸説,ja,Various theories,諸説,/ɕosetsɯ/,oøbu,oø
로렌슘,ko,Lauren,ローレン,/ɾo̞ɾe̞nɕʰjum/,oømbum,oø
kornéa,id,kornéa,コルネア,/kornea/,oøɶ,oø
orele,ro,hours,時間,/orele/,oøø,oø
dây néo,vi,wire,ワイヤー,/jɤ̆j˧˥ neo˩˧/,oøo,oø
auréolais,fr,Auréolais,Auréolais,/oʁeɔlɛ/,oøɔœ,oø
coregent,ro,Coregent,Coregent,/koredʒent/,oøbømb,oø
Aurélien,fr,Aurélien,オーレン,/oʁeljɛ̃/,oøbœ,oø
koeaika,fi,probation,保護観察,/ˈkoeˌɑikɑ/,oøɑyɑ,oø
车水,zh-cn,Car,車,/ʈʂʰɤ˥˥ ʂweɪ˨˩˦/,oøʏ,oø
auréolez,fr,halo,ハロー,/oʁeɔle/,oøɔø,oø
路線価,ja,Route price,路線価,/ɾoseɴka/,oømɶ,oø
boléro,id,Boléro,ボレロ,/bolero/,oøo,oø
热水瓶,zh-cn,thermos,魔法瓶,/ʐɤ˥˩ ʂweɪ˨˩˦ pʰɪŋ˧˥/,oøʏbʏm,oø
poténsi,id,potency,効力,/potensi/,oømy,oø
