word,word_lang,word_ipa,word_ipa_rhyme,word_en,word_ja,pair_word,pair_word_lang,pair_word_ipa,pair_word_ipa_rhyme,pair_word_en,pair_word_ja,rhyme_type,match_ipa_rhyme,pos,syllable
حرج,ar,/ħaridʒa/,ɶybɶ,HARAJ,ハラジ,kalikla,eo,/kalikla/,ɶybɶ,Calic,カリック,to,ybɶ,noun,3
alarmo,eo,/alarmo/,ɶɶo,alarm,警報,surrogat,sv,/sɵrʊg'ɑːt/,œʏmɶ,surrogate,代理,,,noun,3
alarma,ro,/alarma/,ɶɶɶ,alarm,警報,überblicktet,de,/ˈʔyːbɛɾblɪktət/,ʏbʏəm,overlooked,見落とされています,,,noun,3
vekjaraklukka,is,/vɛːcaraklʏhka/,œɶɶbʏɶ,alarm clock,目覚まし時計,vannerez,fr,/vanəʁe/,ɑubɶəbɔ,valve,バルブ,to,,noun,5
alarma,es,/alaɾma/,ɶɶɶ,alarm,警報,décrêpasse,fr,/dekʁepas/,øbøɶb,decrease,下降,,,noun,3
motorcar,en,/ˈmoʊtɝˌkɑɹ/,oʊəɑ,motorcar,自動車,Þjóðleikhúsinu,is,/θjouðleikhuːsɪnʏ/,œɔʏm,The National Theater,国立劇場,,,noun,3
自動車,ja,/dʑidoɯɕa/,byouɶ,Automobile,自動車,tuỳ cơ ứng biến,vi,/twi˦˨ kɤ˧˥ ɯŋ˩˧ biəŋ˩˧/,byoumyəm,Depending on the improvisation,即興に応じて,to,you,noun,3
Automobil,de,/aʊ̯tomoˈbiːl/,ɶʊooyb,automobile,自動車,㣿,zh-cn,/ʈʂuɔ˧˥/,yɶɑmbœm,Bleak,暗い,,,noun,4
automóvil,es,/autoˈmoβil/,ɶuooyb,car,車,paludolog,ro,/paludoloɡ/,ɶuoob,Paludologist,口可M学者,to,uoo,noun,4
oversight,en,/ˈoʊvɝˌsaɪt/,oʊəɶʏb,oversight,監視,eignirnar,is,/eiknɪtnar/,øybʏbɶ,the property,プロパティ,,,noun,3
valvonta,fi,/ˈvɑlvontɑ/,ɑbomɑ,control,コントロール,tempayan,id,/təmpajan/,əmɶɶm,Jars,瓶,,,noun,3
eftirlit,is,/ɛftɪrlɪːt/,œbʏʏb,surveillance,監視,Äbtissin,de,/ɛpˈtɪsɪn/,œbʏʏm,abbess,修道院,to,bʏʏ,noun,3
