word,word_lang,word_ipa,word_ipa_rhyme,word_en,word_ja,pair_word,pair_word_lang,pair_word_ipa,pair_word_ipa_rhyme,pair_word_en,pair_word_ja,rhyme_type,match_ipa_rhyme,pos,syllable
paragraph,en,/ˈpæɹəˌɡɹæf/,æəbæb,paragraph,段落,鼻尖,zh-cn,/pi˧˥ tɕjɛn˥˥/,ɶbɶʏ,tip of the nose,鼻の先端,,,noun,3
párrafo,es,/ˈparafo/,ɶɶo,paragraph,段落,álit,is,/auːlɪt/,ʏbɶɶ,reputation,評判,,,verb,3
段落,zh-cn,/twan˥˩ luɔ˥˩/,bɶmuɔ,paragraph,段落,삼군부,ko,/sʰa̠mɡunbu/,bɶmumu,Samgun,サムガン,to,ɶmu,verb,3
alineo,eo,/alineo/,ɶyøo,paragraph,段落,aritenoid,ro,/aritenoid/,ɶyøoyb,arytenoid,リエネイド,to,yøo,noun,4
議会,ja,/gikai/,yɶy,Parliament,議会,escaramuceáramos,es,/eskaɾamuθeˈaɾamos/,oøob,We will score,得点します,,,noun,3
parlamento,es,/paɾlamento/,ɶɶømo,parliament,議会,parlamenta,ro,/parlamenta/,ɶɶømɶ,parley,パーリー,to,ɶøm,noun,4
parlement,fr,/paʁləmɑ̃/,ɶbəɑ,parliament,議会,veröldinni,is,/vɛːrœltɪnɪ/,bbɶuʏʏm,world,世界,to,,noun,3
parlamentti,fi,/ˈpɑrlɑˌmentti/,ɑɑømby,parliament,議会,quieting,en,/ˈkwaɪətɪŋ/,bəyoʊ,quieting,静けさ,,,noun,4
logistik,id,/logistiʔ/,oybyb,logistics,ロジスティクス,노릿이,ko,/no̞ɾiɕʰi/,oyby,Nori,私も,to,yby,noun,3
ロジスティクス,ja,/ɾodʑisɯteikɯsɯ/,obyuøyuu,logistics,ロジスティクス,kolmikuukautinen,fi,/ˈkolmiˌkuukɑuˌtinen/,obyuuɑuyøm,three -month -old,3ヶ月 -  old,to,byu,noun,6
loĝistiko,eo,/lod͡ʒistiko/,obybyo,logistics,ロジスティクス,josnicie,ro,/ʒosnitʃije/,obybyø,villainy,悪党,to,byby,noun,4
logística,es,/loˈxistika/,oybyɶ,Logistics,ロジスティクス,呼び塩,ja,/jobidʑio/,oybyo,Salin,呼び塩,to,yby,verb,4
neuletakki,fi,/ˈneuleˌtɑkki/,øuøɑby,cardigan,カーディガン,Heiðrúnar,is,/heiðrunar/,ymbɶœʏm,Honor,名誉,,,noun,4
cardigan,en,/ˈkɑɹdɪɡən/,ɑʏəm,cardigan,カーディガン,Habichten,de,/ˈhɑːbɪçtən/,ɑʏəm,Hawk,鷹,to,ʏəm,noun,3
カーディガン,ja,/kaːdeigaɴ/,ɶøyɶm,cardigan,カーディガン,pardesiaș,ro,/pardesiaʃ/,ɶøyɶ,Pardesiaș,Pardesiaș,to,øyɶ,adjective,3
지하철,ko,/t͡ɕiɦa̠t͡ɕʰʌ̹ɭ/,byɶbbɔ,subway,地下鉄,flísarnar,is,/fliːsatnar/,byɶbɶ,the tiles,タイル,to,yɶb,noun,3
subway,en,/ˈsəbˌweɪ/,əbøʏ,subway,地下鉄,智慧,zh-cn,/ʈʂɚ˥˩ xweɪ˥˩/,əbøʏ,wisdom,知恵,to,bøʏ,noun,3
metroo,eo,/metroo/,øboo,Metro,メトロ,despootti,fi,/ˈdespootti/,øbooby,despot,専制,to,boo,noun,3
ortografía,es,/oɾtoɣɾaˈfia/,ooɶyɶ,orthography,正書法,Monomanie,de,/monoˈmaniː/jə/,ooɶyə,Monomania,モノマニア,to,oɶy,noun,5
ortografie,ro,/ortoɡrafije/,oobɶyø,spelling,つづり,fotogravuro,eo,/fotogravuro/,oobɶuo,photographer,写真家,to,obɶ,noun,5
oikeinkirjoitus,fi,/ˈoikeinkirˌjoitus/,oyøymyoyub,spelling,つづり,dosiersistemo,eo,/dosiersistemo/,oyøybøo,a file system,ファイルシステム,to,yøy,noun,5
ankanpoikanen,fi,/ˈɑnkɑnˌpoikɑnen/,ɑmɑmoyɑøm,duckling,アヒルのような,亡羊补牢,zh-cn,/wɑŋ˧˥ jɑŋ˧˥ pu˨˩˦ lɑʊ˧˥/,ɑmɑmuɑʊ,Dead sheep to make up for,補うための死んだ羊,to,mɑm,verb,5
arpajaiset,fi,/ˈɑrpɑˌjɑiset/,ɑɑɑyøb,lottery,宝くじ,takahashi,en,/tɑkɑˈhɑʃi/,ɑɑɑy,takahashi,高橋,to,ɑɑy,noun,4
happdrætti,is,/hahptraihtɪ/,ɶbbɶyʏ,lottery,宝くじ,passepoilât,fr,/paspwala/,ɶbbɶɶ,piping,配管,to,bbɶ,noun,3
宝くじ,ja,/takaɾakɯdʑi/,ɶɶɶuby,lottery,宝くじ,barajadura,es,/baɾaxaðuɾa/,ɶɶɶuɶ,Barajadura,バラジャドゥラ,to,ɶɶu,noun,5
lottery,en,/ˈɫɑtɝi/,ɑəy,lottery,宝くじ,一卷,zh-cn,/i˥˩ tɕɥœn˨˩˦/,uɑʊ,,1つのボリューム,,,noun,3
memukul,id,/məmukul/,əuub,hit,打つ,răuruscă,ro,/rəuruskə/,əuubə,leave,離れる,to,uub,verb,3
مستمر,ar,/mustamirr/,ubɶy,continuous,連続,kucai,id,/kutʃai/,ubɶy,chucky,チャッキー,to,bɶy,adjective,3
konstanto,eo,/konstanto/,ombɶmo,constant,絶え間ない,동화력,ko,/to̞ŋβwa̠ɾjʌ̹k̚/,ombɶɔb,Fair,公平,to,mbɶ,adjective,3
زمن,ar,/zamina/,ɶyɶ,time,時間,Rechnungsprüfer,de,/ˈɾɛçnʊŋspɾyfɐ̯/,œbbœmə,Auditor,監査人,,,noun,3
inutile,fr,/inytil/,yyyb,useless,使い物にならない,mimiikka,fi,/ˈmimiikkɑ/,yyybɑ,mimicry,模倣,to,yyb,adjective,3
menyangkal,id,/məɲaŋkal/,əɶmɶb,deny,拒否,gehandhabt,de,/gəˈhantapt/,əɶmɶbb,handled,処理,to,ɶmɶb,verb,3
widerlegen,de,/ˈviːdɛɾlegən/,yœøəm,refute,反論,herbajeabais,es,/eɾβaxeaβais/,øɶøɶɶyb,You were herbing,あなたはharっていました,,,verb,4
kumota,fi,/ˈkumotɑ/,uoɑ,repeal,廃止,kelukur,id,/kəlukur/,əuu,Gratitude,感謝,,,verb,3
sabotor,ro,/sabotor/,ɶoo,saboteur,破壊者,coaccionéis,es,/koakθjoˈneis/,oɶbboøyb,You coercion,あなたは強制します,,,adjective,3
maanläheinen,fi,/ˈmɑɑnlæˌheinen/,ɑɑmæøyøm,earthy,素朴,schimbam,ro,/skʲ̩imbam/,ɶboyym,change,変化する,,,adjective,4
ilmapallo,fi,/ˈilmɑˌpɑllo/,ybɑɑbo,balloon,バルーン,Tiefgaragen,de,/ˈtiːfgɑɾɑgən/,ybɑɑəm,Underground garages,地下ガレージ,to,bɑɑ,noun,4
البنسلين,ar,/aːlbinisiliːn/,ɶbyyyym,Penicillin,ペニシリン,administrejo,eo,/administreio/,ɶbyybbøyo,administration room,管理室,to,byy,noun,5
penisilliini,fi,/ˈpenisilˌliini/,øyybyyy,penicillin,ペニシリン,歴史地図,ja,/ɾekiɕitɕizɯ/,øyybyu,Historical map,歴史地図,to,yyby,noun,5
penicillin,en,/ˌpɛnəˈsɪɫən/,œəʏəm,penicillin,ペニシリン,derjenigen,de,/ˈdɛɾjənɪgən/,œəʏəm,of those,それらの,to,əʏəm,noun,4
