word,word_lang,word_ipa,word_ipa_rhyme,word_en,word_ja,pair_word,pair_word_lang,pair_word_ipa,pair_word_ipa_rhyme,pair_word_en,pair_word_ja,rhyme_type,match_ipa_rhyme,pos,syllable
飾り羽,ja,/kazaɾibane/,ɶɶyɶø,Decorative feathers,飾り羽,amatirisme,id,/amatirismə/,ɶɶyybə,amateurism,アマチュアリズム,to,ɶy,noun,5
penacho,es,/penatʃo/,øɶbo,plume,飾り羽,legalsten,de,/ˈleːgalstən/,øɶbbəm,most legal,最も合法,to,ɶb,verb,3
plumaro,eo,/plumaro/,buɶo,plumage,羽,truhaneabas,es,/tɾuaneaβas/,buɶøɶɶb,Truhaneabas,Truhaneabas,to,uɶ,noun,3
cronică,ro,/kronikə/,boyə,chronicle,クロニクル,ý nghĩa,vi,/i˩˧ ŋiə˧˩˨/,yyə,meaningful,意味があります,kyaku,yə,adjective,3
kronikka,fi,/ˈkronikkɑ/,boybɑ,chronicle,クロニクル,Etatjahr,de,/ˈʔeːtatjɑɾ/,øɶbɑ,Budget year,予算年,kyaku,bɑ,noun,3
crónica,es,/ˈkɾonika/,boyɶ,chronicle,クロニクル,gelisah,id,/gəlisah/,əyɶ,nervous,緊張,kyaku,yɶ,adjective,3
chronicle,en,/ˈkɹɑnɪkəɫ/,bɑʏə,chronicle,クロニクル,坏事,zh-cn,/xuaɪ˥˩ ʂɚ˥˩/,uɶʏə,bad thing,悪いこと,kyaku,ʏə,noun,3
contratación,es,/kontɾataˈθjon/,ombɶɶbom,hiring,雇用,rakkaudeton,fi,/ˈrɑkkɑuˌdeton/,ɑbɑuøom,loveless,愛のない,kyaku,om,noun,4
Bergbau,de,/bəˈɾkbao/,əbɶo,Mining,マイニング,replâtrant,fr,/ʁəplatʁɑ̃/,əbɶbɑ,replute,再生,to,bɶ,noun,3
pendapat,id,/pəndapat/,əmɶɶb,opinion,意見,competas,es,/kompetas/,omøɶb,Competes,競争します,kyaku,ɶb,noun,3
競合,ja,/kjoɯgoɯ/,bouou,Conflict,競合,sportumi,eo,/sportumi/,bouy,to sport,スポーツに,to,ou,verb,3
contention,fr,/kɔ̃tɑ̃sjɔ̃/,ɔɑbɔ,restraint,拘束,인과설,ko,/inɡwa̠sʰʌ̹ɭ/,ymbɶbɔ,Phosphorus,リン,kyaku,bɔ,noun,3
vegetarano,eo,/vegetarano/,øøɶɶo,vegetarian,ベジタリアン,コマーシャルアート,ja,/komaːɕaɾɯaːto/,oɶɶuɶo,Commercial art,コマーシャルアート,kyaku,ɶo,noun,5
vegetarian,en,/ˌvɛdʒəˈtɛˌɹiən/,œbəœyəm,vegetarian,ベジタリアン,援引条文,zh-cn,/ɥœn˧˥ ɪn˨˩˦ tʰjɑʊ˧˥ uən˧˥/,œmʏmbɑʊuəm,Quotation,引用,kyaku,əm,noun,4
咖啡,zh-cn,/kʰa˥˥ feɪ˥˥/,bɶøʏ,coffee,コーヒー,사회학,ko,/sʰa̠ɦø̞ɦa̠k̚/,bɶøɶb,sociology,社会学,to,ɶø,noun,3
보드카,ko,/po̞dɯkʰa̠/,oubɶ,vodka,ウォッカ,penetra,eo,/penetra/,øøbɶ,penetrating,浸透,kyaku,bɶ,verb,3
falsificación,es,/falsifikaˈθjon/,ɶbyyɶbom,falsification,改ざん,セカンドオピニオン,ja,/sekaɴdoopinioɴ/,øɶmooyyom,Second opinion,セカンドオピニオン,kyaku,om,noun,5
偽造,ja,/gizoɯ/,you,Counterfeiting,偽造,oiseau-mouche,fr,/wazomuʃ/,ɶou,Hummingbird,ハチドリ,kyaku,ou,noun,3
伪造,zh-cn,/weɪ˨˩˦ tsɑʊ˥˩/,øʏbɑʊ,Fake,偽,سيطر,ar,/seɪtˤara/,øʏbɶɶ,Control,コントロール,to,ʏb,noun,3
pokero,eo,/pokero/,oøo,poker,ポーカー,Speiserohr,de,/ˈʃpaezeɾoɾ/,ɶøøo,Die,死ぬ,kyaku,øo,noun,3
familinomo,eo,/familinomo/,ɶyyoo,surname,姓,toạ sơn quan hổ đấu,vi,/twa˨ˀ˩ʔ ʂɤŋ˧˥ waŋ˧˥ ho˧˩˨ dɤ̆w˩˧/,bɶbomɶmoo,Lo Son Quan Tiger,Lo Son Quan Tiger,kyaku,oo,noun,5
eftirnafn,is,/ɛftɪrnapn̥/,œbʏɶbm,surname,姓,فكالإبن,ar,/fakaaːlibn/,ɶɶɶybm,So the son,だから息子,kyaku,bm,noun,3
samheiti,is,/saːmheitɪ/,ɶmøyʏ,synonym,シノニム,ambetant,ro,/ambetant/,ɶmøɶmb,Ambet,アンベット,to,mø,adjective,3
sinonimo,eo,/sinonimo/,yoyo,synonym,シノニム,pilorită,ro,/piloritə/,yoyə,Pilorite,ピロライト,to,oy,adjective,4
synonyymi,fi,/ˈsynoˌnyymi/,yoyyy,synonym,シノニム,어부지리,ko,/ʌ̹bud͡ʑiɾi/,ɔubyy,Fisherman,漁師,kyaku,yy,adjective,4
synonymous,en,/səˈnɑnəməs/,əɑəəb,synonymous,同義語,verplapperndes,de,/fɛːɐ̯ˈplappɛɾndəs/,œɐbɶbœməb,chatter,おしゃべり,kyaku,əb,adjective,4
retină,ro,/retinə/,øyə,retina,網膜,Amtsmühle,de,/ˈʔamtsmylə/,ɶmbbyə,Office mill,オフィスミル,kyaku,yə,noun,3
網膜,ja,/moɯmakɯ/,ouɶu,retina,網膜,tripatouillent,fr,/tʁipatuj/,byɶu,tripatouil,Tripatouil,kyaku,ɶu,noun,3
retina,en,/ˈɹɛtənə/,œəə,retina,網膜,tumbărău,ro,/tumbərəw/,uməə,Tumbărău,Tumbîrò,kyaku,əə,noun,3
خطأ,ar,/xatˤˤaʔa/,ɶbɶɶ,Error,エラー,bakþanka,is,/paːkθauŋ̊ka/,ɶbɶumɶ,rear,後方,to,bɶ,verb,3
sopia,fi,/ˈsopiɑ/,oyɑ,make up,化粧,jaunissant,fr,/ʒonisɑ̃/,oyɑ,yellowing,黄金,kyaku,yɑ,verb,3
conspiration,fr,/kɔ̃spiʁasjɔ̃/,ɔbyɶbɔ,conspiracy,陰謀,postino,en,/pɔˈstinoʊ/,ɔbyoʊ,postino,postino,to,by,noun,4
conspiracy,en,/kənˈspɪɹəsi/,əmbʏəy,conspiracy,陰謀,Benzinfasses,de,/bəˈntsɪnfaszəs/,əmbʏmɶbəb,Petrol barrel,ガソリンバレル,to,mbʏ,noun,4
konspiro,eo,/konspiro/,ombyo,conspiracy,陰謀,sclipitor,ro,/sklipitor/,bbyyo,brilliant,素晴らしい,kyaku,yo,noun,3
陰謀,ja,/iɴboɯ/,ymou,conspiracy,陰謀,memoriu,ro,/memorju/,øou,memorial,記念,kyaku,ou,noun,3
Kojote,de,/koˈjoːtə/,ooə,coyote,コヨーテ,doeloe,id,/doəloə/,oəoə,Doeloe,ドロエ,kyaku,oə,noun,3
coyote,es,/koʝote/,ooø,coyote,コヨーテ,verbohre,de,/ˈvɛɾpˌʔoɾe/,œboø,bullet,銃弾,kyaku,oø,verb,3
コヨーテ,ja,/kojoːte/,ooø,Coyote,コヨーテ,memore,eo,/memore/,øoø,in memory,メモリで,kyaku,oø,noun,3
kojootti,fi,/ˈkojootti/,oooby,coyote,コヨーテ,invitați,ro,/invitatsʲ/,ymyɶby,guests,ゲスト,kyaku,by,verb,3
danĝera,eo,/dand͡ʒera/,ɶmbøɶ,dangerous,危険な,berbéda,id,/bərbeda/,əøɶ,different,違う,kyaku,øɶ,adjective,3
رمح,ar,/ramaħa/,ɶɶɶ,Spear,槍,líp ba ga,vi,/lip˦˥ ba˧˥ ɣa˧˥/,ybɶɶ,Ba Ga,ba ga,kyaku,ɶɶ,noun,3
capital,en,/ˈkæpətəɫ/,æəə,capital,資本,molălău,ro,/molələw/,oəə,Molălău,モルラ,kyaku,əə,noun,3
capital,ro,/kapital/,ɶyɶb,capital,資本,assiégeasses,fr,/asjeʒas/,ɶbøɶb,besiegeasses,包皮,kyaku,ɶb,noun,3
応答,ja,/oɯtoɯ/,ouou,response,応答,kornuso,eo,/kornuso/,ouo,cornus,コーナス,to,uo,noun,3
menanggapi,id,/mənaŋgapi/,əɶmɶy,respond,応答,forregali,eo,/forregali/,oøɶy,gift away,贈り物,kyaku,ɶy,verb,4
somnolencia,es,/somnolenθja/,omoømbɶ,drowsiness,眠気,咱们大家,zh-cn,/tsan˧˥ mən˧ ta˥˩ tɕja˥˥/,bɶməmɶbbɶ,Let us everyone,みなさん,kyaku,bɶ,noun,4
眠気,ja,/nemɯke/,øuø,sleepiness,眠気,삼부회,ko,/sʰa̠mbuɦø̞/,bɶmuø,Trilateral,三国間,kyaku,uø,noun,3
sleepiness,en,/ˈsɫipinəs/,byyəb,sleepiness,眠気,地域化,ja,/tɕiikika/,byyyɶ,Regionalization,地域化,to,yy,noun,3
symmetria,fi,/ˈsymmetˌriɑ/,ymøbyɑ,symmetry,対称,zamarripa,en,/ˌzɑmɑˈɹipɑ/,ɑɑyɑ,zamarripa,ザマリパ,kyaku,yɑ,noun,4
simetrie,ro,/simetrije/,yøbyø,symmetry,対称,Steppentiere,de,/ʃtɛpˈpɛntiːɾe/,œbœmyø,Steppe animals,草原動物,kyaku,yø,noun,4
対称,ja,/taiɕoɯ/,ɶyou,Symmetry,対称,Bariton,de,/ˈbaɽiːtoːn/,ɶyom,baritone,バリトン,to,yo,noun,3
ajedrez,es,/axeðɾeθ/,ɶøbøb,Chess,チェス,gaseca,eo,/gaset͡sa/,ɶøbɶ,Gasa,ガサ,to,øb,noun,3
atenție,ro,/atentsije/,ɶømbyø,Careful,気をつけろ,améndemén,id,/amendəmen/,ɶøməøm,Améndemén,アメンデメン,to,øm,noun,4
pandangan,id,/pandaŋan/,ɶmɶɶm,view,見る,بالإعلان,ar,/biaːlʔiʕlaːn/,yɶbybɶm,By advertising,広告によって,kyaku,ɶm,verb,3
respecto,es,/respekto/,øbøbo,regard,由来,괴죄죄,ko,/kø̞d͡ʑø̞d͡ʑø̞/,øbøbø,Perspective,視点,to,bøb,noun,3
aufführen,de,/ˈʔaofˌfyɾən/,ɶobyəm,list,リスト,balotrajt,eo,/balotrait/,ɶobɶyb,voting,投票,to,ob,verb,3
リスト,ja,/ɾisɯto/,yuo,list,リスト,ajutor,ro,/aʒutor/,ɶuo,help,ヘルプ,kyaku,uo,noun,3
kuuntelu,fi,/ˈkuuntelu/,uumøu,hearing,聴覚,mildeu,es,/mildeu/,ybøu,Mildu,Mildu,kyaku,øu,verb,3
mendengarkan,id,/məndəŋarkan/,əməɶɶm,listen,聞く,déracinâmes,fr,/deʁasinam/,øɶyɶm,uprooted,根こそぎ,kyaku,ɶm,verb,4
الاستماع,ar,/aːlistimaːʕ/,ɶybyɶb,Listen,聞く,nhớn nha nhớn nhác,vi,/ɲɤŋ˩˧ ɲa˧˥ ɲɤŋ˩˧ ɲak˦˥/,omɶomɶb,Remember,覚えて,kyaku,ɶb,verb,4
listening,en,/ˈɫɪsənɪŋ/,ʏəʏm,listening,聞いている,薄荷锭,zh-cn,/pɔ˥˩ xɤ˧ tɪŋ˥˩/,ɔoʏm,Mint,ミント,kyaku,ʏm,verb,3
نسخ,ar,/nasaxa/,ɶɶɶ,Copied,コピー,然あらぬ,ja,/saaɾanɯ/,ɶɶɶu,I can't do it,然あらぬ,to,ɶɶ,verb,3
copiere,ro,/kopijere/,oyøø,Copy,コピー,toisenlainen,fi,/ˈtoisenˌlɑinen/,oyømɑyøm,different,違う,to,yø,adjective,4
打哈欠,zh-cn,/ta˨˩˦ xa˥˥ tɕʰjɛn˧/,ɶɶbbœm,,欠伸,ستجهم,ar,/satadʒhum/,ɶɶbum,It will be stressed,それは強調されます,to,ɶb,verb,3
taikina,fi,/ˈtɑikinɑ/,ɑyyɑ,dough,生地,validiert,de,/vɑliˈdiːɾt/,ɑyyb,validated,検証,to,yy,verb,3
confiture,fr,/kɔ̃fityʁ/,ɔyyb,jam,混雑する,räsähdys,fi,/ˈræsæhdys/,ææyb,crunch,噛み砕く,kyaku,yb,verb,3
