word,word_lang,word_ipa,word_ipa_rhyme,word_en,word_ja,pair_word,pair_word_lang,pair_word_ipa,pair_word_ipa_rhyme,pair_word_en,pair_word_ja,rhyme_type,match_ipa_rhyme,pos,syllable
verdikto,eo,/verdikto/,øybo,verdict,評決,레미콘,ko,/ɾe̞mikʰo̞n/,øybom,Ready -mixed concrete,準備ができているコンクリート,to,ybo,noun,3
veredicto,es,/beɾeðikto/,øøybo,verdict,評決,bénéficiaire,fr,/benefisjɛʁ/,øøybœb,beneficiary,受益者,to,øyb,noun,4
الصراخ,ar,/aːlsˤuraːx/,ɶbbuɶb,Screaming,叫ぶ,cạch cửa,vi,/kak˨ˀ˩ʔ kɯə˧˩˨/,ɶbbuə,click,クリック,to,bbu,verb,3
尖叫,zh-cn,/tɕjɛn˥˥ tɕjɑʊ˥˩/,bbœmbbɑʊ,Scream,悲鳴,straumflugur,is,/strœjmflʏɣʏr/,bbœmbʏʏ,fly,飛ぶ,to,bœmb,verb,3
hölynpöly,fi,/ˈhølynˌpøly/,øymøy,nonsense,ナンセンス,desinfecté,es,/desimfeˈkte/,øymøbø,I disinfected,私は消毒しました,to,ymø,noun,4
käsisaha,fi,/ˈkæsiˌsɑhɑ/,æyɑɑ,hand saw,手のこぎり,imperceptible,en,/ˌɪmpɝˈsɛptɪbəɫ/,yəbəəm,imperceptible,感知できない,,,verb,4
水果,zh-cn,/ʂweɪ˨˩˦ kuɔ˨˩˦/,øʏuɔ,fruit,フルーツ,فبالمجمع,ar,/fabiaːlmadʒmaʕ/,yɶy,So the complex,だから複合体,,,noun,3
Hektar,de,/ˈhɛktaːɐ̯/,œbɶɐ,Hectare,ヘクタール,iulie,ro,/julije/,uyø,July,7月,,,noun,3
헥타르,ko,/he̞k̚tʰa̠ɾɯ/,øbbɶu,hectare,ヘクタール,結着,ja,/ketɕːakɯ/,øbbɶu,Conclusion,結着,to,bbɶu,noun,3
ヘクタール,ja,/hekɯtaːɾɯ/,øuɶu,Hectares,ヘクタール,mulțumesc,ro,/multsumesk/,øyyə,thanks,ありがとう,,,noun,4
hektaro,eo,/hektaro/,øbɶo,hectare,ヘクタール,Kehllautes,de,/ˈkellaotəs/,øbɶoəb,Throat,喉,to,bɶo,noun,3
trompeta,es,/tɾompeta/,bomøɶ,trumpet,トランペット,trompetaș,ro,/trompetaʃ/,bomøɶ,trumpet,トランペット,to,omøɶ,noun,3
بوق,ar,/bawwaqa/,ɶɶɶ,trumpet,トランペット,rakennustyöläinen,fi,/ˈrɑkennusˌtyølæinen/,ɑbɑɑ,construction worker,建設労働者,,,noun,3
parabrisas,es,/paɾaβɾisas/,ɶɶbyɶb,windshield,フロントガラス,발달지수,ko,/pa̠ɭda̠ɭd͡ʑisʰu/,ɶɶbybu,Development index,開発インデックス,to,ɶby,noun,4
フロントガラス,ja,/ɸɯɾoɴtogaɾasɯ/,uomoɶɶu,windshield,フロントガラス,luonnonsuojelija,fi,/ˈluonnonˌsuojeˌlijɑ/,uomomuoøyɑ,conservationist,保全主義者,to,omo,noun,6
拖拉机,zh-cn,/tʰuɔ˥˥ la˥˥ tɕi˥˥/,buɔɶby,tractor,トラクター,flúorsambönd,is,/fluːɔr̥sampœnt/,buɔɶmœmb,fluorine,フッ素,to,uɔɶ,noun,3
serangan,id,/səraŋan/,əɶɶm,attack,攻撃,resalâmes,fr,/ʁəsalam/,əɶɶm,resalâme,resalâme,to,ɶɶm,noun,3
电灯泡,zh-cn,/tjɛn˥˩ tɤŋ˥˥ pʰɑʊ˥˩/,bœmombɑʊ,Bulb,バルブ,centofanti,en,/tʃɛntoʊˈfɑnti/,bœmoʊɑmy,centofanti,Centofanti,to,œmo,verb,4
信仰心,ja,/ɕiɴkoɯɕiɴ/,ymouym,Religion,信仰心,윈도우,ko,/ɥindo̞u/,ymou,window,窓,to,mou,noun,3
Frömmigkeit,de,/fɾœmmɪkˈkəiːt/,bœmʏbəyb,piety,信仰心,plönturnar,is,/pʰlœn̥tʏtnar/,bœmʏbɶ,the plants,植物,to,œmʏb,noun,3
pietate,ro,/pijetate/,yøɶø,piety,信仰心,übereilter,de,/ˈʔyːbeɾaeltɐ̯/,yøɶøbɐ,rush,急ぐ,to,øɶø,adjective,4
piety,en,/ˈpaɪəti/,ɶʏəy,piety,信仰心,memanggil,id,/məmaŋgil/,əɶmyb,call,電話,,,noun,3
하이에나,ko,/ha̠ie̞na̠/,ɶyøɶ,hyena,ハイエナ,maizéna,id,/maizena/,ɶyøɶ,Maizéna,マイゼナ,to,yøɶ,noun,3
鬣狗,zh-cn,/ljɛ˥˩ koʊ˨˩˦/,bœoʊ,hyena,ハイエナ,genova,en,/ˈdʒɛnoʊvə/,bœoʊə,genova,ジェノバ,to,œoʊ,noun,3
