word,word_lang,word_ipa,word_ipa_rhyme,word_en,word_ja,pair_word,pair_word_lang,pair_word_ipa,pair_word_ipa_rhyme,pair_word_en,pair_word_ja,rhyme_type,match_ipa_rhyme,pos,syllable
한계점,ko,/ha̠nɡje̞d͡ʑʌ̹m/,ɶmbøbɔm,maximum,最大,anggrékwan,id,/aŋgreʔwan/,ɶmbøbɶm,Anggrékwan,Anggrékwan,to,mbøb,noun,3
límite,es,/ˈlimite/,yyø,limit,制限,rebâtissez,fr,/ʁəbatise/,yøɔ,rebuild,再構築します,,,noun,3
motivación,es,/motiβaˈθjon/,oyɶbom,motivation,動機,Nominalwert,de,/ˈnoːminalvɛɾt/,oyɶbœb,Nominal value,公称値,to,yɶb,noun,4
motivasi,id,/motivasi/,oyɶy,motivation,動機,copilarías,es,/kopilaˈɾias/,oyɶyɶb,Copilarías,コピラリャ,to,yɶy,noun,4
instigo,eo,/instigo/,ymbyo,motivation,動機,kinh tuyến gốc,vi,/kin˧˥ twiəŋ˩˧ ɣok͡p˦˥/,ymbyəmobb,Meridian,子午線,to,mby,noun,3
fireplace,en,/ˈfaɪɝˌpɫeɪs/,ɶʏəbøʏb,fireplace,暖炉,Schweinefleisch,de,/ˈʃvaɪ̯nəflaɪ̯ʃ/,ɶʏəbɶʏ,pork meat,豚肉,to,ʏəb,noun,3
Tagebuch,de,/ˈtɑːgebʊx/,ɑøʊb,diary,日記,وبشدياق,ar,/wabiʃidjaːq/,ɶɶbybɶ,Bashdiac,バシュディアック,,,noun,3
Erkennung,de,/ʔɛːɐˈkɛnnʊŋ/,œɐœmʊm,recognition,認識,산동주,ko,/sʰa̠ndo̞ŋd͡ʑu/,bɶmombu,pongee,ポンジ,,,noun,3
detección,es,/deteˈkθjon/,øøbbom,detection,検出,éléktron,id,/eleʔtron/,øøbbom,electron,電子,to,øbbom,noun,3
検出,ja,/keɴɕɯtsɯ/,ømubu,detection,検出,empulgo,es,/empulgo/,ømubo,EVULGO,evulgo,to,mub,noun,3
détection,fr,/detɛksjɔ̃/,øœbbɔ,detection,検出,Regelziel,de,/ˈɾeːgɛltsiːl/,øœbbyb,Destination,行き先,to,œbb,noun,3
detection,en,/dɪˈtɛkʃən/,ʏœbəm,detection,検出,Ringelrein,de,/ˈɾɪŋɛlɾəɪn/,ʏœbəʏm,Ring,指輪,to,œbə,noun,3
munakas,fi,/ˈmunɑkɑs/,uɑɑb,omelette,オムレツ,sous-ensemble,fr,/suzɑ̃sɑ̃bl/,uɑɑbb,subset,サブセット,to,ɑɑb,verb,3
オムレツ,ja,/omɯɾetsɯ/,ouøbu,Omelette,オムレツ,solukelmu,fi,/ˈsoluˌkelmu/,ouøbu,cell,細胞,to,uøbu,noun,4
蜗牛,zh-cn,/uɔ˥˥ njoʊ˧˥/,uɔmoʊ,snails,カタツムリ,mũi dòm mồm,vi,/muj˧˩˨ jɔm˦˨ mom˦˨/,uɔmom,nose,鼻,to,ɔmo,noun,3
caracol,es,/kaɾakol/,ɶɶob,snail,カタツムリ,ba ba ấp bóng,vi,/ba˧˥ ba˧˥ ɤ̆p˦˥ bɔŋ͡m˩˧/,ɶɶobɔmm,Three tortures shade,3つの拷問日陰,to,ɶob,verb,3
fyrirsögn,is,/fɪːrɪrsœkn̥/,ʏʏœbm,headline,見出し,週,ja,/ɕɯɯ/,ɶmbyu,week,週,,,noun,3
العنوان,ar,/aːlʕunwaːn/,ɶbumɶm,the address,住所・アドレス,ばっくんちょ,ja,/bakːɯɴtɕo/,ɶbumbo,Bakkuncho,ばっくんちょ,to,bum,noun,3
viemäri,fi,/ˈviemæri/,yøæy,sewer,下水道,överskattar,sv,/²'øːvɛʂkatːar/,œbɵbbʏm,overestimates,過大評価,,,noun,3
下水道,ja,/gesɯidoɯ/,øuyou,Sewerage,下水道,hehkudiodi,fi,/ˈhehkuˌdiodi/,øuyoy,visionary,先見者,to,uyo,noun,4
コラーゲン,ja,/koɾaːgeɴ/,oɶøm,collagen,コラーゲン,socarrén,es,/sokaˈren/,oɶøm,SOCARÉN,ソカレン,to,ɶøm,noun,3
kollageeni,fi,/ˈkollɑˌgeeni/,obɑøøy,collagen,コラーゲン,법조인,ko,/pʌ̹p̚t͡ɕ͈o̞in/,ɶbymɶɶ,Lawyer,法律家,,,noun,4
escenario,es,/esθenaɾjo/,øbøɶo,scenery,景色,月世界,ja,/gesːekai/,øbøɶy,Moon world,月世界,to,bøɶ,noun,4
organiser,fr,/ɔʁganize/,ɔbɶyø,arrange,整える,Formatierung,de,/fɔʁmaˈtiːʁʊŋ/,ɔbɶyʊm,formatting,フォーマット,to,bɶy,noun,4
كشط,ar,/kaʃatˤa/,ɶɶbɶ,scrape,こすります,malaxat,ro,/malaksat/,ɶɶbɶb,kneading,練ります,to,ɶbɶ,verb,3
lifandi,is,/lɪːvantɪ/,ʏɶmʏ,alive,生きている,nhân viên,vi,/ɲɤ̆ŋ˧˥ jiəŋ˧˥/,uyy,Staff,スタッフ,to,,adjective,3
أقحم,ar,/ʔaqħama/,ɶbɶɶ,inset,挿入図,Agrarmarkt,de,/ˈʔagɾaɾmaɾkt/,ɶbɶɶbb,Agricultural market,農業市場,to,bɶɶ,noun,3
メロディー,ja,/meɾodeiː/,øoøy,melody,メロディー,deosebire,ro,/deosebire/,øoøyø,difference,違い,to,oøy,noun,4
لحن,ar,/laħana/,ɶɶɶ,musical composition,楽曲,ngọt xớt,vi,/ŋɔk͡p˨ˀ˩ʔ sɤk˦˥/,ɶbɶɔ,Sweet,甘い,,,noun,3
멜로디,ko,/me̞ɭɭo̞di/,øoy,melody,メロディー,mâm mê,vi,/mɤ̆m˧˥ me˧˥/,oboo,tray,トレイ,,,noun,3
mélodie,fr,/melɔdi/,øɔy,melody,メロディー,rundender,de,/ˈɾʊndɛndɐ̯/,ʊmœmɐ,clinging,しがみついています,,,noun,3
melody,en,/ˈmɛɫədi/,œəy,melody,メロディー,测量,zh-cn,/tsʰɤ˥˩ ljɑŋ˧˥/,ɑʊbbɑʊ,Measurement,計測,,,noun,3
sesuatu,id,/səsuatu/,əuɶu,something,なにか,stórbýli,is,/stourpilɪ/,bouyʏ,supermarket,スーパーマーケット,,,noun,3
artesanía,es,/aɾtesaˈnia/,ɶøɶyɶ,craft,クラフト,揚足取り,ja,/ageaɕitoɾi/,ɶøɶyoy,Squirming,揚足取り,to,øɶy,verb,5
artisanat,fr,/aʁtizana/,ɶbyɶɶ,Arts and crafts,美術工芸,patriarhie,ro,/patriarhije/,ɶbyɶyø,patriarchate,家父長制,to,byɶ,verb,4
Kastanie,de,/kasˈtaːni̯ə/,ɶbɶyə,chestnut,くるみ,Garðbæingar,is,/karðpaijiŋkar/,ɶbɶyymɶ,Park,公園,to,bɶy,noun,4
castaña,es,/kastaɲa/,ɶbɶɶ,Chestnut,栗,malkaŝa,eo,/malkaʃa/,ɶbɶɶ,revealing,明らかに,to,bɶɶ,verb,3
밤나무,ko,/pa̠mna̠mu/,ɶmɶu,chestnut,くるみ,bánh tai tượng,vi,/ban˩˧ taj˧˥ tɯəŋ˨ˀ˩ʔ/,ɶmɶuəmb,ear cake,イヤーケーキ,to,mɶu,noun,3
vastaaja,fi,/ˈvɑstɑɑjɑ/,ɑbɑɑɑ,answering machine,留守番電話,tatyana,en,/tɑtˈjɑnɑ/,ɑbɑɑ,tatyana,タティアナ,to,bɑɑ,noun,3
terdakwa,id,/tərdaʔwa/,əɶbɶ,defendant,被告,remariasse,fr,/ʁəmaʁjas/,əɶbɶb,remariary,残党,to,ɶbɶ,noun,3
defendant,en,/dɪˈfɛndənt/,ʏœməmb,defendant,被告,Pigmente,de,/ˈpɪçmɛntə/,ʏœmə,Pigment,顔料,to,œmə,noun,3
被告,zh-cn,/peɪ˥˩ kɑʊ˥˩/,øʏɑʊ,defendant,被告,ولاتزود,ar,/waliʔatazawwad/,ɶɶbɶɶy,And not supply,供給ではありません,,,noun,3
viskio,eo,/viskio/,ybyo,whiskey,ウィスキー,이신론,ko,/iɕʰiɭɭo̞n/,ybyom,deism,神,to,byo,noun,3
サイトカイン,ja,/saitokaiɴ/,ɶyoɶym,Cytokine,サイトカイン,nasional,id,/nasional/,ɶyoɶb,national,全国,to,yoɶ,noun,3
