word,word_lang,word_ipa,word_ipa_rhyme,word_en,word_ja,pair_word,pair_word_lang,pair_word_ipa,pair_word_ipa_rhyme,pair_word_en,pair_word_ja,rhyme_type,match_ipa_rhyme,pos,syllable
衣帽间,zh-cn,/i˥˥ mɑʊ˥˩ tɕjɛn˥˥/,yɑʊbbœm,cloakroom,クローク,tienanmen,en,/tjɛnənˈmɛn/,bœəmœm,tienanmen,ティエナンマン,kyaku,œm,noun,3
garderobă,ro,/ɡarderobə/,ɶøoə,wardrobe,ワードローブ,aéromovél,id,/aeromovel/,ɶøooøb,Aéromovél,Aéromovél,to,øo,noun,4
銀行,ja,/giɴkoɯ/,ymou,Bank,銀行,熏蒸剂,zh-cn,/ɕyn˥˥ ʈʂɤŋ˥˥ tɕi˥˩/,ymomby,Fumigation,燻蒸,to,mo,noun,3
قارب,ar,/qaːraba/,ɶɶɶ,boat,ボート,fullsadda,is,/fʏtl̥sata/,ʏbbɶɶ,asser,アッセル,kyaku,ɶɶ,noun,3
誇り,ja,/hokoɾi/,ooy,pride,誇り,Hardcopy,de,/ˈhaɾtkopy/,ɶboy,Hardcopy,ハードコピー,kyaku,oy,noun,3
mândrie,ro,/mɨndrije/,ʉmbyø,pride,誇り,gan chí mề,vi,/ɣaŋ˧˥ ci˩˧ me˦˨/,ɶmyø,liver,肝臓,kyaku,yø,noun,3
الاعتزاز,ar,/aːliʕtizaːz/,ɶybyɶb,Pride,誇り,entrelardassent,fr,/ɑ̃tʁəlaʁdas/,ɑbəɶbɶb,entry,エントリ,kyaku,ɶb,noun,4
الهيكل,ar,/aːlheɪkal/,ɶbøʏɶb,the structure,構造,抓贼,zh-cn,/ʈʂwa˥˥ tseɪ˧˥/,ɶbøʏ,Caught a thief,泥棒を捕まえた,to,bøʏ,noun,3
hiljaisuus,fi,/ˈhiljɑisuus/,ybɑyuub,silence,沈黙,contre-jour,fr,/kɔ̃tʁəʒuʁ/,ɔbəub,backtime,戻り時間,kyaku,ub,noun,3
kesunyian,id,/kəsuɲian/,əuyɶm,silence,沈黙,فالهيام,ar,/faaːlheɪaːm/,ɶɶbøʏɶm,Valham,バルハム,kyaku,ɶm,noun,3
menyelaraskan,id,/məɲəlaraskan/,əəɶɶbɶm,harmonize,調和します,名不见经传,zh-cn,/mɪŋ˧˥ pu˧˥ tɕjɛn˥˩ tɕɪŋ˥˥ ʈʂwan˥˩/,ʏmubbœmbʏmɶm,Don’t see the Biography,伝記が見えないでください,kyaku,ɶm,verb,5
harmonii,eo,/harmonii/,ɶoyy,to harmonize,調和する,hoa sầu liễu rủ,vi,/hwa˧˥ ʂɤ̆w˦˨ liəw˧˩˨ ʐu˧˩˨/,ɶoyəu,Flower Sau willow drooping,花の柳の垂れ下がっています,to,oy,verb,4
harmoniser,fr,/aʁmɔnize/,ɶbɔyø,harmonize,調和します,afnotarétt,is,/avnɔtarjɛht/,ɶbɔɶœb,exercise,エクササイズ,to,bɔ,verb,4
harmonisieren,de,/haɾmonɪsiːɾen/,ɶoʏyøm,harmonize,調和します,engarronasen,es,/eŋgaronasen/,ømɶoɶøm,ENGARRONASEN,Engarronasen,kyaku,øm,verb,5
协调,zh-cn,/ɕjɛ˧˥ tʰjɑʊ˧˥/,bœbɑʊ,coordination,調整,smekkvísi,is,/smɛhkvisɪ/,bœbyʏ,taste,味,to,œb,verb,3
valua,fi,/ˈvɑluɑ/,ɑuɑ,drain,ドレイン,andujar,en,/ɑnduˈjɑɹ/,ɑmuɑ,andujar,アンドゥジャー,kyaku,uɑ,verb,3
mengoyakkan,id,/məŋojaʔkan/,əoɶbɶm,tear,破れ目,فكالفتن,ar,/fakaaːlfitan/,ɶɶɶbyɶm,Vils,ヴィル,kyaku,ɶm,noun,4
calandru,ro,/kalandru/,ɶɶmbu,calender,カレンダー,税率,ja,/zeiɾitsɯ/,øyybu,tax rate,税率,kyaku,bu,noun,3
فسد,ar,/fasada/,ɶɶɶ,mess,混乱,Dao Áo Dài,vi,/jaw˧˥ aw˩˧ jaj˦˨/,ɶɶɶ,Ao dai knife,ao daiナイフ,kyaku,ɶɶ,noun,3
dragsteri,fi,/ˈdrɑgsteri/,bɑbbøy,dragster,ドラッグスター,加齢,ja,/kaɾei/,ɶøy,Aging,加齢,kyaku,øy,verb,3
barbara,eo,/barbara/,ɶɶɶ,Barbara,バーバラ,赫剌剌,zh-cn,/xɤ˥˩ la˥˩ la˥˩/,oɶɶ,Hyuna,ヒューナ,kyaku,ɶɶ,adjective,3
barbaarinen,fi,/ˈbɑrbɑɑˌrinen/,ɑɑɑyøm,barbarous,野bar,bấp ba bấp bênh,vi,/bɤ̆p˦˥ ba˧˥ bɤ̆p˦˥ ben˧˥/,obɶobøm,The three precarious,3つは不安定です,kyaku,øm,adjective,4
周到,zh-cn,/ʈʂoʊ˥˥ tɑʊ˥˩/,oʊɑʊ,thoughtful,思慮深い,mohamed,en,/moʊˈhɑmɛd/,oʊɑœb,mohamed,モハメド,to,ʊɑ,verb,3
思慮深い,ja,/ɕiɾjobɯkai/,youɶy,Thoughtful,思慮深い,cardiomyopathie,fr,/kaʁdjomjɔpati/,ɶbbomɔɶy,cardiomyopathy,心筋症,kyaku,ɶy,adjective,5
huomaavainen,fi,/ˈhuomɑɑˌvɑinen/,uoɑɑɑyøm,thoughtful,思慮深い,alabaren,es,/alaβaɾen/,ɶɶɶøm,praise,賞賛,kyaku,øm,adjective,4
työjuhta,fi,/ˈtyøjuhtɑ/,yøuɑ,workhorse,主力,秘める,ja,/çimeɾɯ/,yøu,Hidden,秘める,to,øu,adjective,3
主力,ja,/ɕɯɾjokɯ/,uou,Mainstay,主力,turbobur,ro,/turbobur/,uou,turbobur,ターボバー,kyaku,ou,noun,3
nurmikko,fi,/ˈnurmikko/,uybo,lawn,芝生,gepetto,ro,/dʒepetto/,bøøbo,Gepetto,ゲペット,kyaku,bo,noun,3
Möglichkeit,de,/ˈmøːklɪçˌkaɪ̯t/,øbʏɶʏb,possibility,可能性,salernið,is,/saːlɛrtnɪð/,ɶœbʏb,the toilet,トイレ,kyaku,ʏb,noun,3
オプション,ja,/opɯɕoɴ/,ouom,option,オプション,prestación,es,/pɾestaˈθjon/,bøbɶbom,benefit,利点,kyaku,om,noun,3
opțiune,ro,/optsiune/,obbyuø,option,オプション,sốt nổi cơn,vi,/ʂok͡p˦˥ noj˧˩˨ kɤŋ˧˥/,obboom,floating fever,浮遊熱,to,bb,noun,3
belati,id,/bəlati/,əɶy,dagger,短剣,Germanien,de,/gəɾˈmaniːən/,əɶyəm,Germania,ゲルマニア,to,ɶy,noun,3
abspielen,de,/ˈʔapˌʃpiːlən/,ɶbyəm,play,遊ぶ,abdiquée,fr,/abdike/,ɶbyø,abdicated,放棄,to,by,verb,3
遊ぶ,ja,/asɯbɯ/,ɶuu,play,遊ぶ,للتبوغ,ar,/liltubuːɣ/,ybuu,To genius,天才に,kyaku,uu,verb,3
شهر,ar,/ʃahara/,ɶɶɶ,Month,月,málara,is,/mauːlara/,ɶuɶɶ,painter,画家,kyaku,ɶɶ,noun,3
monato,eo,/monato/,oɶo,month,月,Tả Ngải Chồ,vi,/ta˧˩˨ ŋaj˧˩˨ co˦˨/,ɶɶo,Ta Ngai,タンガイ,kyaku,ɶo,noun,3
Einstellung,de,/ˈʔaenˌʃtɛllʊŋ/,ɶømœbʊm,Attitude,態度,lão bệnh học,vi,/law˧˩˨ ben˨ˀ˩ʔ hɔk͡p˨ˀ˩ʔ/,ɶømbɔbbb,The pathology,病理,to,øm,noun,3
調整,ja,/tɕoɯsei/,bouøy,Adjustment,調整,tapeti,eo,/tapeti/,ɶøy,tapesti,タペスト,kyaku,øy,noun,3
ajustamiento,es,/axustamjento/,ɶubɶmømo,Adjustment,調整,Akustiksensor,de,/ˈʔɑːkʊstɪkzɛnzoɾ/,ɑʊbʏbœmo,Acoustic sensor,音響センサー,kyaku,mo,noun,5
比類のない,ja,/çiɾɯinonai/,yuyoɶy,Unparalleled,比類のない,cardiomyopathie,fr,/kaʁdjomjɔpati/,ɶbbomɔɶy,cardiomyopathy,心筋症,kyaku,ɶy,adjective,5
neegalat,ro,/neeɡalat/,øøɶɶb,unequaled,比類のない,góc khúc xạ,vi,/ɣɔk͡p˦˥ xuk͡p˦˥ sa˨ˀ˩ʔ/,ɔbbubbɶb,refractive,屈折率,kyaku,ɶb,adjective,3
viallinen,fi,/ˈviɑlˌlinen/,yɑbyøm,defective,欠陥,先入見,ja,/seɴnjɯɯkeɴ/,ømmuuøm,Prejudice,先入見,kyaku,øm,adjective,3
défectueux,fr,/defɛktɥø/,øœbbø,defective,欠陥,kylläste,fi,/ˈkyllæste/,ybæbø,impregnant,私が妊娠したんだ,kyaku,bø,adjective,3
syyllisyys,fi,/ˈsyyllisyys/,yybyyyb,guilt,罪悪感,لافشين,ar,/liʔifʃiːn/,yybym,Lavishin,ラビシン,to,yby,noun,3
lukema,fi,/ˈlukemɑ/,uøɑ,reading,読む,omega,de,/ˈʔoːmegɑ/,oøɑ,omega,オメガ,kyaku,øɑ,verb,3
repuesto,es,/repwesto/,øbøbo,replacement,置換,cận nhiệt đới,vi,/kɤ̆ŋ˨ˀ˩ʔ ɲiək˨ˀ˩ʔ dɤj˩˧/,ombyəbbo,subtropical,亜熱帯,kyaku,bo,adjective,3
säästää,fi,/ˈsææstææ/,ææbææ,save,保存,agaches,en,/ˈæɡætʃəz/,ææbəb,agaches,アガッチ,to,æb,verb,3
meluangkan,id,/məluaŋkan/,əuɶmɶm,to spare,スペアに,殖産,ja,/ɕokɯsaɴ/,ouɶm,Breeding,殖産,kyaku,ɶm,verb,3
