word,word_lang,word_ipa,word_ipa_rhyme,word_en,word_ja,pair_word,pair_word_lang,pair_word_ipa,pair_word_ipa_rhyme,pair_word_en,pair_word_ja,rhyme_type,match_ipa_rhyme,pos,syllable
fasziniert,de,/fasˈtsɪniːɾt/,ɶbbʏyb,Charmed,チャームド〜魔女3姉妹,saltfiskinn,is,/sal̥tfɪscɪn/,ɶbbʏbʏm,salted,塩漬け,to,bbʏ,verb,3
음향학,ko,/ɯmʝja̠ŋɦa̠k̚/,umɶmɶb,acoustics,音響,dunganto,eo,/dunganto/,umɶmo,employer,雇用者,to,mɶm,noun,3
acústica,es,/aˈkustika/,ɶubyɶ,acoustics,音響,áfrýjanir,is,/aːufrijanɪr/,ɶubyɶʏ,appeal,訴える,to,ubyɶ,verb,4
akustiikka,fi,/ˈɑkusˌtiikkɑ/,ɑubyybɑ,acoustics,音響,cappuccio,en,/kɑˈputʃioʊ/,ɑubyoʊ,cappuccio,Cappuccio,to,uby,noun,4
Akustik,de,/ˈʔɑːkʊstik/,ɑʊbyb,Acoustics,音響,孬脾气,zh-cn,/nɑʊ˥˥ pʰi˧˥ tɕʰi˧/,ɑʊbybby,Stun,気絶,to,ʊbyb,noun,3
仪表,zh-cn,/i˧˥ pjɑʊ˨˩˦/,ybɑʊ,meter,メーター,garmond,en,/ˈɡɑɹmənd/,œɔəb,garmond,ガーモンド,,,noun,3
kemalasan,id,/kəmalasan/,əɶɶɶm,laziness,怠惰,mcmath,en,/məkˈmæθ/,əəøʏəm,mcmath,マクマス,,,noun,4
ranura,es,/ranuɾa/,ɶuɶ,slot,スロット,karlmennsku,is,/kʰatl̥mɛnskʏ/,bɶbbœmbʏ,manhood,男らしさ,,,noun,3
kynþátta,is,/cʰɪnθauhta/,ʏmɶuɶ,racial,人種,kuitenkaan,fi,/ˈkuitenkɑɑn/,uyømɑɑm,however,でも,,,adjective,3
Granate,de,/ˈgɾɑːnɑtə/,bɑɑə,grenade,手ren弾,scarlata,en,/skɑɹˈɫɑtə/,bɑɑə,scarlata,スカルラタ,to,ɑɑə,noun,3
kranaatti,fi,/ˈkrɑnɑɑtti/,bɑɑɑby,grenade,手ren弾,transcendances,fr,/tʁɑ̃sɑ̃dɑ̃s/,bɑɑɑb,transcendent,超越,to,ɑɑɑb,noun,3
