word,word_lang,word_ipa,word_ipa_rhyme,word_en,word_ja,pair_word,pair_word_lang,pair_word_ipa,pair_word_ipa_rhyme,pair_word_en,pair_word_ja,rhyme_type,match_ipa_rhyme,pos,syllable
conciencia,es,/konθjenθja/,ombømbɶ,awareness,意識,boncéngan,id,/bontʃeŋan/,ombøɶm,Boncéngan,ボンセンガン,to,mbø,noun,3
Bewusstsein,de,/bəˈvʊstzaɪ̯n/,əʊbbɶʏm,awareness,意識,بالطماع,ar,/biaːltˤammaːʕ/,yɶbbɶmɶb,With enmity,敵意を持って,,,noun,3
conștientizare,ro,/konʃtijentizare/,omyømyɶø,awareness,意識,論理積素子,ja,/ɾoɴɾisekisoɕi/,omyøyoy,Survival element,論理積素子,to,myø,noun,6
konscio,eo,/konst͡sio/,ombbyo,consciousness,意識,konstruksi,id,/konstruʔsi/,ombbuby,construction,工事,to,mbb,noun,3
mosquito,es,/moskito/,obyo,mosquito,蚊,solvilo,eo,/solvilo/,obyo,a solver,ソルバー,to,byo,adjective,3
comentario,es,/komentaɾjo/,oømɶo,comment,コメント,ngấy đến mang tai,vi,/ŋɤ̆j˩˧ den˩˧ maŋ˧˥ taj˧˥/,oømɶmɶ,Lowered ears,耳を下げました,to,ømɶ,noun,4
commentaire,fr,/kɔmɑ̃tɛʁ/,ɔɑœb,comment,コメント,portales,en,/pɔɹˈtɑɫɛs/,ɔɑœb,portales,ポータレス,to,ɑœb,noun,3
Kommentar,de,/koˈmmɛntaɽ/,omœmɶ,comment,コメント,bơm nén khí,vi,/bɤm˧˥ nɛŋ˩˧ xi˩˧/,omœmy,air compressor pump,エアコンプレッサーポンプ,to,mœm,noun,3
lemari,id,/ləmari/,əɶy,cupboard,食器棚,absterbt,de,/ˈʔapˌʃtɛɾpt/,œɐœmbəm,die out,消える,,,noun,3
armario,es,/aɾmaɾjo/,ɶɶo,wardrobe,ワードローブ,tölunni,is,/tʰœːlʏnɪ/,bœʏʏ,the number,数字,,,adjective,3
kaapeli,fi,/ˈkɑɑpeli/,ɑɑøy,cable,ケーブル,들멍들멍,ko,/tɯɭmʌ̹ŋdɯɭmʌ̹ŋ/,bœbɶum,Bruise,あざ,,,noun,3
يضيف,ar,/judˤajjif/,ubɶyb,Add,追加,Úkraínu,is,/uːkra inʏ/,ubɶyʏ,Ukraine,ウクライナ,to,bɶy,verb,3
lisätä,fi,/ˈlisætæ/,yææ,add,追加,木深い,ja,/kobɯkai/,oyyø,Deeply wooden,木深い,,,verb,3
agregar,es,/aɣɾeɣaɾ/,ɶøɶ,add,追加,loberont,fr,/lɔbəʁɔ̃/,ɔəɔ,will link,リンクします,,,verb,3
