word,word_lang,word_ipa,word_ipa_rhyme,word_en,word_ja,pair_word,pair_word_lang,pair_word_ipa,pair_word_ipa_rhyme,pair_word_en,pair_word_ja,rhyme_type,match_ipa_rhyme,pos,syllable
acceptable,en,/ækˈsɛptəbəɫ/,æbœbəə,acceptable,許容できる,canonisasse,fr,/kanɔnizas/,ɶɔyɶb,canonisasse,カノニサス,,,adjective,4
aceptable,es,/aθeptaβle/,ɶøbɶbø,acceptable,許容できる,adekvata,eo,/adekvata/,ɶøbɶɶ,adequate,適切,to,øbɶ,adjective,4
cantando,es,/kantando/,ɶmɶmo,singing,歌,ansammelst,de,/ˈʔanˌzammɛlst/,ɶmɶmœbbb,accumulating,蓄積,to,mɶm,verb,3
ethernet,en,/ˈiθɝˌnɛt/,yəœb,ethernet,イーサネット,nickelèrent,fr,/nikəlɛʁ/,yəœb,nickel,ニッケル,to,əœb,noun,3
イーサネット,ja,/iːsanetːo/,yɶøbo,Ethernet,イーサネット,ŝiparestro,eo,/ʃiparestro/,yɶøbbo,Shipmaster,船長,to,ɶøb,noun,4
corbata,es,/koɾβata/,oɶɶ,tie,ネクタイ,isolerad,sv,/ɪsʊl'eːrad/,ɔmɶœ,isolated,隔離,,,noun,3
ylilento,fi,/ˈyliˌlento/,yyømo,overflight,オーバーフライト,disidento,eo,/disidento/,yyømo,dissident,反体制派,to,yømo,noun,4
overflight,en,/ˈoʊvɝˌfɫaɪt/,oʊəbɶʏb,overflight,オーバーフライト,経典,ja,/kjoɯteɴ/,ømou,Scriptures,経典,,,noun,3
sobrecarga,es,/soβɾekaɾɣa/,obøɶɶ,overload,過負荷,오세아니아,ko,/o̞sʰe̞a̠nia̠/,obøɶyɶ,Oceania,オセアニア,to,bøɶ,noun,4
燃焼,ja,/neɴɕoɯ/,ømou,combustion,燃焼,rentoutus,fi,/ˈrentoutus/,ømouub,relaxation,リラクゼーション,to,mou,noun,3
燃烧,zh-cn,/ʐan˧˥ ʂɑʊ˥˥/,ɶmɑʊ,combustion,燃焼,弗化水素,ja,/ɸɯkːasɯiso/,ɶɶy,Hydrofluorine,弗化水素,to,,verb,3
ardere,ro,/ardere/,ɶøø,combustion,燃焼,freischwimmendem,de,/ˈfɾaeʃvɪmmɛndəm/,ɶobəbʏb,swimming,水泳,,,noun,3
احتراق,ar,/iħtiraːq/,ybyɶb,burning,燃焼,citrina,es,/θitɾina/,ybyɶ,citrine,シトリン,to,byɶ,verb,3
pembakaran,id,/pəmbakaran/,əmɶɶɶm,burning,燃焼,vettvangur,is,/vɛhtvauŋkʏr/,ɶumbbbœʏbɶ,scene,シーン,,,verb,4
بطاطا,ar,/batˤaːtˤaː/,ɶbɶbɶ,Potato,じゃがいも,passablem,de,/ˈpaszabləm/,ɶbɶbəm,passable,可能です,to,bɶb,adjective,3
vagono,eo,/vagono/,ɶoo,wagon,ワゴン,badanes,es,/baðanes/,ɶɶøb,Badanes,バダネス,,,noun,3
معدل,ar,/muʕaddal/,uɶbɶb,modified,修正,munajat,id,/munadʒat/,uɶbɶb,Munajat,ムナジャット,to,ɶbɶb,noun,3
kecepatan,id,/kətʃəpatan/,əbəɶɶm,speed,速度,pătrășcanu,ro,/pətrəʃkanu/,əbəɶu,Patrascanu,パトラスカヌ,to,bəɶ,noun,4
konstanta,eo,/konstanta/,ombɶmɶ,permanent,永続,동화력,ko,/to̞ŋβwa̠ɾjʌ̹k̚/,ombɶɔb,Fair,公平,to,mbɶ,adjective,3
vakaa,fi,/ˈvɑkɑɑ/,ɑɑɑ,stable,安定,intentionnels,fr,/ɛ̃tɑ̃sjɔnɛl/,øbyœ,intentional,意図的,,,adjective,3
銅,ja,/akagane/,ɶɶɶø,copper,銅,hazardare,ro,/hazardare/,ɶɶɶø,hazardare,ハザルダレ,to,ɶɶø,noun,4
tembaga,id,/təmbaga/,əmɶɶ,copper,銅,toimistoapulainen,fi,/ˈtoimisˌtoɑpuˌlɑinen/,ɑɑbo,office assistant,オフィスアシスタント,,,noun,3
Magenta,de,/ˈmɑːgɛntɑ/,ɑœmɑ,magenta,,enseignement,fr,/ɑ̃sɛɲmɑ̃/,ɑœmɑ,education,教育,to,œmɑ,noun,3
أرجواني,ar,/ʔurdʒuːaːnijj/,ubuɶy,purple,紫の,tujuannya,id,/tudʒuanɲa/,ubuɶmɶ,the goal,目標,to,buɶ,noun,3
magenta,fr,/maʒɛ̃ta/,ɶœɶ,magenta,赤紫色,derrig,en,/ˈdɛɹɪɡ/,yyy,derrig,デリグ,,,noun,3
마젠타,ko,/ma̠d͡ʑe̞ntʰa̠/,ɶbømbɶ,magenta,赤紫色,arĝenti,eo,/ard͡ʒenti/,ɶbømy,silver,銀,to,bøm,noun,3
madrina,es,/maðɾina/,ɶbyɶ,godmother,ゴッドマザー,幸ある,ja,/satɕiaɾɯ/,ɶbyɶu,Happy,幸ある,to,byɶ,verb,3
pistää,fi,/ˈpistææ/,ybææ,inject,注射,ŝelkozono,eo,/ʃelkozono/,oobo,shell zone,シェルゾーン,,,noun,3
centímetro,es,/θenˈtimetɾo/,ømyøbo,centimeter,センチメートル,benzinejo,eo,/benzineio/,ømyøyo,gas station,ガソリンスタンド,to,myø,noun,4
