request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
runcing,id,noun,/runtʃiŋ/,unyn,pointed,amin,ro,noun,/amin/,ɶnyn,Amen
spiky,en,noun,/ˈspaɪki/,ɶʏy,spiky,assistierst,de,noun,/ʔasˈzɪstiːɾst/,ɶʏy,assistant
码头,zh-cn,noun,/ma˨˩˦ tʰoʊ˧/,nɶoʊ,pier,Abfallprodukt,de,noun,/ˈʔapˌfallpɾodʊkt/,ɶɶoʊ,Waste product
憔悴,zh-cn,noun,/tɕʰjɑʊ˧˥ tsʰweɪ˥˩/,ɒʊøʏ,Wanny,beaucage,en,noun,/ˈboʊˌkeɪdʒ/,oʊøʏ,beaucage
suram,id,noun,/suram/,uɶn,bleak,不凡,zh-cn,adjective,/pu˥˩ fan˧˥/,uɶn,Extraordinary
拆开,zh-cn,noun,/ʈʂʰaɪ˥˥ kʰaɪ˥˥/,ɶʏɶʏ,open,alewife,en,noun,/ˈeɪɫˌwaɪf/,øʏɶʏ,alewife
razilo,eo,noun,/razilo/,ɶyo,razor,abrikos,id,noun,/abrikos/,ɶyo,apricot
苍鹭,zh-cn,noun,/tsʰɑŋ˥˥ lu˥˩/,ɒnu,heron,amour,en,noun,/ˌɑˈmuɹ/,ɒnu,amour
clone,en,noun,/ˈkɫoʊn/,oʊn,clone,Bohrturm,de,noun,/ˈboɾtʊɾm/,oʊn,derrick
クローン,ja,noun,/kɯɾoːɴ/,uon,clone,구동,ko,verb,/kudo̞ŋ/,uon,Driving
inerta,eo,noun,/inerta/,ynøɶ,inert,abnegat,ro,noun,/abneɡat/,ɶnøɶ,abnegy
lembam,id,noun,/ləmbam/,ənɶn,inert,Osman,eo,noun,/osman/,onɶn,Osman
untätig,de,noun,/ˈʊntɛːtɪç/,ʊnœʏ,idle,amerifirst's,en,noun,/əˈmɛɹɪfɝsts/,ənœʏ,amerifirst's
無駄,ja,noun,/mɯda/,nuɶ,Useless,muak,id,noun,/muaʔ/,nuɶ,nausea
浪费,zh-cn,noun,/lɑŋ˥˩ feɪ˥˩/,ɒnøʏ,waste,abnötigst,de,noun,/ˈʔapˌnøːtɪkst/,ɶnøʏ,auf
낭비,ko,noun,/na̠ŋbi/,nɶny,waste,afranki,eo,noun,/afranki/,ɶɶny,tofree
limbah,id,noun,/limbah/,ynɶ,waste,귀납,ko,noun,/kɥina̠p̚/,ynɶ,induction
ロデオ,ja,noun,/ɾodeo/,oøo,Rodeo,boléro,id,noun,/bolero/,oøo,Boléro
gemietet,de,verb,/gəˈmiətət/,ənyəə,rented,conceivable,en,adjective,/kənˈsivəbəɫ/,ənyəə,conceivable
keinginan,id,noun,/kəiŋinan/,əynynɶn,desire,antiformant,ro,noun,/antiformant/,ɶnyonɶn,Antiformant
愿意,zh-cn,noun,/ɥœn˥˩ i˥˩/,œny,willing,개미,ko,noun,/kɛ̝mi/,œny,ant
기원,ko,noun,/kiwʌ̹n/,yɔn,origin,bichon,en,noun,/ˌbiˈʃɔn/,yɔn,bichon
斯文,zh-cn,noun,/sɯ˥˥ uən˧˥/,uuən,Sven,ablution,en,noun,/əˈbɫuʃən/,əuən,ablution
고무,ko,noun,/ko̞mu/,onu,Rubber,bonjur,ro,noun,/bonʒur/,onu,bonjour
唤醒,zh-cn,noun,/xwan˥˩ ɕɪŋ˨˩˦/,ɶnʏn,wake,abschminkst,de,noun,/ˈʔapˌʃmɪŋkst/,ɶnʏn,drain
waken,en,noun,/ˈweɪkən/,øʏən,waken,为人,zh-cn,verb,/weɪ˧˥ ʐən˧˥/,øʏən,Be a person
membangunkan,id,noun,/məmbaŋunkan/,nənɶnunɶn,wake,similidiamant,ro,noun,/similidijamant/,ynyyyɶnɶn,Similidiamant
vekiĝi,eo,noun,/vekid͡ʒi/,øyy,wake up,berbiquí,es,noun,/beɾβiˈki/,øyy,brace
참석자,ko,noun,/t͡ɕʰa̠msʰʌ̹k̚t͡ɕ͈a̠/,ɶnɔɶ,attendants,Bahnhofsplatz,de,noun,/ˈbɑnɔfsplats/,ɒnɔɶ,Station
pepatah,id,noun,/pəpatah/,əɶɶ,proverb,bălașa,ro,noun,/bəlaʃa/,əɶɶ,BĂLAŞA
Maxime,de,noun,/ˈmɑːksimə/,nɒynə,Maxim,altadena,en,noun,/ˌɑɫtəˈdinə/,ɒəynə,altadena
マキシム,ja,noun,/makiɕimɯ/,nɶyynu,Maxim,Hieronymus,de,noun,/ˈhiːɾonymus/,yonynu,Hieronymus
나방,ko,noun,/na̠ba̠ŋ/,nɶɶn,moth,Agrarland,de,adjective,/ˈʔagɾaɾlant/,ɶɶɶn,Agricultural land
ngengat,id,noun,/ŋəŋat/,nənɶ,moth,adălmaș,ro,noun,/adəlmaʃ/,ɶənɶ,Adjust
천사,ko,noun,/t͡ɕʰʌ̹nsʰa̠/,ɔnɶ,Angel,Boxmarkt,de,noun,/ˈbɔksmaɾkt/,ɔnɶ,Boxmark
malaikat,id,noun,/malaikat/,nɶɶyɶ,angel,actualiza,ro,noun,/aktuwaliza/,ɶuɶyɶ,update
angel,en,noun,/ˈeɪndʒəɫ/,øʏnə,angel,abbinde,de,verb,/ˈʔapˌbɪndə/,ɶʏnə,embedding
天使,ja,noun,/teɴɕi/,øny,angel,계미,ko,noun,/kje̞mi/,øny,Moses
樹冠,ja,noun,/dʑɯkaɴ/,uɶn,Crown,brustan,ro,noun,/brustan/,uɶn,Brustan
멍청이,ko,noun,/mʌ̹ŋt͡ɕʰʌ̹ŋi/,nɔnɔny,dummy,annoncierst,de,noun,/ˈʔannɔnˈtsiːɾst/,ɶnnɔny,advertisement
誓い,ja,noun,/tɕikai/,yɶy,Vow,기자실,ko,noun,/kid͡ʑa̠ɕʰiɭ/,yɶy,Merchant
keinginan,id,noun,/kəiŋinan/,əynynɶn,desire,antiformant,ro,noun,/antiformant/,ɶnyonɶn,Antiformant
愿意,zh-cn,noun,/ɥœn˥˩ i˥˩/,œny,willing,arendsee,en,noun,/ɝˈɛndˌsi/,œny,
기원,ko,noun,/kiwʌ̹n/,yɔn,origin,Icons,de,noun,/ˈʔiːkɔns/,yɔn,Icons
흥분,ko,noun,/xɯŋbun/,unun,excitement,あん分,ja,noun,/aɴbɯɴ/,ɶnun,Choice
indah,id,noun,/indah/,ynɶ,beautiful,blinda,eo,noun,/blinda/,ynɶ,blind
想要,zh-cn,noun,/ɕjɑŋ˨˩˦ jɑʊ˥˩/,ɒnɒʊ,Want,Dramaturg,de,noun,/ˈdɾɑːmɑtʊɾk/,ɒnɒʊ,Dramatur
ファンシー,ja,noun,/ɸaɴɕiː/,ɶny,Fancy,abmühst,de,adjective,/ˈʔapˌmyst/,ɶny,troubled
menetas,id,noun,/mənətas/,nənəɶ,hatch,eingebbar,de,verb,/ʔaengəˈbaɽ/,ɶønəɶ,established
seringai,id,noun,/səriŋai/,əynɶy,grin,不寒而栗,zh-cn,noun,/pu˥˩ xan˧˥ aɻ˧˥ li˥˩/,uɶnɶy,shudder
鳴る,ja,noun,/naɾɯ/,nɶu,Ring,macru,ro,noun,/makru/,nɶu,macrure
맥주,ko,noun,/mɛ̝k̚t͡ɕ͈u/,nœu,beer,捏住,zh-cn,noun,/njɛ˥˥ ʈʂu˥˩/,nœu,Pinch
Mieze,de,noun,/ˈmiːt͡sə/,nyə,Babe,niger,id,noun,/nigər/,nyə,Niger
경향,ko,noun,/kjʌ̹ŋʝja̠ŋ/,ɔnɶn,tendency,amán,es,noun,/aˈman/,ɶnɶn,
kecenderungan,id,noun,/kətʃəndəruŋan/,əənəunɶn,trend,acondicionan,es,noun,/akondiθjonan/,ɶonyonɶn,Condition
傾向,ja,noun,/keikoɯ/,øyou,Trend,不亦乐乎,zh-cn,noun,/pu˧˥ i˥˩ lɤ˥˩ xu˥˥/,uyou,Happiness
aufwärts,de,adjective,/ˈaʊ̯fvɛʁt͡s/,ɶʊœ,upward,boulware,en,noun,/ˈbaʊɫwɛɹ/,ɶʊœ,boulware
