request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
肝臓,ja,noun,/kaɴzoɯ/,ɶnou,liver,고모부,ko,noun,/ko̞mo̞bu/,onou,Uncle
hepato,eo,noun,/hepato/,øɶo,liver,세탁소,ko,noun,/sʰe̞tʰa̠ks͈o̞/,øɶo,laundry
遠慮なく,ja,noun,/eɴɾjonakɯ/,ønonɶu,Inexpensive,挺身而出,zh-cn,noun,/tʰɪŋ˨˩˦ ʂən˥˥ aɻ˧˥ ʈʂʰu˥˥/,ʏnənɶu,Stand up
멀리,ko,noun,/mʌ̹ɭʎi/,nɔy,far,maltese,en,adjective,/mɔɫˈtiz/,nɔy,maltese
藻类,zh-cn,noun,/tsɑʊ˨˩˦ leɪ˥˩/,ɒʊøʏ,Algae,Abschlussbericht,de,adjective,/ˈʔapˌʃlʊssbeɾɪçt/,ɶʊøʏ,Final report
アルゴン,ja,noun,/aɾɯgoɴ/,ɶuon,Argon,가스통,ko,noun,/ka̠sʰɯtʰo̞ŋ/,ɶuon,cell
pantas,id,noun,/pantas/,ɶnɶ,Were,adnat,ro,noun,/adnat/,ɶnɶ,adat
优点,zh-cn,noun,/joʊ˥˥ tjɛn˨˩˦/,oʊœn,advantage,abbuchend,de,verb,/ˈʔapˌbʊxɛnt/,ɶʊœn,departing
値する,ja,noun,/ataisɯɾɯ/,ɶɶyuu,Value,ambiguu,ro,adjective,/ambiɡuwu/,ɶnyuu,ambiguous
merit,en,noun,/ˈmɛɹət/,nœə,merit,Knäste,de,verb,/ˈknɛstə/,nœə,Baked
merito,eo,noun,/merito/,nøyo,merit,Schlageridol,de,noun,/ˈʃlɑːgeɾidol/,ɒøyo,Latchy
장점,ko,noun,/t͡ɕa̠ŋd͡ʑʌ̹m/,ɶnɔn,Advantages,amborn,en,noun,/əmˈbɔɹn/,ənɔn,amborn
verdienen,de,noun,/fɛɐ̯ˈdiːnən/,œɐynən,to earn,不计成本,zh-cn,adjective,/pu˧˥ tɕi˥˩ ʈʂʰɤŋ˧˥ pən˨˩˦/,uyonən,Unite cost
Kätzchen,de,noun,/ˈkɛtʃən/,œən,kitten,aaron,en,noun,/ˈɛɹən/,œən,aaron
kucing,id,noun,/kutʃiŋ/,uyn,cat,budín,es,verb,/buˈðin/,uyn,pudding
분화,ko,noun,/punβwa̠/,unɶ,differentiation,ずんば,ja,noun,/zɯɴba/,unɶ,Tint
rülpsen,de,noun,/ˈʁʏlpsən/,ʏən,burp,arisen,en,noun,/ɝˈɪzən/,ʏən,arisen
빵집,ko,noun,/p͈a̠ŋd͡ʑip̚/,ɶny,bakery,abmühst,de,adjective,/ˈʔapˌmyst/,ɶny,troubled
カルチャー,ja,noun,/kaɾɯtɕaː/,ɶuɶ,Culture,abrupta,eo,noun,/abrupta/,ɶuɶ,abrupt
튀김,ko,verb,/tʰɥiɡim/,yyn,fried food,Irin,de,noun,/ˈʔiːɾin/,yyn,Irin
quota,en,noun,/ˈkwoʊtə/,oʊə,quota,Produkte,de,noun,/ˈpɾoːdʊktə/,oʊə,Products
クォータ,ja,noun,/kɯoːta/,uoɶ,quota,glukosa,id,noun,/glukosa/,uoɶ,glucose
kuota,id,noun,/kuota/,uoɶ,quota,buglosa,es,noun,/buɣlosa/,uoɶ,bugloss
费用,zh-cn,verb,/feɪ˥˩ jʊŋ˥˩/,øʏʊn,cost,Abbildung,de,noun,/ˈap.bɪl.dʊŋ/,ɶʏʊn,Illustration
feiern,de,verb,/ˈfaɪ̯əʁn/,ɶʏən,to celebrate,为人,zh-cn,verb,/weɪ˧˥ ʐən˧˥/,øʏən,Be a person
アミール,ja,noun,/amiːɾɯ/,ɶnyu,Amicle,Institut,de,noun,/ˈʔɪnstitut/,ʏnyu,Institute
揺する,ja,noun,/jɯsɯɾɯ/,uuu,Shake,ubuntu,en,noun,/ˌuˈbuˌtu/,uuu,ubuntu
malmola,eo,adjective,/malmola/,nɶnoɶ,hard,Alpenpokal,de,noun,/ʔalpɛnpoˈkal/,ɶœnoɶ,Alpine cup
爆炸,zh-cn,noun,/pɑʊ˥˩ ʈʂa˥˩/,ɒʊɶ,explosion,kaputtschlagt,de,noun,/ˈkɑːpʊttstslakt/,ɒʊɶ,broken
donor,en,noun,/ˈdoʊnɝ/,oʊn,donor,侧重,zh-cn,noun,/tsʰɤ˥˩ ʈʂʊŋ˥˩/,oʊn,Focus
penyumbang,id,noun,/pəɲumbaŋ/,ənunɶn,contributor,かんらん岩,ja,noun,/kaɴɾaɴgaɴ/,ɶnɶnɶn,Octopus rock
ドナー,ja,noun,/donaː/,onɶ,donor,乘槎,zh-cn,noun,/ʈʂʰɤŋ˧˥ ʈʂʰa˧˥/,onɶ,Multiply
ミード,ja,noun,/miːdo/,nyo,Mead,弥合,zh-cn,noun,/mi˧˥ xɤ˧˥/,nyo,Bridge
Kiefern,de,noun,/ˈkiːfɛɾn/,yœn,Pine trees,기생,ko,noun,/kisʰɛ̝ŋ/,yœn,parasitism
소나무,ko,noun,/sʰo̞na̠mu/,onɶnu,Pine tree,上班族,zh-cn,noun,/ʂɑŋ˥˩ pan˥˥ tsu˧˥/,ɒnɶnu,Office worker
松树,zh-cn,noun,/sʊŋ˥˥ ʂu˥˩/,ʊnu,pine,Fundus,de,noun,/ˈfʊndus/,ʊnu,Fundus
クラブ,ja,noun,/kɯɾabɯ/,uɶu,club,구락부,ko,noun,/kuɾa̠k̚p͈u/,uɶu,Slope
pantas,id,noun,/pantas/,ɶnɶ,Were,あな,ja,noun,/ana/,ɶnɶ,hole
장점,ko,noun,/t͡ɕa̠ŋd͡ʑʌ̹m/,ɶnɔn,Advantages,Ansporn,de,verb,/ˈʔanˌʃpɔɾn/,ɶnɔn,Spur
merit,en,noun,/ˈmɛɹət/,nœə,merit,Knäste,de,verb,/ˈknɛstə/,nœə,Baked
値する,ja,noun,/ataisɯɾɯ/,ɶɶyuu,Value,등비급수,ko,noun,/tɯŋbiɡɯps͈u/,unyuu,Estimation
verdienen,de,noun,/fɛɐ̯ˈdiːnən/,œɐynən,to earn,abatement,en,noun,/əˈbeɪtmənt/,əøʏnən,abatement
优点,zh-cn,noun,/joʊ˥˥ tjɛn˨˩˦/,oʊœn,advantage,abbuchend,de,verb,/ˈʔapˌbʊxɛnt/,ɶʊœn,departing
merito,eo,noun,/merito/,nøyo,merit,Schlageridol,de,noun,/ˈʃlɑːgeɾidol/,ɒøyo,Latchy
manet,en,noun,/mæˈneɪ/,nænøʏ,manet,事与愿违,zh-cn,noun,/ʂɚ˥˩ y˨˩˦ ɥœn˥˩ weɪ˧˥/,yœnøʏ,Incident
マネ,ja,noun,/mane/,nɶnø,Mimic,Gilgameŝ,eo,noun,/gilgameʃ/,yɶnø,Gilgamesh
苍鹭,zh-cn,noun,/tsʰɑŋ˥˥ lu˥˩/,ɒnu,heron,Kanu,de,noun,/ˈkɑːnu/,ɒnu,canoe
売店,ja,noun,/baiteɴ/,ɶyøn,Store,ejgen,eo,noun,/eigen/,øyøn,ejgen
정자,ko,noun,/t͡ɕʌ̹ŋd͡ʑa̠/,ɔnɶ,sperm,Boxmarkt,de,noun,/ˈbɔksmaɾkt/,ɔnɶ,Boxmark
ヘルツ,ja,noun,/heɾɯtsɯ/,øuu,Hertz,cerului,ro,noun,/tʃeruluj/,øuu,heaven
笼罩,zh-cn,verb,/lʊŋ˨˩˦ ʈʂɑʊ˥˩/,ʊnɒʊ,Shroud,Dramaturg,de,noun,/ˈdɾɑːmɑtʊɾk/,ɒnɒʊ,Dramatur
